"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"117","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",8567,6,85,802,802,0,349,453,0,44,0,1,0,7,24,0,1,0,1,168,19,39,10,114,117,0,0,0,0,0,3,1,0,2,2,0,0
"118","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",17537,0,106,3475,3478,0,3475,0,0,94,0,0,0,11,22,0,0,0,0,688,241,156,11,16,13,1,0,0,0,0,0,0,0,0,0,0,0
"119","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",4736,21,21,773,773,0,773,0,0,32,0,0,0,0,12,1,0,1,0,170,9,44,0,111,129,0,0,0,0,0,4,4,0,0,0,0,0
"120","CITY OF MIDDLETON DANE","DANE","CITY OF MIDDLETON",13122,41,173,2974,2974,0,2973,0,1,60,1,0,3,5,27,0,0,0,0,408,154,64,5,332,346,0,0,0,0,0,1,1,0,0,0,0,0
"121","CITY OF MILTON ROCK","ROCK","CITY OF MILTON",3255,10,14,445,445,0,445,0,0,23,0,1,4,8,8,0,0,0,0,69,8,12,4,52,52,0,0,0,0,0,1,0,1,0,0,0,0
"122","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",319413,262,4925,66262,66262,1695,64567,0,0,1245,7,13,396,417,321,19,2,4,24,7478,1353,1270,121,5697,6025,69,0,0,0,0,29,19,1,0,6,0,3
"123","CITY OF MILWAUKEE WASHINGTON","WASHINGTON","CITY OF MILWAUKEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","CITY OF MILWAUKEE WAUKESHA","WAUKESHA","CITY OF MILWAUKEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","CITY OF MINERAL POINT IOWA","IOWA","CITY OF MINERAL POINT",1540,7,27,566,566,83,0,483,0,24,0,0,0,2,11,1,0,1,0,82,31,5,0,77,78,0,0,0,0,0,0,0,0,0,0,0,0
"126","CITY OF MONDOVI BUFFALO","BUFFALO","CITY OF MONDOVI",1400,6,17,277,277,0,140,137,0,10,0,0,0,0,5,0,0,0,0,42,7,1,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0
"127","CITY OF MONONA DANE","DANE","CITY OF MONONA",5877,24,91,1672,1671,0,1671,0,0,36,0,0,0,2,16,0,0,0,0,219,35,27,7,183,186,0,0,0,0,0,2,2,0,0,0,0,0
"128","CITY OF MONROE GREEN","GREEN","CITY OF MONROE",5484,12,26,790,790,0,790,0,0,7,0,0,0,0,1,0,0,0,0,131,7,21,6,102,102,0,0,0,0,0,1,0,0,1,1,0,0
"129","CITY OF MONTELLO MARQUETTE","MARQUETTE","CITY OF MONTELLO",785,0,5,113,113,16,0,97,0,5,0,0,1,1,1,0,0,0,0,21,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","CITY OF MONTREAL IRON","IRON","CITY OF MONTREAL",495,2,39,332,332,139,0,193,0,5,0,0,0,3,2,1,0,1,0,24,11,1,0,23,23,0,0,0,0,0,1,1,0,0,0,0,0
"131","CITY OF MOSINEE MARATHON","MARATHON","CITY OF MOSINEE",2471,2,11,372,372,0,372,0,0,6,0,0,0,0,0,0,0,0,0,60,4,11,0,47,52,0,0,0,0,0,0,0,0,0,0,0,0
"132","CITY OF MUSKEGO WAUKESHA","WAUKESHA","CITY OF MUSKEGO",16624,18,111,3198,3197,0,3197,0,0,70,0,0,0,9,20,0,0,0,0,564,153,60,17,461,479,1,0,0,0,0,0,0,0,0,0,0,0
"133","CITY OF NEENAH WINNEBAGO","WINNEBAGO","CITY OF NEENAH",14874,8,101,2195,2195,0,2195,0,0,30,0,1,0,4,10,2,0,1,1,326,54,76,0,245,238,0,0,0,0,0,2,2,0,0,0,0,0
"134","CITY OF NEILLSVILLE CLARK","CLARK","CITY OF NEILLSVILLE",1267,6,5,215,215,0,215,0,0,15,0,0,0,1,4,0,0,0,0,49,0,4,5,40,41,0,0,0,0,0,0,0,0,0,0,0,0
"135","CITY OF NEKOOSA WOOD","WOOD","CITY OF NEKOOSA",1238,0,6,220,220,0,220,0,0,5,0,0,0,1,1,0,0,0,0,31,4,3,1,26,27,0,0,0,0,0,0,0,0,0,0,0,0
"136","CITY OF NEW BERLIN WAUKESHA","WAUKESHA","CITY OF NEW BERLIN",27500,35,127,4296,4291,17,4275,0,0,999,0,0,27,189,270,0,0,0,0,878,177,153,39,646,642,20,0,0,0,0,0,0,0,0,0,0,0
"137","CITY OF NEW HOLSTEIN CALUMET","CALUMET","CITY OF NEW HOLSTEIN",1870,0,6,236,236,0,185,51,0,4,0,0,0,1,2,0,0,0,0,31,5,0,2,26,26,3,0,0,0,0,0,0,0,0,0,0,0
"138","CITY OF NEW LISBON JUNEAU","JUNEAU","CITY OF NEW LISBON",673,0,0,89,89,3,0,86,0,5,0,0,0,1,2,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"139","CITY OF NEW LONDON OUTAGAMIE","OUTAGAMIE","CITY OF NEW LONDON",719,0,3,72,72,15,0,57,0,3,0,0,0,0,2,0,0,0,0,9,2,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"140","CITY OF NEW LONDON WAUPACA","WAUPACA","CITY OF NEW LONDON",2707,2,10,374,374,123,0,251,0,12,0,0,0,2,6,0,0,0,0,87,2,8,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0
"141","CITY OF NEW RICHMOND ST. CROIX","ST. CROIX","CITY OF NEW RICHMOND",4362,1,4,182,182,0,182,0,0,10,0,0,0,0,3,0,0,0,0,27,0,8,0,19,0,0,0,0,0,0,1,1,0,0,0,0,0
"142","CITY OF NIAGARA MARINETTE","MARINETTE","CITY OF NIAGARA",863,0,1,66,66,0,0,66,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","CITY OF OAK CREEK MILWAUKEE","MILWAUKEE","CITY OF OAK CREEK",20163,65,143,3637,3637,0,3637,0,0,52,0,0,1,21,26,0,0,0,0,2985,156,98,55,248,60,0,0,0,0,0,6,6,0,0,0,0,0
"144","CITY OF OCONOMOWOC WAUKESHA","WAUKESHA","CITY OF OCONOMOWOC",10308,62,71,1832,1832,1,1831,0,0,20,0,0,0,4,3,0,0,0,0,384,36,42,13,319,294,1,0,0,0,0,6,4,0,1,2,0,0
"145","CITY OF OCONTO FALLS OCONTO","OCONTO","CITY OF OCONTO FALLS",1389,2,5,150,150,25,0,125,0,7,0,0,0,0,1,0,0,0,0,25,0,2,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0
"146","CITY OF OCONTO OCONTO","OCONTO","CITY OF OCONTO",2219,1,13,536,536,0,282,252,0,7,0,0,0,3,3,0,0,0,0,39,8,2,1,34,2,0,0,0,0,0,0,0,0,0,0,0,0
"147","CITY OF OMRO WINNEBAGO","WINNEBAGO","CITY OF OMRO",1922,10,6,252,252,0,252,0,0,19,0,0,0,0,4,0,0,0,0,64,4,13,0,50,51,0,0,0,0,0,0,0,0,0,0,0,0
"148","CITY OF ONALASKA LA CROSSE","LA CROSSE","CITY OF ONALASKA",10766,26,59,1514,1514,0,1514,0,0,15,0,0,0,3,1,0,0,0,0,468,82,202,12,248,251,3,0,0,0,0,1,1,0,0,0,0,0
"149","CITY OF OSHKOSH WINNEBAGO","WINNEBAGO","CITY OF OSHKOSH",36128,41,270,3950,3973,3950,0,0,0,325,0,3,11,27,140,1,0,1,0,809,118,179,16,611,630,2,0,0,0,0,1,0,0,1,1,0,0
"150","CITY OF OSSEO TREMPEALEAU","TREMPEALEAU","CITY OF OSSEO",944,2,1,112,112,9,0,103,0,6,0,0,0,1,4,0,0,0,0,6,4,0,0,6,6,0,0,0,0,0,1,1,0,0,0,0,0
"151","CITY OF OWEN CLARK","CLARK","CITY OF OWEN",491,0,2,78,78,0,78,0,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","CITY OF PARK FALLS PRICE","PRICE","CITY OF PARK FALLS",1210,0,5,150,150,87,0,63,0,6,0,0,0,0,3,0,0,0,0,17,0,2,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
"153","CITY OF PESHTIGO MARINETTE","MARINETTE","CITY OF PESHTIGO",1691,1,6,278,278,51,0,227,0,9,0,0,0,2,3,0,0,0,0,58,29,5,2,51,51,0,0,0,0,0,0,0,0,0,0,0,0
"154","CITY OF PEWAUKEE WAUKESHA","WAUKESHA","CITY OF PEWAUKEE",10187,9,59,1596,1596,0,1596,0,0,27,0,0,0,2,6,0,0,0,0,212,51,33,11,164,169,1,0,0,0,0,0,0,0,0,0,0,0
"155","CITY OF PHILLIPS PRICE","PRICE","CITY OF PHILLIPS",775,0,2,117,118,64,0,53,0,5,0,1,2,0,2,0,0,0,0,19,2,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0
"156","CITY OF PITTSVILLE WOOD","WOOD","CITY OF PITTSVILLE",496,0,3,76,76,0,76,0,5,3,0,0,0,1,2,0,0,0,0,7,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"157","CITY OF PLATTEVILLE GRANT","GRANT","CITY OF PLATTEVILLE",6461,15,79,841,841,0,840,1,0,19,0,0,0,0,9,0,0,0,0,154,31,19,3,123,125,1,0,0,0,0,0,0,0,0,0,0,0
"158","CITY OF PLYMOUTH SHEBOYGAN","SHEBOYGAN","CITY OF PLYMOUTH",4912,20,28,765,765,0,765,0,0,16,0,0,0,1,7,0,0,0,0,122,26,12,10,98,93,5,0,0,0,0,0,0,0,0,0,0,0
"159","CITY OF PORT WASHINGTON OZAUKEE","OZAUKEE","CITY OF PORT WASHINGTON",7313,13,43,1158,1158,0,1158,0,0,69,0,0,0,11,38,0,0,0,0,195,28,57,1,137,3,0,0,0,0,0,0,0,0,0,0,0,0
"160","CITY OF PORTAGE COLUMBIA","COLUMBIA","CITY OF PORTAGE",4668,18,50,1085,1085,0,1085,0,0,15,0,0,1,4,3,0,0,0,0,184,54,13,2,167,115,2,0,0,0,0,0,0,0,0,0,0,0
"161","CITY OF PRAIRIE DU CHIEN CRAWFORD","CRAWFORD","CITY OF PRAIRIE DU CHIEN",2768,3,10,375,375,60,0,315,0,30,0,0,0,0,9,0,0,0,0,64,6,13,0,50,49,2,0,0,0,0,0,0,0,0,0,0,0
"162","CITY OF PRESCOTT PIERCE","PIERCE","CITY OF PRESCOTT",2514,5,45,794,794,1,276,517,0,15,0,0,0,3,6,0,0,0,0,72,15,4,0,69,68,1,0,0,0,0,0,0,0,0,0,0,0
"163","CITY OF PRINCETON GREEN LAKE","GREEN LAKE","CITY OF PRINCETON",698,0,4,74,75,46,0,29,0,5,0,0,0,1,4,0,0,0,0,14,0,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
"164","CITY OF RACINE RACINE","RACINE","CITY OF RACINE",37548,13,155,4707,4707,56,4582,69,0,143,0,0,5,60,55,0,0,0,0,1294,155,369,67,775,814,18,0,0,0,0,1,1,0,0,0,0,0
"165","CITY OF REEDSBURG SAUK","SAUK","CITY OF REEDSBURG",4630,2,26,601,601,0,601,0,0,11,0,0,0,0,2,0,0,0,0,82,15,19,2,64,65,0,0,0,0,0,1,1,0,0,0,0,0
"166","CITY OF RHINELANDER ONEIDA","ONEIDA","CITY OF RHINELANDER",3918,52,209,1779,1779,0,1779,0,0,21,0,0,0,1,14,0,0,0,0,246,25,31,7,196,205,0,0,0,0,0,0,0,0,0,0,0,0
"167","CITY OF RICE LAKE BARRON","BARRON","CITY OF RICE LAKE",4322,4,14,459,459,0,152,307,0,16,0,0,0,1,10,0,0,0,0,91,12,8,0,80,81,2,0,0,0,0,0,0,0,0,0,0,0
"168","CITY OF RICHLAND CENTER RICHLAND","RICHLAND","CITY OF RICHLAND CENTER",2723,10,10,400,403,226,0,174,0,60,0,0,0,12,21,0,0,0,0,102,3,15,6,78,75,5,0,0,0,0,0,0,0,0,0,0,0
"169","CITY OF RIPON FOND DU LAC","FOND DU LAC","CITY OF RIPON",4170,4,31,517,517,0,517,0,0,29,0,0,1,7,8,0,0,0,0,108,5,18,1,85,87,1,0,0,0,0,0,0,0,0,0,0,0
"170","CITY OF RIVER FALLS PIERCE","PIERCE","CITY OF RIVER FALLS",7599,14,30,622,622,0,339,283,0,37,0,0,0,8,15,1,0,1,0,117,6,14,1,77,99,1,0,0,0,0,0,0,0,0,0,0,0
"171","CITY OF RIVER FALLS ST. CROIX","ST. CROIX","CITY OF RIVER FALLS",2071,7,6,179,179,0,102,77,0,10,0,0,0,2,5,1,0,1,0,45,1,6,1,17,37,1,0,0,0,0,0,0,0,0,0,0,0
"172","CITY OF SCHOFIELD MARATHON","MARATHON","CITY OF SCHOFIELD",1063,2,25,144,144,144,0,0,0,5,0,0,0,0,0,0,0,0,0,22,5,1,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0
"173","CITY OF SEYMOUR OUTAGAMIE","OUTAGAMIE","CITY OF SEYMOUR",1884,0,7,210,210,9,0,201,0,13,0,0,0,5,8,0,0,0,0,12,4,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"174","CITY OF SHAWANO SHAWANO","SHAWANO","CITY OF SHAWANO",4405,13,65,1257,1257,0,465,792,0,36,0,0,2,6,18,0,0,0,0,158,21,12,4,140,138,4,0,0,0,0,0,0,0,0,0,0,0
"175","CITY OF SHEBOYGAN FALLS SHEBOYGAN","SHEBOYGAN","CITY OF SHEBOYGAN FALLS",5107,15,37,732,732,730,0,2,0,30,0,0,0,0,10,0,0,0,0,122,10,29,3,91,27,3,0,0,0,0,2,2,0,0,0,0,0
"176","CITY OF SHEBOYGAN SHEBOYGAN","SHEBOYGAN","CITY OF SHEBOYGAN",24637,24,105,3439,3480,1,4015,464,0,104,0,0,1,6,43,0,0,0,0,842,111,129,34,679,701,6,0,0,0,0,4,3,0,0,1,0,0
"177","CITY OF SHELL LAKE WASHBURN","WASHBURN","CITY OF SHELL LAKE",835,11,1,94,94,54,0,40,0,8,0,0,1,1,3,0,0,0,0,21,5,2,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
"178","CITY OF SHULLSBURG LAFAYETTE","LAFAYETTE","CITY OF SHULLSBURG",635,0,1,68,68,22,0,46,0,6,0,0,0,0,0,0,0,0,0,16,1,1,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0
"179","CITY OF SOUTH MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF SOUTH MILWAUKEE",11657,23,83,2382,2382,0,2382,0,0,21,0,0,1,0,11,1,0,1,0,415,82,93,4,303,312,107,0,0,0,0,2,2,0,0,0,0,0
"180","CITY OF SPARTA MONROE","MONROE","CITY OF SPARTA",4495,15,37,95,999,4,995,0,0,9,0,0,0,0,7,0,0,0,0,154,27,24,0,130,134,0,0,0,0,0,4,2,0,2,2,0,0
"181","CITY OF SPOONER WASHBURN","WASHBURN","CITY OF SPOONER",1371,6,25,353,353,43,0,310,0,3,0,0,0,2,2,0,0,0,0,37,14,1,0,34,35,1,0,0,0,0,0,0,0,0,0,0,0
"182","CITY OF ST. CROIX FALLS POLK","POLK","CITY OF ST. CROIX FALLS",1251,5,7,78,80,12,0,66,0,4,0,0,0,0,2,0,0,0,0,10,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"183","CITY OF ST. FRANCIS MILWAUKEE","MILWAUKEE","CITY OF ST. FRANCIS",5598,14,82,1383,1383,0,1383,0,0,24,0,0,3,9,6,0,0,0,0,232,25,29,6,194,202,2,0,0,0,0,0,0,0,0,0,0,0
"184","CITY OF STANLEY CHIPPEWA","CHIPPEWA","CITY OF STANLEY",1015,1,7,118,118,0,51,67,0,5,0,0,0,0,5,0,0,0,0,17,0,10,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0
"185","CITY OF STANLEY CLARK","CLARK","CITY OF STANLEY",2,0,0,2,2,0,0,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","CITY OF STEVENS POINT PORTAGE","PORTAGE","CITY OF STEVENS POINT",16439,24,203,3137,3137,9,3128,0,5,77,0,1,2,17,30,0,0,0,0,444,118,50,20,365,374,0,0,0,0,0,0,0,0,0,0,0,0
"187","CITY OF STOUGHTON DANE","DANE","CITY OF STOUGHTON",8168,21,62,1413,1413,0,1413,0,0,51,0,0,0,15,9,0,0,0,0,231,37,75,0,153,131,0,0,0,0,0,0,0,0,0,0,0,0
"188","CITY OF STURGEON BAY DOOR","DOOR","CITY OF STURGEON BAY",5396,14,51,904,904,904,0,0,0,21,0,0,2,3,7,0,0,0,0,128,45,17,2,123,124,1,0,0,0,0,2,4,0,0,0,0,0
"189","CITY OF SUN PRAIRIE DANE","DANE","CITY OF SUN PRAIRIE",18092,47,178,2958,2958,0,2958,0,3,71,0,0,2,11,38,0,0,0,0,529,139,0,9,355,206,6,0,0,0,0,0,0,0,0,0,0,0
"190","CITY OF SUPERIOR DOUGLAS","DOUGLAS","CITY OF SUPERIOR",14268,0,52,1038,1038,0,1038,0,0,25,0,0,1,2,9,0,0,0,0,414,31,89,20,292,300,2,0,0,0,0,0,0,0,0,0,0,0
"191","CITY OF THORP CLARK","CLARK","CITY OF THORP",868,3,4,123,123,0,76,47,0,6,0,0,2,2,2,0,0,0,0,22,3,4,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
"192","CITY OF TOMAH MONROE","MONROE","CITY OF TOMAH",4264,21,28,530,530,89,0,441,0,5,0,0,0,0,3,0,0,0,0,87,9,7,5,73,74,0,0,0,0,0,2,1,0,1,1,0,0
"193","CITY OF TOMAHAWK LINCOLN","LINCOLN","CITY OF TOMAHAWK",1853,4,39,575,575,0,575,0,0,27,0,3,0,6,9,0,0,0,0,42,11,7,0,27,31,0,0,0,0,0,1,1,0,0,0,0,0
"194","CITY OF TWO RIVERS MANITOWOC","MANITOWOC","CITY OF TWO RIVERS",6059,0,26,1061,1061,0,1061,0,0,22,0,0,0,0,17,0,0,0,0,241,62,28,6,203,213,0,0,0,0,0,0,0,0,0,0,0,0
"195","CITY OF VERONA DANE","DANE","CITY OF VERONA",7772,15,86,1485,1486,0,1485,0,0,36,0,0,0,7,10,1,1,0,1,207,40,31,7,151,1,0,0,0,0,0,0,0,0,0,0,0,0
"196","CITY OF VIROQUA VERNON","VERNON","CITY OF VIROQUA",2501,3,39,503,503,104,262,137,0,15,0,0,0,3,5,0,0,0,0,46,9,8,1,38,35,3,0,0,0,0,0,0,0,0,0,0,0
"197","CITY OF WASHBURN BAYFIELD","BAYFIELD","CITY OF WASHBURN",1344,1,21,308,308,0,308,0,0,9,0,0,0,1,4,0,0,0,0,33,8,1,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
"198","CITY OF WATERLOO JEFFERSON","JEFFERSON","CITY OF WATERLOO",1769,0,11,283,283,283,0,0,0,6,0,0,0,0,3,0,0,0,0,14,10,0,0,14,13,1,0,0,0,0,0,0,0,0,0,0,0
"199","CITY OF WATERTOWN DODGE","DODGE","CITY OF WATERTOWN",4722,13,51,1221,1221,0,1221,0,0,36,0,0,0,3,13,0,0,0,0,214,41,19,5,152,61,0,0,0,0,0,0,0,0,0,0,0,0
"200","CITY OF WATERTOWN JEFFERSON","JEFFERSON","CITY OF WATERTOWN",7723,18,83,1709,1709,0,1709,0,0,58,0,0,0,2,14,1,0,1,0,156,49,23,5,131,3,0,0,0,0,0,1,0,0,0,0,0,0
"201","CITY OF WAUKESHA WAUKESHA","WAUKESHA","CITY OF WAUKESHA",39818,40,222,5105,5105,73,5032,0,0,279,0,0,7,21,75,2,0,0,2,919,184,72,26,664,698,5,0,0,0,0,3,1,0,2,2,0,0
"202","CITY OF WAUPACA WAUPACA","WAUPACA","CITY OF WAUPACA",3050,2,16,477,477,0,221,256,0,9,0,0,0,1,6,0,0,0,0,116,4,3,3,109,113,3,0,0,0,0,0,0,0,0,0,0,0
"203","CITY OF WAUPUN DODGE","DODGE","CITY OF WAUPUN",2658,3,12,310,310,0,310,0,0,9,0,0,0,1,3,0,0,0,0,42,8,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","CITY OF WAUPUN FOND DU LAC","FOND DU LAC","CITY OF WAUPUN",2019,1,9,326,326,0,326,0,0,9,0,0,0,1,7,0,0,0,0,38,15,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","CITY OF WAUSAU MARATHON","MARATHON","CITY OF WAUSAU",19986,43,224,4945,4947,0,4951,0,1,339,0,5,4,43,101,2,0,1,0,1024,195,113,46,710,801,45,0,0,0,0,1,1,0,0,0,0,0
"206","CITY OF WAUTOMA WAUSHARA","WAUSHARA","CITY OF WAUTOMA",872,3,3,137,137,137,0,0,0,5,0,0,0,0,3,0,0,0,0,35,6,20,0,15,15,1,0,0,0,0,0,0,0,0,0,0,0
"207","CITY OF WAUWATOSA MILWAUKEE","MILWAUKEE","CITY OF WAUWATOSA",31972,48,300,7509,7509,0,7509,0,0,120,0,0,0,0,115,1,0,0,0,1300,301,359,2,37,830,10,0,0,0,0,1,1,0,0,0,0,0
"208","CITY OF WEST ALLIS MILWAUKEE","MILWAUKEE","CITY OF WEST ALLIS",33291,40,265,5623,5370,0,5823,0,2,122,0,1,4,23,35,1,0,0,0,800,144,133,39,672,687,8,0,0,1,1,0,0,0,0,0,0,0
"209","CITY OF WEST BEND WASHINGTON","WASHINGTON","CITY OF WEST BEND",17980,17,152,3393,3393,9,3384,0,0,63,0,0,4,11,23,0,0,0,0,635,131,161,12,374,857,2,0,0,0,0,0,0,0,0,0,0,0
"210","CITY OF WESTBY VERNON","VERNON","CITY OF WESTBY",1236,4,11,187,187,25,0,0,162,5,0,0,0,0,0,0,0,0,0,15,6,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","CITY OF WEYAUWEGA WAUPACA","WAUPACA","CITY OF WEYAUWEGA",856,1,0,99,99,9,0,90,0,6,0,0,0,0,4,0,0,0,0,9,5,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0
"212","CITY OF WHITEHALL TREMPEALEAU","TREMPEALEAU","CITY OF WHITEHALL",787,0,3,95,95,15,0,80,0,7,0,0,0,0,6,0,0,0,0,5,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"213","CITY OF WHITEWATER JEFFERSON","JEFFERSON","CITY OF WHITEWATER",1595,0,10,89,89,0,89,0,0,5,0,0,0,0,3,0,0,0,0,23,3,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","CITY OF WHITEWATER WALWORTH","WALWORTH","CITY OF WHITEWATER",6540,1,55,733,733,0,733,0,0,7,0,0,0,2,5,0,0,0,0,228,24,76,5,182,2,0,0,0,0,0,0,0,0,0,0,0,0
"215","CITY OF WISCONSIN DELLS ADAMS","ADAMS","CITY OF WISCONSIN DELLS",16,0,0,1,1,0,1,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","CITY OF WISCONSIN DELLS COLUMBIA","COLUMBIA","CITY OF WISCONSIN DELLS",1323,0,0,162,162,0,162,0,0,5,0,0,0,1,3,0,0,0,0,32,3,3,0,27,28,1,0,0,0,0,0,0,0,0,0,0,0
"217","CITY OF WISCONSIN DELLS JUNEAU","JUNEAU","CITY OF WISCONSIN DELLS",0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","CITY OF WISCONSIN DELLS SAUK","SAUK","CITY OF WISCONSIN DELLS",77,0,0,3,3,0,3,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","CITY OF WISCONSIN RAPIDS WOOD","WOOD","CITY OF WISCONSIN RAPIDS",9256,25,85,2194,2194,798,1396,0,0,33,1,0,3,4,25,0,0,0,0,342,66,38,10,293,259,0,0,0,0,0,1,0,0,0,0,0,1
"220","TOWN OF ABRAMS OCONTO","OCONTO","TOWN OF ABRAMS",1188,0,7,183,184,23,0,160,0,3,0,0,0,2,1,0,0,0,0,20,2,4,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0
"221","TOWN OF ACKLEY LANGLADE","LANGLADE","TOWN OF ACKLEY",311,0,2,36,36,2,0,34,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","TOWN OF ADAMS ADAMS","ADAMS","TOWN OF ADAMS",709,0,4,103,103,103,0,0,0,12,0,0,0,0,12,0,0,0,0,13,2,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"223","TOWN OF ADAMS GREEN","GREEN","TOWN OF ADAMS",326,0,9,61,61,0,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","TOWN OF ADAMS JACKSON","JACKSON","TOWN OF ADAMS",884,0,3,115,115,5,0,110,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"225","TOWN OF ADDISON WASHINGTON","WASHINGTON","TOWN OF ADDISON",2277,0,28,688,688,0,688,0,0,12,0,0,0,2,6,0,0,0,0,28,20,3,0,24,25,0,0,0,0,0,1,1,0,0,0,0,0
"226","TOWN OF ADRIAN MONROE","MONROE","TOWN OF ADRIAN",483,0,3,65,65,0,0,65,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","TOWN OF AGENDA ASHLAND","ASHLAND","TOWN OF AGENDA",275,0,0,38,0,38,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","TOWN OF AHNAPEE KEWAUNEE","KEWAUNEE","TOWN OF AHNAPEE",554,0,1,136,136,0,100,36,0,3,0,0,0,1,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"229","TOWN OF AINSWORTH LANGLADE","LANGLADE","TOWN OF AINSWORTH",316,2,0,45,45,9,0,36,0,4,0,0,1,2,1,0,0,0,0,9,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"230","TOWN OF AKAN RICHLAND","RICHLAND","TOWN OF AKAN",243,0,1,41,42,9,0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","TOWN OF ALBAN PORTAGE","PORTAGE","TOWN OF ALBAN",538,0,0,98,98,98,0,0,0,7,0,1,0,1,4,0,0,0,0,4,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"232","TOWN OF ALBANY GREEN","GREEN","TOWN OF ALBANY",682,0,4,114,114,0,114,0,0,3,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
