"","reporting_unit","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"94","CITY-OF-BELOIT-WARD-19-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",518,0,0,33,33,0,33,0,0,3,0,0,0,0,2,0,0,0,0,10,0,3,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0
"95","CITY-OF-BELOIT-WARD-2-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",847,1,1,57,57,0,57,0,0,3,0,0,0,0,2,0,0,0,0,29,5,4,1,25,26,0,0,0,0,0,0,0,0,0,0,0,0
"96","CITY-OF-BELOIT-WARD-20-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",569,1,0,55,55,0,55,0,0,3,0,0,0,1,1,0,0,0,0,6,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"97","CITY-OF-BELOIT-WARD-21-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",703,1,1,63,63,0,63,0,0,3,0,0,0,1,1,0,0,0,0,18,7,3,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
"98","CITY-OF-BELOIT-WARD-22-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",736,1,1,109,109,0,109,0,0,3,0,0,0,1,1,0,0,0,0,18,3,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
"99","CITY-OF-BELOIT-WARD-23-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",1225,3,0,170,170,0,170,0,0,3,0,0,0,1,1,0,0,0,0,19,6,1,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0
"100","CITY-OF-BELOIT-WARD-24-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",670,0,0,63,63,0,63,0,0,3,0,0,0,1,1,0,0,0,0,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"101","CITY-OF-BELOIT-WARD-25-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","CITY-OF-BELOIT-WARD-3-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",867,0,0,64,64,0,64,0,0,3,0,0,0,1,1,0,0,0,0,15,3,3,0,11,12,1,0,0,0,0,0,0,0,0,0,0,0
"103","CITY-OF-BELOIT-WARD-4-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",734,0,2,45,45,0,45,0,0,3,0,0,0,0,3,0,0,0,0,10,2,2,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"104","CITY-OF-BELOIT-WARD-5-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",717,0,1,41,41,0,41,0,0,3,0,0,0,1,1,0,0,0,0,16,3,4,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"105","CITY-OF-BELOIT-WARD-6-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",537,0,2,36,36,0,36,0,0,3,0,0,0,0,2,0,0,0,0,11,1,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0
"106","CITY-OF-BELOIT-WARD-7-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",590,0,1,40,40,0,40,0,0,3,0,0,0,1,1,0,0,0,0,10,0,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"107","CITY-OF-BELOIT-WARD-8-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",54,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","CITY-OF-BELOIT-WARD-9-ROCK","CITY OF BELOIT ROCK","ROCK","CITY OF BELOIT",573,0,0,36,36,0,36,0,0,3,0,0,0,1,1,0,0,0,0,5,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
"109","CITY-OF-BERLIN-WARD-1-6-GREEN-LAKE","CITY OF BERLIN GREEN LAKE","GREEN LAKE","CITY OF BERLIN",2583,6,15,265,265,45,0,220,0,3,0,0,0,0,1,0,0,0,0,30,26,0,0,4,29,1,0,0,0,0,0,0,0,0,0,0,0
"110","CITY-OF-BERLIN-WARD-7-WAUSHARA","CITY OF BERLIN WAUSHARA","WAUSHARA","CITY OF BERLIN",52,0,0,4,4,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","CITY-OF-BLACK-RIVER-FALLS-WARD-1-JACKSON","CITY OF BLACK RIVER FALLS JACKSON","JACKSON","CITY OF BLACK RIVER FALLS",557,4,9,88,88,0,84,4,0,10,0,0,0,2,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"112","CITY-OF-BLACK-RIVER-FALLS-WARD-2-JACKSON","CITY OF BLACK RIVER FALLS JACKSON","JACKSON","CITY OF BLACK RIVER FALLS",451,13,1,83,83,0,82,1,0,10,0,0,0,2,5,0,0,0,0,28,0,4,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
"113","CITY-OF-BLACK-RIVER-FALLS-WARD-3-JACKSON","CITY OF BLACK RIVER FALLS JACKSON","JACKSON","CITY OF BLACK RIVER FALLS",349,1,1,41,41,0,40,1,0,10,0,0,0,2,5,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"114","CITY-OF-BLACK-RIVER-FALLS-WARD-4-JACKSON","CITY OF BLACK RIVER FALLS JACKSON","JACKSON","CITY OF BLACK RIVER FALLS",496,0,7,93,93,0,89,4,0,10,0,0,0,2,5,0,0,0,0,4,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"115","CITY-OF-BLAIR-WARD-1-3-TREMPEALEAU","CITY OF BLAIR TREMPEALEAU","TREMPEALEAU","CITY OF BLAIR",589,0,16,134,134,11,0,123,0,3,0,0,0,0,0,0,0,0,0,12,8,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"116","CITY-OF-BLOOMER-WARD-1-4-CHIPPEWA","CITY OF BLOOMER CHIPPEWA","CHIPPEWA","CITY OF BLOOMER",1940,0,7,232,232,0,190,42,0,10,0,0,0,2,5,0,0,0,0,42,1,7,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0
"117","CITY-OF-BOSCOBEL-WARD-1-4-GRANT","CITY OF BOSCOBEL GRANT","GRANT","CITY OF BOSCOBEL",1443,0,5,160,160,0,160,0,0,5,0,0,0,0,5,0,0,0,0,11,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"118","CITY-OF-BRILLION-WARD-1-4-CALUMET","CITY OF BRILLION CALUMET","CALUMET","CITY OF BRILLION",1696,7,3,201,201,0,151,50,0,5,0,0,0,2,2,0,0,0,0,40,2,11,4,27,29,0,0,0,0,0,0,0,0,0,0,0,0
"119","CITY-OF-BRODHEAD-WARD-1-6-GREEN","CITY OF BRODHEAD GREEN","GREEN","CITY OF BRODHEAD",1529,3,14,200,200,0,200,0,0,10,0,0,0,0,0,0,0,0,0,20,5,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","CITY-OF-BRODHEAD-WARD-7-8-ROCK","CITY OF BRODHEAD ROCK","ROCK","CITY OF BRODHEAD",34,0,0,5,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"121","CITY-OF-BROOKFIELD-WARD-1-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1166,1,4,265,265,3,262,0,0,10,0,0,0,2,4,0,0,0,0,38,11,2,0,33,36,0,0,0,0,0,0,0,0,0,0,0,0
"122","CITY-OF-BROOKFIELD-WARD-10-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1337,2,6,239,239,2,237,0,0,12,0,0,0,3,3,0,0,0,0,61,16,12,5,41,43,0,0,0,0,0,0,0,0,0,0,0,0
"123","CITY-OF-BROOKFIELD-WARD-11-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1103,2,5,193,193,2,191,0,0,10,0,0,0,1,5,0,0,0,0,48,11,16,2,28,30,0,0,0,0,0,0,0,0,0,0,0,0
"124","CITY-OF-BROOKFIELD-WARD-12-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1414,0,14,344,344,2,342,0,0,10,0,0,0,1,5,0,0,0,0,52,21,5,1,38,40,0,0,0,0,0,0,0,0,0,0,0,0
"125","CITY-OF-BROOKFIELD-WARD-13-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1278,0,11,265,265,2,263,0,0,10,0,0,0,1,5,0,0,0,0,52,17,3,2,42,44,0,0,0,0,0,0,0,0,0,0,0,0
"126","CITY-OF-BROOKFIELD-WARD-14-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1040,5,8,160,160,3,157,0,0,10,0,0,0,3,1,1,0,0,1,25,18,3,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0
"127","CITY-OF-BROOKFIELD-WARD-15-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1129,2,8,253,253,2,251,0,0,10,0,0,0,3,1,0,0,0,0,52,14,9,1,40,42,0,0,0,0,0,0,0,0,0,0,0,0
"128","CITY-OF-BROOKFIELD-WARD-16-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",479,0,3,128,128,0,128,0,0,10,0,0,0,3,1,0,0,0,0,16,13,0,0,16,15,1,0,0,0,0,0,0,0,0,0,0,0
"129","CITY-OF-BROOKFIELD-WARD-17-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1254,1,5,230,230,1,229,0,0,10,0,0,0,3,1,0,0,0,0,31,11,5,1,20,21,2,0,0,0,0,0,0,0,0,0,0,0
"130","CITY-OF-BROOKFIELD-WARD-18-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",974,2,5,193,193,0,193,0,0,11,0,0,0,0,5,0,0,0,0,21,7,6,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0
"131","CITY-OF-BROOKFIELD-WARD-19-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",898,0,2,180,180,0,180,0,0,11,0,0,0,0,5,0,0,0,0,44,10,4,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0
"132","CITY-OF-BROOKFIELD-WARD-2-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1375,1,6,276,276,0,276,0,0,10,0,0,0,2,4,0,0,0,0,59,8,11,2,41,41,0,0,0,0,0,0,0,0,0,0,0,0
"133","CITY-OF-BROOKFIELD-WARD-20-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1099,4,8,238,238,3,235,0,0,11,0,0,0,0,5,0,0,0,0,38,17,7,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0
"134","CITY-OF-BROOKFIELD-WARD-21-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",979,0,5,173,173,0,173,0,0,11,0,0,0,0,5,0,0,0,0,25,4,8,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"135","CITY-OF-BROOKFIELD-WARD-22-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1418,2,2,222,222,0,222,0,0,11,0,0,0,1,4,0,0,0,0,22,10,5,1,16,16,0,0,0,0,0,2,0,0,2,2,0,0
"136","CITY-OF-BROOKFIELD-WARD-23-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1058,1,11,216,216,2,214,0,0,11,0,0,0,1,4,0,0,0,0,37,17,6,1,28,30,0,0,0,0,0,0,0,0,0,0,0,0
"137","CITY-OF-BROOKFIELD-WARD-24-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1354,1,3,258,258,0,258,0,0,11,0,0,0,1,4,0,0,0,0,29,13,6,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0
"138","CITY-OF-BROOKFIELD-WARD-3-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1141,1,7,266,266,2,264,0,0,10,0,0,0,2,4,0,0,0,0,30,9,7,1,21,23,0,0,0,0,0,1,1,0,0,0,0,0
"139","CITY-OF-BROOKFIELD-WARD-4-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",747,0,5,130,130,0,130,0,0,10,0,0,0,4,3,0,0,0,0,21,6,6,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
"140","CITY-OF-BROOKFIELD-WARD-5-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1462,0,7,326,326,0,326,0,0,10,0,0,0,4,3,1,0,0,1,60,23,11,2,47,47,0,0,0,0,0,0,0,0,0,0,0,0
"141","CITY-OF-BROOKFIELD-WARD-6-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",835,2,1,202,202,0,202,0,0,10,0,0,0,4,3,0,0,0,0,38,17,4,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0
"142","CITY-OF-BROOKFIELD-WARD-7-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",990,0,7,206,206,1,205,0,0,10,0,0,0,4,3,0,0,0,0,32,14,6,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0
"143","CITY-OF-BROOKFIELD-WARD-8-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1364,2,2,250,250,0,250,0,0,12,0,0,0,3,3,0,0,0,0,22,10,1,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
"144","CITY-OF-BROOKFIELD-WARD-9-WAUKESHA","CITY OF BROOKFIELD WAUKESHA","WAUKESHA","CITY OF BROOKFIELD",1125,1,6,248,248,0,248,0,0,12,0,0,0,3,3,0,0,0,0,30,12,8,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
"145","CITY-OF-BUFFALO-CITY-WARD-1-BUFFALO","CITY OF BUFFALO CITY BUFFALO","BUFFALO","CITY OF BUFFALO CITY",622,0,5,80,80,3,0,77,0,3,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","CITY-OF-BURLINGTON-WARD-1-4-RACINE","CITY OF BURLINGTON RACINE","RACINE","CITY OF BURLINGTON",2749,6,20,355,355,0,355,0,0,5,0,0,0,0,2,0,0,0,0,77,12,14,4,57,58,1,0,0,0,0,0,0,0,0,0,0,0
"147","CITY-OF-BURLINGTON-WARD-10-WALWORTH","CITY OF BURLINGTON WALWORTH","WALWORTH","CITY OF BURLINGTON",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","CITY-OF-BURLINGTON-WARD-5-8-RACINE","CITY OF BURLINGTON RACINE","RACINE","CITY OF BURLINGTON",2989,3,10,429,429,0,429,0,0,5,0,0,0,0,2,0,0,0,0,65,22,14,9,39,42,0,0,0,0,0,0,0,0,0,0,0,0
"149","CITY-OF-BURLINGTON-WARD-9-WALWORTH","CITY OF BURLINGTON WALWORTH","WALWORTH","CITY OF BURLINGTON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","CITY-OF-CEDARBURG-WARD-1-OZAUKEE","CITY OF CEDARBURG OZAUKEE","OZAUKEE","CITY OF CEDARBURG",1214,2,6,249,249,0,249,0,0,5,0,0,0,0,3,0,0,0,0,16,7,1,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0
"151","CITY-OF-CEDARBURG-WARD-2-9-OZAUKEE","CITY OF CEDARBURG OZAUKEE","OZAUKEE","CITY OF CEDARBURG",1149,4,8,235,235,0,235,0,0,5,0,0,0,0,3,0,0,0,0,94,2,33,0,61,60,1,0,0,0,0,0,0,0,0,0,0,0
"152","CITY-OF-CEDARBURG-WARD-3-OZAUKEE","CITY OF CEDARBURG OZAUKEE","OZAUKEE","CITY OF CEDARBURG",1203,0,6,191,191,0,191,0,0,5,0,0,0,0,3,0,0,0,0,20,2,3,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"153","CITY-OF-CEDARBURG-WARD-4-8-OZAUKEE","CITY OF CEDARBURG OZAUKEE","OZAUKEE","CITY OF CEDARBURG",1006,2,3,158,158,0,158,0,0,5,0,0,0,0,2,0,0,0,0,14,3,2,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"154","CITY-OF-CEDARBURG-WARD-5-OZAUKEE","CITY OF CEDARBURG OZAUKEE","OZAUKEE","CITY OF CEDARBURG",1025,3,9,158,158,0,158,0,0,5,0,0,0,1,2,0,0,0,0,56,0,15,0,39,40,1,0,0,0,0,1,1,0,0,0,0,0
"155","CITY-OF-CEDARBURG-WARD-6-OZAUKEE","CITY OF CEDARBURG OZAUKEE","OZAUKEE","CITY OF CEDARBURG",1133,0,5,222,222,0,222,0,0,5,0,0,0,1,2,0,0,0,0,14,4,1,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"156","CITY-OF-CEDARBURG-WARD-7-OZAUKEE","CITY OF CEDARBURG OZAUKEE","OZAUKEE","CITY OF CEDARBURG",1128,3,10,219,219,0,219,0,0,5,0,0,0,0,5,0,0,0,0,31,13,5,0,25,24,2,0,0,0,0,0,0,0,0,0,0,0
"157","CITY-OF-CHETEK-WARD-1-4-BARRON","CITY OF CHETEK BARRON","BARRON","CITY OF CHETEK",1125,8,23,245,246,29,0,216,0,7,0,0,0,3,4,0,0,0,0,18,15,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
"158","CITY-OF-CHILTON-WARD-1-5-CALUMET","CITY OF CHILTON CALUMET","CALUMET","CITY OF CHILTON",1969,1,8,292,292,0,250,42,0,5,0,0,0,1,0,0,0,0,0,29,1,2,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0
"159","CITY-OF-CHIPPEWA-FALLS-WARD-1-CHIPPEWA","CITY OF CHIPPEWA FALLS CHIPPEWA","CHIPPEWA","CITY OF CHIPPEWA FALLS",985,2,4,112,112,1,111,0,0,3,0,0,0,0,0,0,0,0,0,21,3,3,1,16,17,1,0,0,0,0,0,0,0,0,0,0,0
"160","CITY-OF-CHIPPEWA-FALLS-WARD-2-CHIPPEWA","CITY OF CHIPPEWA FALLS CHIPPEWA","CHIPPEWA","CITY OF CHIPPEWA FALLS",1057,2,4,162,162,0,162,0,0,3,0,0,0,1,1,0,0,0,0,18,5,4,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
"161","CITY-OF-CHIPPEWA-FALLS-WARD-3-CHIPPEWA","CITY OF CHIPPEWA FALLS CHIPPEWA","CHIPPEWA","CITY OF CHIPPEWA FALLS",1179,1,4,194,194,0,193,1,0,3,0,0,0,0,0,0,0,0,0,23,1,2,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
"162","CITY-OF-CHIPPEWA-FALLS-WARD-4-CHIPPEWA","CITY OF CHIPPEWA FALLS CHIPPEWA","CHIPPEWA","CITY OF CHIPPEWA FALLS",848,0,5,107,107,0,107,0,0,3,0,0,0,0,2,0,0,0,0,4,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"163","CITY-OF-CHIPPEWA-FALLS-WARD-5-CHIPPEWA","CITY OF CHIPPEWA FALLS CHIPPEWA","CHIPPEWA","CITY OF CHIPPEWA FALLS",854,1,1,111,111,0,111,0,0,3,0,0,0,0,0,0,0,0,0,32,1,2,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
"164","CITY-OF-CHIPPEWA-FALLS-WARD-6-CHIPPEWA","CITY OF CHIPPEWA FALLS CHIPPEWA","CHIPPEWA","CITY OF CHIPPEWA FALLS",911,1,1,83,83,1,82,0,0,3,0,0,0,0,0,0,0,0,0,14,2,8,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0
"165","CITY-OF-CHIPPEWA-FALLS-WARD-7-CHIPPEWA","CITY OF CHIPPEWA FALLS CHIPPEWA","CHIPPEWA","CITY OF CHIPPEWA FALLS",939,2,2,168,168,1,167,0,0,3,0,0,0,0,1,0,0,0,0,68,1,7,0,61,62,0,0,0,0,0,1,0,0,1,1,0,0
"166","CITY-OF-CHIPPEWA-FALLS-WARD-7A-CHIPPEWA","CITY OF CHIPPEWA FALLS CHIPPEWA","CHIPPEWA","CITY OF CHIPPEWA FALLS",0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","CITY-OF-CLINTONVILLE-WARD-1-2-WAUPACA","CITY OF CLINTONVILLE WAUPACA","WAUPACA","CITY OF CLINTONVILLE",2183,3,35,526,526,0,288,238,0,11,0,0,0,0,7,0,0,0,0,62,10,3,2,53,55,1,0,0,0,0,0,0,0,0,0,0,0
"168","CITY-OF-CLINTONVILLE-WARD-3-WAUPACA","CITY OF CLINTONVILLE WAUPACA","WAUPACA","CITY OF CLINTONVILLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","CITY-OF-CLINTONVILLE-WARD-4-WAUPACA","CITY OF CLINTONVILLE WAUPACA","WAUPACA","CITY OF CLINTONVILLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","CITY-OF-CLINTONVILLE-WARD-5-WAUPACA","CITY OF CLINTONVILLE WAUPACA","WAUPACA","CITY OF CLINTONVILLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","CITY-OF-CLINTONVILLE-WARD-6-7-WAUPACA","CITY OF CLINTONVILLE WAUPACA","WAUPACA","CITY OF CLINTONVILLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","CITY-OF-COLBY-WARD-1-MARATHON","CITY OF COLBY MARATHON","MARATHON","CITY OF COLBY",262,3,1,33,33,33,0,0,0,5,0,0,0,0,0,0,0,0,0,14,12,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
"173","CITY-OF-COLBY-WARD-2-4-CLARK","CITY OF COLBY CLARK","CLARK","CITY OF COLBY",583,0,1,75,75,75,0,0,0,8,0,0,0,0,0,0,0,0,0,13,5,1,0,12,12,0,0,0,0,0,1,1,0,0,0,0,0
"174","CITY-OF-COLUMBUS-WARD-1-10-COLUMBIA","CITY OF COLUMBUS COLUMBIA","COLUMBIA","CITY OF COLUMBUS",3094,8,24,485,485,0,485,0,0,10,0,0,0,0,3,0,0,0,0,73,15,6,0,67,61,6,0,0,0,0,1,1,0,0,0,0,1
"175","CITY-OF-COLUMBUS-WARD-9-DODGE","CITY OF COLUMBUS DODGE","DODGE","CITY OF COLUMBUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","CITY-OF-CORNELL-WARD-1-4-CHIPPEWA","CITY OF CORNELL CHIPPEWA","CHIPPEWA","CITY OF CORNELL",733,0,10,87,87,0,38,49,0,7,0,0,0,1,3,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"177","CITY-OF-CRANDON-WARD-1-4-FOREST","CITY OF CRANDON FOREST","FOREST","CITY OF CRANDON",1002,0,3,96,96,70,0,26,0,3,0,0,0,2,1,0,0,0,0,28,5,2,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
"178","CITY-OF-CUBA-CITY-WARD-1-4-GRANT","CITY OF CUBA CITY GRANT","GRANT","CITY OF CUBA CITY",1007,3,1010,74,74,0,39,35,0,6,0,0,0,0,2,0,0,0,0,11,0,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"179","CITY-OF-CUBA-CITY-WARD-5-LAFAYETTE","CITY OF CUBA CITY LAFAYETTE","LAFAYETTE","CITY OF CUBA CITY",138,1,0,9,9,0,2,7,0,6,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"180","CITY-OF-CUDAHY-WARD-1-3-MILWAUKEE","CITY OF CUDAHY MILWAUKEE","MILWAUKEE","CITY OF CUDAHY",2217,4,30,468,468,0,468,0,0,5,0,0,0,1,3,0,0,0,0,88,8,4,4,70,71,0,0,0,0,0,0,0,0,0,0,0,0
"181","CITY-OF-CUDAHY-WARD-10-MILWAUKEE","CITY OF CUDAHY MILWAUKEE","MILWAUKEE","CITY OF CUDAHY",826,0,6,183,183,0,183,0,0,5,0,0,0,1,2,0,0,0,0,22,3,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
"182","CITY-OF-CUDAHY-WARD-11-12-MILWAUKEE","CITY OF CUDAHY MILWAUKEE","MILWAUKEE","CITY OF CUDAHY",1287,1,8,242,242,0,242,0,0,6,0,0,0,1,1,0,0,0,0,48,5,5,4,41,42,0,0,0,0,0,0,0,0,0,0,0,0
"183","CITY-OF-CUDAHY-WARD-13-14-MILWAUKEE","CITY OF CUDAHY MILWAUKEE","MILWAUKEE","CITY OF CUDAHY",1462,0,12,316,316,0,123,0,0,5,0,0,0,0,2,0,0,0,0,67,6,8,4,55,55,0,0,0,0,0,0,0,0,0,0,0,0
"184","CITY-OF-CUDAHY-WARD-15-MILWAUKEE","CITY OF CUDAHY MILWAUKEE","MILWAUKEE","CITY OF CUDAHY",969,0,5,234,234,0,234,0,0,5,0,0,0,1,1,0,0,0,0,24,0,2,1,21,22,0,0,0,0,0,1,1,0,0,0,0,0
"185","CITY-OF-CUDAHY-WARD-4-6-MILWAUKEE","CITY OF CUDAHY MILWAUKEE","MILWAUKEE","CITY OF CUDAHY",1918,3,16,376,376,0,375,0,1,5,0,0,0,1,1,0,0,0,0,55,0,5,2,47,47,1,0,0,0,0,0,0,0,0,0,0,0
"186","CITY-OF-CUDAHY-WARD-7-9-MILWAUKEE","CITY OF CUDAHY MILWAUKEE","MILWAUKEE","CITY OF CUDAHY",1725,3,6,290,290,0,290,0,0,5,0,0,0,1,1,0,0,0,0,48,4,0,3,40,42,1,0,0,0,0,0,0,0,0,0,0,0
