"","X","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","obama","romney","undecided","other","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","other.nonas","decided.total","romney.defs","obama.defs","other.defs"
"77",77,"--","DailyKos/SEIU/PPP (D)","2012-10-12","2012-10-14","2012-10-16T11:29:33Z",1600,"Likely Voters","Automated Phone",46,50,4,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-15824","http://www.dailykos.com/weeklypolling/2012/10/12","Sponsor","Dem",NA,1,0,96,52.0833333333333,47.9166666666667,NA
"78",78,"--","ARG","2012-10-11","2012-10-14","2012-10-15T10:55:35Z",1200,"Likely Voters","Live Phone",47,48,4,1,"http://elections.huffingtonpost.com/pollster/polls/arg-15782","http://americanresearchgroup.com/pres2012/NA12-5.html","Nonpartisan","None",NA,1,1,96,50,48.9583333333333,1.04166666666667
"79",79,"--","Gallup","2012-10-08","2012-10-14","2012-10-15T13:01:18Z",2700,"Likely Voters","Live Phone",47,49,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-15796","http://www.gallup.com/poll/157817/election-2012-likely-voters-trial-heat-obama-romney.aspx","Nonpartisan","None",NA,1,0,96,51.0416666666667,48.9583333333333,NA
"80",80,"--","JZ Analytics/Newsmax","2012-10-12","2012-10-13","2012-10-14T22:53:08Z",863,"Likely Voters","Internet",47,44,9,NA,"http://elections.huffingtonpost.com/pollster/polls/jz-analytics-newsmax-15776","http://www.forbes.com/sites/johnzogby/2012/10/14/brand-new-nationwide-poll-obama-47-romney-44/","Sponsor","Rep",NA,1,0,91,48.3516483516484,51.6483516483517,NA
"81",81,"--","ABC/Post","2012-10-10","2012-10-13","2012-10-15T00:34:14Z",923,"Likely Voters","Live Phone",49,46,2,2,"http://elections.huffingtonpost.com/pollster/polls/abc-post-15778","http://www.langerresearch.com/uploads/1142a12012ElectionUpdate.pdf","Nonpartisan","None",NA,1,2,97,47.4226804123711,50.5154639175258,2.06185567010309
"82",82,"--","Rasmussen","2012-10-10","2012-10-12","2012-10-13T13:42:21Z",1500,"Likely Voters","Automated Phone",48,49,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-15761","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,97,50.5154639175258,49.4845360824742,NA
"83",83,"--","Politico/GWU/Battleground","2012-10-07","2012-10-11","2012-10-15T10:21:23Z",1000,"Likely Voters","Live Phone",49,48,3,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-15781","http://www.politico.com/news/stories/1012/82389.html","Nonpartisan","None",NA,1,0,97,49.4845360824742,50.5154639175258,NA
"84",84,"--","Monmouth","2012-10-08","2012-10-10","2012-10-11T12:49:24Z",1360,"Likely Voters","IVR/Live Phone",46,47,5,2,"http://elections.huffingtonpost.com/pollster/polls/monmouth-15702","http://www.monmouth.edu/assets/0/84/159/2147483694/f84548f8-7dcc-4d33-9b5c-56d2e18df7f5.pdf","Nonpartisan","None",NA,1,2,95,49.4736842105263,48.4210526315789,2.10526315789474
"85",85,"--","Ipsos/Reuters (Web)","2012-10-06","2012-10-10","2012-10-10T15:54:27Z",1027,"Likely Voters","Internet",44,45,7,3,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-web-15669","http://www.reuters.com/article/2012/10/10/us-usa-campaign-poll-idUSBRE8991FR20121010","Nonpartisan","None",NA,1,3,92,48.9130434782609,47.8260869565217,3.26086956521739
"86",86,"--","UPI/CVOTER","2012-10-04","2012-10-10","2012-10-11T10:19:58Z",1110,"Likely Voters","Live Phone",46,49,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-15686","http://big.assets.huffingtonpost.com/UPICvoter1012.pdf","Nonpartisan","None",NA,1,0,95,51.5789473684211,48.4210526315789,NA
"87",87,"--","FOX","2012-10-07","2012-10-09","2012-10-10T18:01:05Z",1092,"Likely Voters","Live Phone",45,46,7,2,"http://elections.huffingtonpost.com/pollster/polls/fox-15675","http://www.foxnews.com/politics/interactive/2012/10/10/fox-news-poll-race-shifts-toward-romney-after-debate/","Nonpartisan","None",NA,1,2,93,49.4623655913978,48.3870967741936,2.1505376344086
"88",88,"--","Rasmussen","2012-10-07","2012-10-09","2012-10-10T09:55:44Z",1500,"Likely Voters","Automated Phone",47,48,4,1,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-15643","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,1,96,50,48.9583333333333,1.04166666666667
"89",89,"--","IBD/TIPP","2012-10-04","2012-10-09","2012-10-10T14:21:59Z",757,"Likely Voters","Live Phone",44,49,7,NA,"http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-15663","http://www.tipponline.com/home/tracking-poll/todays-daily-tracking-poll","Nonpartisan","None",NA,1,0,93,52.6881720430108,47.3118279569892,NA
"90",90,"--","YouGov/Economist","2012-10-06","2012-10-08","2012-10-10T10:55:41Z",763,"Likely Voters","Internet",49,46,2,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-15646","http://cdn.yougov.com/cumulus_uploads/document/oskexcz53d/econToplines.pdf","Nonpartisan","None",NA,1,0,95,48.4210526315789,51.5789473684211,NA
"91",91,"--","ARG","2012-10-05","2012-10-08","2012-10-09T11:49:33Z",1200,"Likely Voters","Live Phone",47,48,4,1,"http://elections.huffingtonpost.com/pollster/polls/arg-15626","http://americanresearchgroup.com/pres2012/NA12.html","Nonpartisan","None",NA,1,1,96,50,48.9583333333333,1.04166666666667
"92",92,"--","Washington Times/JZ Analytics","2012-10-05","2012-10-07","2012-10-09T11:46:56Z",800,"Likely Voters","Live Phone",45,45,10,NA,"http://elections.huffingtonpost.com/pollster/polls/washington-times-jz-analytics-15625","http://www.jzanalytics.com/DATA/10_08_12_TWT_ZOGBY_LV_POLL","Nonpartisan","None",NA,1,0,90,50,50,NA
"93",93,"--","DailyKos/SEIU/PPP (D)","2012-10-04","2012-10-07","2012-10-09T10:17:02Z",1300,"Likely Voters","Automated Phone",47,49,4,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-15619","http://www.dailykos.com/weeklypolling/2012/10/4","Sponsor","Dem",NA,1,0,96,51.0416666666667,48.9583333333333,NA
"94",94,"--","Pew","2012-10-04","2012-10-07","2012-10-08T16:03:13Z",1112,"Likely Voters","Live Phone",45,49,6,NA,"http://elections.huffingtonpost.com/pollster/polls/pew-15602","http://www.people-press.org/2012/10/08/romneys-strong-debate-performance-erases-obamas-lead/","Nonpartisan","None",NA,1,0,94,52.1276595744681,47.8723404255319,NA
"95",95,"--","Gallup","2012-10-01","2012-10-07","2012-10-08T12:40:22Z",3050,"Registered Voters","Live Phone",50,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-15596","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,95,47.3684210526316,52.6315789473684,NA
"96",96,"--","Rasmussen","2012-10-04","2012-10-06","2012-10-07T09:31:18Z",1500,"Likely Voters","Automated Phone",47,49,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-15571","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,96,51.0416666666667,48.9583333333333,NA
"97",97,"--","Ipsos/Reuters (Web)","2012-10-01","2012-10-05","2012-10-05T16:32:10Z",1434,"Likely Voters","Internet",46,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-web-15558","http://www.reuters.com/article/2012/10/05/us-usa-campaign-poll-idUSBRE8931E420121005","Nonpartisan","None",NA,1,0,90,48.8888888888889,51.1111111111111,NA
"98",98,"--","Clarus","2012-10-04","2012-10-04","2012-10-06T08:47:11Z",590,"Likely Voters","Live Phone",46,47,7,NA,"http://elections.huffingtonpost.com/pollster/polls/clarus-15562","http://clarusrg.com/content/october-5-2012","Nonpartisan","None",NA,1,0,93,50.5376344086022,49.4623655913978,NA
"99",99,"--","Politico/GWU/Battleground","2012-10-01","2012-10-04","2012-10-08T10:57:02Z",1000,"Likely Voters","Live Phone",49,48,3,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-15584","http://www.politico.com/news/stories/1012/82122.html","Nonpartisan","None",NA,1,0,97,49.4845360824742,50.5154639175258,NA
"100",100,"--","Rasmussen","2012-10-01","2012-10-03","2012-10-04T09:24:59Z",1500,"Likely Voters","Automated Phone",49,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-15511","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,96,48.9583333333333,51.0416666666667,NA
"101",101,"--","Clarus","2012-10-02","2012-10-02","2012-10-06T08:46:17Z",590,"Likely Voters","Live Phone",49,45,6,NA,"http://elections.huffingtonpost.com/pollster/polls/clarus-15561","http://clarusrg.com/content/october-5-2012","Nonpartisan","None",NA,1,0,94,47.8723404255319,52.1276595744681,NA
"102",102,"--","McLaughlin (R-American Conservative Union)","2012-09-30","2012-10-02","2012-10-05T11:06:48Z",1000,"Likely Voters","Live Phone",49,45,6,NA,"http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-american-conservative-union-15543","http://mclaughlinonline.com/lib/sitefiles/National_ACU_10-3-12_Presentation_ACU.pdf","Sponsor","Rep",NA,1,0,94,47.8723404255319,52.1276595744681,NA
"103",103,"--","YouGov/Economist","2012-09-29","2012-10-01","2012-10-04T09:38:02Z",785,"Likely Voters","Internet",49,44,2,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-15515","http://cdn.yougov.com/cumulus_uploads/document/j7g41wxzsz/econToplines.pdf","Nonpartisan","None",NA,1,0,93,47.3118279569892,52.6881720430108,NA
"104",104,"--","CNN","2012-09-28","2012-09-30","2012-10-01T15:43:53Z",783,"Likely Voters","Live Phone",50,47,4,NA,"http://elections.huffingtonpost.com/pollster/polls/cnn-15442","http://i2.cdn.turner.com/cnn/2012/images/10/01/rel11a.pdf","Nonpartisan","None",NA,1,0,97,48.4536082474227,51.5463917525773,NA
"105",105,"--","Rasmussen","2012-09-28","2012-09-30","2012-10-01T09:55:58Z",1500,"Likely Voters","Automated Phone",48,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-15423","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,93,48.3870967741936,51.6129032258064,NA
"106",106,"--","United Technologies/National Journal","2012-09-27","2012-09-30","2012-10-03T07:05:17Z",789,"Likely Voters","Live Phone",47,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/united-technologies-national-journal-15484","http://www.nationaljournal.com/daily/obama-romney-tied-among-likely-voters-20121002","Nonpartisan","None",NA,1,0,94,50,50,NA
"107",107,"--","DailyKos/SEIU/PPP (D)","2012-09-27","2012-09-30","2012-10-02T13:58:49Z",1100,"Likely Voters","Automated Phone",49,45,6,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-15473","http://elections.dailykos.com/weeklypolling/2012/9/27","Sponsor","Dem",NA,1,0,94,47.8723404255319,52.1276595744681,NA
"108",108,"--","ARG","2012-09-27","2012-09-30","2012-10-01T11:55:50Z",1200,"Likely Voters","Live Phone",49,46,5,NA,"http://elections.huffingtonpost.com/pollster/polls/arg-15432","http://americanresearchgroup.com/","Nonpartisan","None",NA,1,0,95,48.4210526315789,51.5789473684211,NA
"109",109,"--","NPR","2012-09-26","2012-09-30","2012-10-03T11:26:31Z",800,"Likely Voters","Live Phone",51,44,3,2,"http://elections.huffingtonpost.com/pollster/polls/npr-15489","http://media.npr.org/documents/2012/oct/nprpoll.pdf","Pollster","Dem",NA,1,2,97,45.360824742268,52.5773195876289,2.06185567010309
"110",110,"--","NBC/WSJ","2012-09-26","2012-09-30","2012-10-02T21:12:44Z",832,"Likely Voters","Live Phone",49,46,3,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-15480","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/NBCNews-WSJPoll_9-12.pdf","Nonpartisan","None",NA,1,2,97,47.4226804123711,50.5154639175258,2.06185567010309
"111",111,"--","Quinnipiac","2012-09-25","2012-09-30","2012-10-02T06:11:10Z",1912,"Likely Voters","Live Phone",49,45,4,3,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-15449","http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1801","Nonpartisan","None",NA,1,3,97,46.3917525773196,50.5154639175258,3.09278350515464
"112",112,"--","Gallup","2012-09-24","2012-09-30","2012-10-01T12:53:04Z",3050,"Registered Voters","Live Phone",49,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-15438","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,94,47.8723404255319,52.1276595744681,NA
"113",113,"--","Washington Times/JZ Analytics","2012-09-27","2012-09-29","2012-10-02T06:30:23Z",800,"Likely Voters","Live Phone",50,41,9,NA,"http://elections.huffingtonpost.com/pollster/polls/washington-times-jz-analytics-15450","http://www.jzanalytics.com/","Nonpartisan","None",NA,1,0,91,45.0549450549451,54.9450549450549,NA
"114",114,"--","ABC/Post","2012-09-26","2012-09-29","2012-10-01T06:33:58Z",813,"Likely Voters","Live Phone",49,47,3,NA,"http://elections.huffingtonpost.com/pollster/polls/abc-post-15419","http://www.langerresearch.com/uploads/1141a1IntotheDebates.pdf","Nonpartisan","None",NA,1,0,96,48.9583333333333,51.0416666666667,NA
"115",115,"--","UPI/CVOTER","2012-09-23","2012-09-29","2012-10-01T12:42:59Z",855,"Likely Voters","Live Phone",49,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-15437","http://www.scribd.com/doc/108575814/UPI-CVoter-Tracking-Poll-10-1","Nonpartisan","None",NA,1,0,95,48.4210526315789,51.5789473684211,NA
"116",116,"--","Ipsos/Reuters (Web)","2012-09-24","2012-09-28","2012-09-28T17:55:34Z",855,"Likely Voters","Internet",47,42,8,3,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-web-15403","http://ipsos-na.com/download/pr.aspx?id=12032","Nonpartisan","None",NA,1,3,92,45.6521739130435,51.0869565217391,3.26086956521739
"117",117,"--","Rasmussen","2012-09-25","2012-09-27","2012-09-28T09:53:29Z",1500,"Likely Voters","Automated Phone",47,46,4,3,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-15373","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,3,96,47.9166666666667,48.9583333333333,3.125
"118",118,"--","Merriman","2012-09-24","2012-09-27","2012-10-02T11:50:43Z",981,"Registered Voters","Automated Phone",46,43,8,3,"http://elections.huffingtonpost.com/pollster/polls/merriman-15467","http://www.merrimanriver.com/files/MRG%202012%20Presidential%20Poll.pdf","Nonpartisan","None",NA,1,3,92,46.7391304347826,50,3.26086956521739
"119",119,"--","Politico/GWU/Battleground","2012-09-24","2012-09-27","2012-10-01T06:38:39Z",1000,"Likely Voters","Live Phone",49,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-15420","http://www.politico.com/news/stories/0912/81830.html?hp=l1","Nonpartisan","None",NA,1,0,96,48.9583333333333,51.0416666666667,NA
"120",120,"--","FOX","2012-09-24","2012-09-26","2012-09-27T22:29:50Z",1092,"Likely Voters","Live Phone",48,43,7,1,"http://elections.huffingtonpost.com/pollster/polls/fox-15368","http://www.foxnews.com/politics/interactive/2012/09/27/fox-news-poll-voters-want-change-president-to-stand-up-for-free-speech/","Nonpartisan","None",NA,1,1,92,46.7391304347826,52.1739130434783,1.08695652173913
"121",121,"--","YouGov/Economist","2012-09-22","2012-09-24","2012-09-26T11:59:24Z",943,"Registered Voters","Internet",48,43,3,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-15321","http://cdn.yougov.com/cumulus_uploads/document/dqvatpi3fj/econToplines.pdf","Nonpartisan","None",NA,1,0,91,47.2527472527472,52.7472527472528,NA
"122",122,"--","Rasmussen","2012-09-22","2012-09-24","2012-09-25T09:40:34Z",1500,"Likely Voters","Automated Phone",47,46,4,3,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-15284","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,3,96,47.9166666666667,48.9583333333333,3.125
"123",123,"--","Bloomberg","2012-09-21","2012-09-24","2012-09-26T06:42:19Z",789,"Likely Voters","Live Phone",49,43,7,1,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-15316","http://media.bloomberg.com/bb/avfile/rhMzOK9Gexhs","Nonpartisan","None",NA,1,1,93,46.2365591397849,52.6881720430108,1.0752688172043
"124",124,"--","DailyKos/SEIU/PPP (D)","2012-09-20","2012-09-23","2012-09-25T10:17:39Z",1200,"Likely Voters","Automated Phone",50,45,5,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-15291","http://elections.dailykos.com/weeklypolling/2012/9/20","Sponsor","Dem",NA,1,0,95,47.3684210526316,52.6315789473684,NA
"125",125,"--","Gallup","2012-09-17","2012-09-23","2012-09-24T13:03:17Z",3050,"Registered Voters","Live Phone",48,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-15270","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,94,48.936170212766,51.063829787234,NA
"126",126,"--","JZ Analytics","2012-09-21","2012-09-22","2012-09-24T07:56:53Z",860,"Likely Voters","Internet",49,41,10,NA,"http://elections.huffingtonpost.com/pollster/polls/jz-analytics-15255","http://www.jzanalytics.com/DATA/Crosstabs_Voters_2way_and_5way_horserace_092112","Nonpartisan","None",NA,1,0,90,45.5555555555556,54.4444444444444,NA
"127",127,"--","UPI/CVOTER","2012-09-16","2012-09-22","2012-09-24T17:09:35Z",761,"Likely Voters","Live Phone",49,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-15281","http://www.upi.com/Top_News/US/2012/09/24/UPI-Poll-Obama-Romney-statistically-tied/UPI-94371348497872/","Nonpartisan","None",NA,1,0,95,48.4210526315789,51.5789473684211,NA
"128",128,"--","Rasmussen","2012-09-19","2012-09-21","2012-09-22T09:58:59Z",1500,"Likely Voters","Automated Phone",46,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-15236","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,50,50,NA
"129",129,"--","Ipsos/Reuters (Web)","2012-09-17","2012-09-21","2012-09-22T10:01:43Z",1616,"Likely Voters","Internet",48,42,7,3,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-web-15238","http://big.assets.huffingtonpost.com/Ipsos092112.pdf","Nonpartisan","None",NA,1,3,93,45.1612903225806,51.6129032258064,3.2258064516129
"130",130,"--","Angus-Reid","2012-09-19","2012-09-20","2012-09-23T10:45:51Z",805,"Registered Voters","Internet",48,46,NA,6,"http://elections.huffingtonpost.com/pollster/polls/angus-reid-15248","http://www.angus-reid.com/wp-content/uploads/2012/09/2012.09.21_Presidential_USA.pdf","Nonpartisan","None",NA,1,6,100,46,48,6
"131",131,"--","ARG","2012-09-17","2012-09-20","2012-09-21T11:55:32Z",761,"Likely Voters","Live Phone",49,47,4,NA,"http://elections.huffingtonpost.com/pollster/polls/arg-15206","http://americanresearchgroup.com/","Nonpartisan","None",NA,1,0,96,48.9583333333333,51.0416666666667,NA
"132",132,"--","Politico/GWU/Battleground","2012-09-16","2012-09-20","2012-09-24T10:20:13Z",1000,"Likely Voters","Live Phone",50,47,3,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-15259","http://images.politico.com/global/2012/09/battlegroundpoll.html","Nonpartisan","None",NA,1,0,97,48.4536082474227,51.5463917525773,NA
