"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_identification","provisional_no_dl","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"101","CITY OF MARION SHAWANO","SHAWANO","CITY OF MARION",5,0,1,5,5,1,0,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","CITY OF MARION WAUPACA","WAUPACA","CITY OF MARION",587,18,100,545,545,0,104,441,5,0,0,0,0,1,0,0,0,0,74,56,1,0,73,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","CITY OF MARKESAN GREEN LAKE","GREEN LAKE","CITY OF MARKESAN",840,4,66,693,693,0,424,269,14,0,2,0,3,1,0,0,0,0,103,54,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","CITY OF MARSHFIELD MARATHON","MARATHON","CITY OF MARSHFIELD",464,14,57,416,416,0,416,0,6,0,0,0,0,4,0,0,0,0,99,69,0,3,96,95,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"105","CITY OF MARSHFIELD WOOD","WOOD","CITY OF MARSHFIELD",10277,219,1211,9113,9113,1,9112,0,59,0,0,5,8,24,2,0,1,1,1996,1403,17,9,1968,1966,2,2,0,0,0,0,8,4,0,4,4,0,0,11,3,0,8,8,0,0
"106","CITY OF MAUSTON JUNEAU","JUNEAU","CITY OF MAUSTON",1993,58,242,1611,1614,0,1142,469,18,0,0,0,3,4,0,0,0,0,523,434,0,0,517,517,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,1,1,0,0
"107","CITY OF MAYVILLE DODGE","DODGE","CITY OF MAYVILLE",3060,72,2240,2610,2609,2610,0,0,16,0,0,0,1,7,0,0,0,0,626,503,4,4,629,629,5,1,0,0,0,0,5,0,0,0,5,0,0,2,1,0,1,1,0,1
"108","CITY OF MEDFORD TAYLOR","TAYLOR","CITY OF MEDFORD",2275,57,280,2011,2011,0,1683,328,11,0,0,0,3,4,0,0,0,0,492,348,6,0,484,483,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"109","CITY OF MELLEN ASHLAND","ASHLAND","CITY OF MELLEN",363,0,36,302,302,302,0,0,6,0,0,1,3,0,0,0,0,0,30,7,3,0,27,23,4,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"110","CITY OF MENASHA CALUMET","CALUMET","CITY OF MENASHA",1733,23,155,1538,1539,0,1538,0,15,0,0,0,2,9,0,0,0,0,446,375,0,0,446,445,1,0,0,0,0,0,3,0,0,3,3,0,0,6,1,0,5,5,0,0
"111","CITY OF MENASHA WINNEBAGO","WINNEBAGO","CITY OF MENASHA",8323,118,893,6911,6911,0,6911,0,58,0,0,0,5,37,1,0,0,1,2311,1954,15,7,2287,2282,5,1,1,1,0,0,12,2,2,8,9,0,1,13,3,5,9,9,0,1
"112","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",9860,292,2464,7664,7659,2,5813,1849,100,2,7,3,14,33,5,0,0,5,1557,1213,24,9,1506,1496,10,0,0,0,0,0,18,10,0,6,6,0,0,20,2,1,14,14,0,0
"113","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",18735,0,1008,15827,15829,0,15827,0,113,0,0,0,13,28,0,0,0,0,8323,6765,148,18,7542,8037,495,0,0,0,0,0,23,5,0,18,18,0,0,33,3,0,30,30,0,0
"114","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",4833,92,515,4095,4095,0,4095,0,56,0,0,0,2,31,0,1,0,1,713,431,27,0,685,684,1,1,0,0,0,0,5,2,0,3,3,0,0,5,1,0,4,4,0,0
"115","CITY OF MIDDLETON DANE","DANE","CITY OF MIDDLETON",14412,544,1083,12042,12042,0,12041,0,152,13,3,4,21,61,7,0,2,5,6467,5543,55,5,6412,6411,1,9,0,0,0,0,23,3,0,20,20,0,1,40,3,0,37,37,0,2
"116","CITY OF MILTON ROCK","ROCK","CITY OF MILTON",3402,94,347,2966,2966,0,2966,0,28,0,1,4,2,12,0,0,0,0,923,773,0,2,909,909,0,1,0,0,0,0,9,0,0,7,7,0,0,0,0,0,0,0,0,0
"117","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",338555,213,44376,247090,247090,0,247012,0,2653,38,216,553,720,741,120,14,16,112,64044,52254,1272,208,61840,61627,42,101,0,0,0,0,292,98,2,162,157,1,15,392,82,0,293,283,0,30
"118","CITY OF MINERAL POINT IOWA","IOWA","CITY OF MINERAL POINT",1654,39,117,1379,1379,444,0,935,36,4,0,0,2,18,0,0,0,0,433,356,0,0,433,433,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0
"119","CITY OF MONDOVI BUFFALO","BUFFALO","CITY OF MONDOVI",1471,27,148,1174,1174,0,834,340,18,0,0,0,3,5,1,0,0,0,232,166,1,1,229,229,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"120","CITY OF MONONA DANE","DANE","CITY OF MONONA",6113,136,453,5529,5529,0,5528,0,77,0,0,1,14,34,3,0,1,2,1985,1638,10,4,1976,1976,0,3,0,0,0,0,5,0,0,5,5,0,0,13,2,0,11,11,0,2
"121","CITY OF MONROE GREEN","GREEN","CITY OF MONROE",5746,174,547,5025,5039,0,5025,0,37,2,4,0,2,15,0,0,0,0,1527,1206,14,3,1509,1506,3,1,0,0,0,0,7,0,0,7,7,0,0,3,0,0,3,3,0,0
"122","CITY OF MONTELLO MARQUETTE","MARQUETTE","CITY OF MONTELLO",844,11,71,678,678,155,0,523,5,0,0,1,0,2,0,0,0,0,142,99,2,0,140,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
"123","CITY OF MONTREAL IRON","IRON","CITY OF MONTREAL",534,2,32,431,431,182,0,249,5,0,0,0,2,3,0,0,0,0,44,23,2,0,42,42,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
"124","CITY OF MOSINEE MARATHON","MARATHON","CITY OF MOSINEE",2645,79,278,2275,2275,2275,0,0,18,0,0,0,0,0,0,0,0,0,469,328,12,0,457,454,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","CITY OF MUSKEGO WAUKESHA","WAUKESHA","CITY OF MUSKEGO",17160,351,1037,15452,15455,0,15433,0,128,0,0,1,21,52,0,0,0,0,6527,5304,79,8,6430,6426,4,11,0,0,0,0,26,5,0,19,18,1,2,16,2,0,11,13,0,1
"126","CITY OF NEENAH WINNEBAGO","WINNEBAGO","CITY OF NEENAH",15601,554,1524,13549,13549,0,13549,0,112,0,0,2,22,48,0,0,0,0,6064,5398,81,0,5985,5985,1,0,0,0,0,0,28,6,0,16,23,0,0,40,6,0,34,34,0,0
"127","CITY OF NEILLSVILLE CLARK","CLARK","CITY OF NEILLSVILLE",1316,15,148,1073,1073,0,1073,0,15,0,0,0,1,4,0,0,0,0,120,48,2,0,118,117,1,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,1,1,0,0
"128","CITY OF NEKOOSA WOOD","WOOD","CITY OF NEKOOSA",1305,0,152,1107,1107,0,1107,0,8,0,0,0,2,3,0,0,0,0,151,99,1,1,148,145,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"129","CITY OF NEW BERLIN WAUKESHA","WAUKESHA","CITY OF NEW BERLIN",28235,656,1966,25217,25221,0,25217,0,785,33,0,36,138,256,4,1,0,4,9629,7647,129,67,9362,9308,14,16,0,0,0,0,34,9,0,23,22,1,0,32,10,0,22,22,0,1
"130","CITY OF NEW HOLSTEIN CALUMET","CALUMET","CITY OF NEW HOLSTEIN",1916,24,153,1652,1652,0,1421,231,10,0,0,0,2,7,0,0,0,0,333,247,0,1,324,323,1,0,0,0,0,0,2,0,0,2,2,0,0,4,0,0,1,1,0,0
"131","CITY OF NEW LISBON JUNEAU","JUNEAU","CITY OF NEW LISBON",703,17,82,612,612,131,0,481,9,0,0,0,3,3,0,0,0,0,73,25,0,1,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","CITY OF NEW LONDON OUTAGAMIE","OUTAGAMIE","CITY OF NEW LONDON",737,18,109,661,655,0,296,365,7,0,0,1,0,2,0,0,0,0,96,77,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","CITY OF NEW LONDON WAUPACA","WAUPACA","CITY OF NEW LONDON",2785,72,356,2464,2464,0,939,1526,28,0,0,0,3,13,0,0,0,0,500,338,5,0,494,494,0,1,0,0,0,0,6,2,0,4,4,0,0,1,0,0,1,1,0,0
"134","CITY OF NEW RICHMOND ST. CROIX","ST. CROIX","CITY OF NEW RICHMOND",4619,200,789,4051,4073,0,4051,0,22,0,0,0,1,13,0,0,0,0,1385,1076,15,0,1364,1364,1,0,0,0,0,0,6,1,0,5,5,0,0,2,0,0,2,2,0,0
"135","CITY OF NIAGARA MARINETTE","MARINETTE","CITY OF NIAGARA",914,100,100,715,715,86,0,629,7,0,0,0,0,2,0,0,0,0,85,85,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","CITY OF OAK CREEK MILWAUKEE","MILWAUKEE","CITY OF OAK CREEK",20906,740,2090,17917,17927,0,17927,0,86,8,0,1,39,34,6,0,0,5,6752,5677,199,0,6742,6742,0,2,0,0,0,0,26,7,0,22,22,0,0,4,0,0,4,4,0,0
"137","CITY OF OCONOMOWOC WAUKESHA","WAUKESHA","CITY OF OCONOMOWOC",10229,427,917,9816,9816,0,9816,0,44,0,0,0,8,9,0,1,0,1,4318,3175,18,19,4282,4280,2,1,0,0,0,0,14,0,0,14,13,1,0,24,1,0,23,23,0,0
"138","CITY OF OCONTO FALLS OCONTO","OCONTO","CITY OF OCONTO FALLS",1455,21,190,1243,1243,0,684,559,16,0,0,0,0,4,1,0,0,1,184,137,0,0,184,184,0,0,0,0,0,0,2,1,0,1,1,0,0,3,1,0,2,2,0,0
"139","CITY OF OCONTO OCONTO","OCONTO","CITY OF OCONTO",2350,56,219,2042,2042,0,1375,666,19,0,0,0,2,13,1,0,0,0,420,262,4,0,416,416,0,2,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"140","CITY OF OMRO WINNEBAGO","WINNEBAGO","CITY OF OMRO",1964,62,231,1763,1763,0,1763,0,22,0,0,0,4,9,1,0,0,1,647,545,2,1,643,642,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"141","CITY OF ONALASKA LA CROSSE","LA CROSSE","CITY OF ONALASKA",11544,419,1072,10056,10056,0,10056,0,53,30,0,0,6,4,0,0,0,0,4727,3920,41,9,4648,4647,1,6,0,0,0,0,15,3,0,10,10,0,0,12,1,0,11,11,0,0
"142","CITY OF OSHKOSH WINNEBAGO","WINNEBAGO","CITY OF OSHKOSH",39757,172,5274,31777,31765,0,31777,0,493,0,13,26,64,212,3,0,1,2,8976,7057,112,22,8814,8801,8,13,0,0,0,0,43,16,0,26,23,1,0,41,3,0,33,32,0,5
"143","CITY OF OSSEO TREMPEALEAU","TREMPEALEAU","CITY OF OSSEO",992,18,158,871,871,263,0,608,11,0,0,0,1,9,0,0,0,0,112,103,2,0,110,110,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0
"144","CITY OF OWEN CLARK","CLARK","CITY OF OWEN",514,5,53,437,437,0,437,0,5,0,0,0,0,5,0,0,0,0,42,30,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","CITY OF PARK FALLS PRICE","PRICE","CITY OF PARK FALLS",1242,30,91,1074,1074,773,0,301,14,0,0,0,1,7,0,0,0,0,197,114,4,0,193,193,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"146","CITY OF PESHTIGO MARINETTE","MARINETTE","CITY OF PESHTIGO",1816,38,153,1501,1501,429,0,1072,54,0,0,0,6,21,0,0,0,0,428,334,2,0,426,425,1,1,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,0,0,0
"147","CITY OF PEWAUKEE WAUKESHA","WAUKESHA","CITY OF PEWAUKEE",10614,359,740,9483,9483,0,5232,0,89,20,0,0,9,20,0,0,0,0,3967,3341,48,14,3905,3895,3,9,0,0,0,0,11,5,0,6,6,0,0,9,2,0,4,4,0,3
"148","CITY OF PHILLIPS PRICE","PRICE","CITY OF PHILLIPS",799,13,72,644,644,399,0,305,5,0,1,0,1,2,0,0,0,0,120,66,2,0,118,118,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"149","CITY OF PITTSVILLE WOOD","WOOD","CITY OF PITTSVILLE",510,7,60,429,429,0,429,0,6,0,0,0,1,5,0,0,0,0,39,23,0,0,39,0,39,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"150","CITY OF PLATTEVILLE GRANT","GRANT","CITY OF PLATTEVILLE",7424,220,2144,6163,6163,2,6129,32,50,0,0,1,4,26,2,0,2,0,1232,923,17,3,1195,1195,0,0,0,0,0,0,9,6,0,3,3,0,0,14,3,0,9,9,0,0
"151","CITY OF PLYMOUTH SHEBOYGAN","SHEBOYGAN","CITY OF PLYMOUTH",5014,153,689,4427,4427,0,4415,12,24,0,0,0,8,8,0,0,0,0,1272,1056,18,4,1264,1265,0,2,0,0,0,0,3,0,0,3,3,0,0,3,0,0,3,3,0,0
"152","CITY OF PORT WASHINGTON OZAUKEE","OZAUKEE","CITY OF PORT WASHINGTON",7743,233,646,6630,6580,0,6580,0,153,0,2,0,32,72,0,0,0,0,2739,2346,39,8,2707,2706,1,8,0,0,0,0,7,1,0,5,5,0,0,7,1,0,6,6,0,1
"153","CITY OF PORTAGE COLUMBIA","COLUMBIA","CITY OF PORTAGE",4923,169,541,4085,4085,0,4085,0,21,0,0,0,6,7,3,0,0,3,1600,1313,8,8,1583,1580,3,1,0,0,0,0,6,1,0,5,5,0,0,6,0,0,6,6,0,0
"154","CITY OF PRAIRIE DU CHIEN CRAWFORD","CRAWFORD","CITY OF PRAIRIE DU CHIEN",2905,47,276,2420,2419,648,0,1772,42,0,0,0,0,11,0,0,0,0,516,390,4,2,510,406,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"155","CITY OF PRESCOTT PIERCE","PIERCE","CITY OF PRESCOTT",1911,0,272,2188,2188,1382,0,306,15,0,0,0,3,9,0,1,0,1,302,220,0,0,306,306,0,0,0,0,0,0,3,0,0,3,3,0,0,1,0,0,1,1,0,0
"156","CITY OF PRINCETON GREEN LAKE","GREEN LAKE","CITY OF PRINCETON",729,11,83,608,608,0,22,387,7,0,0,0,2,3,0,0,0,0,48,25,1,0,47,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","CITY OF RACINE RACINE","RACINE","CITY OF RACINE",45893,0,4750,30843,30843,8,30763,72,202,0,3,5,58,69,10,13,8,15,9081,7266,191,0,8887,8887,0,0,2,2,0,0,38,11,0,27,27,0,0,46,8,9,38,29,0,0
"158","CITY OF REEDSBURG SAUK","SAUK","CITY OF REEDSBURG",4876,160,572,4154,4155,0,4154,0,37,0,2,0,1,10,0,1,0,0,1305,1079,15,1,1064,1064,0,0,0,0,0,0,7,5,0,2,2,0,0,2,0,0,2,2,0,0
"159","CITY OF RHINELANDER ONEIDA","ONEIDA","CITY OF RHINELANDER",4213,88,802,3391,3391,0,3391,0,23,0,0,0,1,16,0,1,0,2,562,282,24,5,524,523,1,0,0,0,0,0,10,2,0,4,4,0,1,1,0,0,1,1,0,0
"160","CITY OF RICE LAKE BARRON","BARRON","CITY OF RICE LAKE",4657,136,594,3956,3958,0,1961,1995,54,2,1,0,16,27,2,0,1,1,1056,782,20,0,1038,1037,1,2,1,1,0,0,7,3,0,4,4,0,1,1,0,0,1,1,0,0
"161","CITY OF RICHLAND CENTER RICHLAND","RICHLAND","CITY OF RICHLAND CENTER",2796,55,270,2221,2224,1157,0,1064,96,0,0,0,12,48,0,0,0,1,386,241,6,0,381,378,3,0,0,0,0,0,4,0,0,3,3,0,0,5,2,0,3,3,0,0
"162","CITY OF RIPON FOND DU LAC","FOND DU LAC","CITY OF RIPON",4476,115,527,3685,3687,0,3685,0,25,0,0,0,7,8,3,0,0,2,1025,791,1,3,1019,1015,3,1,0,0,0,0,7,1,0,6,6,0,0,22,2,0,20,16,4,0
"163","CITY OF RIVER FALLS PIERCE","PIERCE","CITY OF RIVER FALLS",6315,216,1767,5636,5636,0,3959,1675,56,0,2,2,7,24,2,0,0,2,1512,1200,35,3,1483,1483,0,1,0,0,0,0,10,5,0,5,5,0,0,13,2,0,10,10,0,1
"164","CITY OF RIVER FALLS ST. CROIX","ST. CROIX","CITY OF RIVER FALLS",2217,90,284,1942,1942,0,1459,483,20,0,0,0,3,7,0,3,0,3,768,568,21,3,743,743,0,1,0,0,0,0,4,0,0,4,4,0,0,3,1,0,2,2,0,0
"165","CITY OF SCHOFIELD MARATHON","MARATHON","CITY OF SCHOFIELD",1211,47,159,1135,1135,1135,0,0,11,0,0,1,1,2,0,0,0,0,268,232,1,0,267,267,0,0,0,0,0,0,3,1,0,2,2,0,0,1,0,0,1,1,0,0
"166","CITY OF SEYMOUR OUTAGAMIE","OUTAGAMIE","CITY OF SEYMOUR",1982,56,194,1704,1704,0,1541,163,17,0,0,0,8,9,0,0,0,0,664,564,12,0,652,652,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"167","CITY OF SHAWANO SHAWANO","SHAWANO","CITY OF SHAWANO",4562,117,423,3780,3773,8,2288,1484,30,0,0,3,0,12,0,0,0,0,997,765,8,2,987,986,1,0,0,0,0,0,8,0,0,8,8,0,0,1,0,0,1,1,0,0
"168","CITY OF SHEBOYGAN FALLS SHEBOYGAN","SHEBOYGAN","CITY OF SHEBOYGAN FALLS",5276,153,1185,4606,4600,4604,2,0,30,0,0,0,0,13,0,0,0,0,1411,1107,31,0,1374,1360,8,0,0,0,0,0,7,4,0,2,2,0,0,8,1,0,4,4,0,0
"169","CITY OF SHEBOYGAN SHEBOYGAN","SHEBOYGAN","CITY OF SHEBOYGAN",24724,588,2874,21316,21329,0,19415,1901,220,4,1,6,20,94,3,0,1,2,5309,4118,68,23,5231,5223,8,5,0,0,0,0,35,13,1,22,22,0,1,22,0,0,22,22,0,0
"170","CITY OF SHELL LAKE WASHBURN","WASHBURN","CITY OF SHELL LAKE",902,10,73,751,751,429,0,322,10,0,0,1,2,3,1,0,1,0,146,89,0,0,57,57,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"171","CITY OF SHULLSBURG LAFAYETTE","LAFAYETTE","CITY OF SHULLSBURG",655,5,58,518,518,180,0,338,10,0,0,1,0,3,1,0,0,1,57,23,1,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","CITY OF SOUTH MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF SOUTH MILWAUKEE",11946,279,1308,10377,10377,0,7792,2585,93,0,0,3,6,35,0,0,0,0,3049,2417,27,2,2962,2954,4,3,0,0,0,0,16,5,0,8,8,1,1,18,4,0,14,14,0,0
"173","CITY OF SPARTA MONROE","MONROE","CITY OF SPARTA",4815,156,508,3840,3840,1,3839,0,15,0,0,0,1,9,0,0,0,0,1239,983,13,2,1223,1223,0,0,1,1,0,0,25,5,0,20,20,1,0,7,3,0,7,7,0,0
"174","CITY OF SPOONER WASHBURN","WASHBURN","CITY OF SPOONER",1488,34,136,1138,1138,15,248,875,7,0,0,0,3,4,3,0,1,2,232,167,2,0,230,230,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,1
"175","CITY OF ST. CROIX FALLS POLK","POLK","CITY OF ST. CROIX FALLS",1371,31,201,1109,1111,309,0,800,13,0,0,0,0,2,4,0,1,3,218,149,3,2,213,213,0,0,0,0,0,0,3,0,0,3,3,0,0,1,1,0,0,0,0,0
"176","CITY OF ST. FRANCIS MILWAUKEE","MILWAUKEE","CITY OF ST. FRANCIS",5917,162,553,5094,5094,0,5094,0,37,0,0,1,12,17,0,0,0,0,1553,1207,24,6,1522,1522,0,0,0,0,0,0,7,2,0,4,4,0,1,9,2,0,7,7,0,0
"177","CITY OF STANLEY CHIPPEWA","CHIPPEWA","CITY OF STANLEY",1039,5,197,926,926,0,640,286,9,0,0,0,0,9,0,0,0,0,119,0,15,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","CITY OF STANLEY CLARK","CLARK","CITY OF STANLEY",2,0,0,2,2,0,0,2,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","CITY OF STEVENS POINT PORTAGE","PORTAGE","CITY OF STEVENS POINT",17699,654,2425,14003,14003,0,14003,0,184,0,0,9,32,78,2,1,2,0,4829,4125,33,36,4753,4752,1,7,0,0,0,0,18,5,1,12,12,0,0,16,1,0,15,15,0,0
"180","CITY OF STOUGHTON DANE","DANE","CITY OF STOUGHTON",8378,242,1788,7160,7160,0,7160,0,128,24,0,16,103,26,0,0,0,0,2417,1965,2,3,2371,2369,2,3,1,1,0,0,25,0,0,17,17,0,0,8,0,0,4,6,0,0
"181","CITY OF STURGEON BAY DOOR","DOOR","CITY OF STURGEON BAY",5652,107,468,4900,4900,0,4900,0,42,0,2,2,2,17,0,2,0,2,1400,1117,24,2,1374,1370,4,2,0,0,0,0,16,2,0,13,13,0,1,16,3,0,13,13,0,0
"182","CITY OF SUN PRAIRIE DANE","DANE","CITY OF SUN PRAIRIE",19849,1574,1924,16832,16832,0,16832,0,246,67,6,26,55,80,8,3,2,7,9074,8095,68,2,9005,9005,6,6,0,0,0,0,36,9,0,26,26,0,1,19,1,0,18,18,0,0
"183","CITY OF SUPERIOR DOUGLAS","DOUGLAS","CITY OF SUPERIOR",15296,0,2109,12476,12476,0,12476,0,127,0,4,4,35,48,13,0,3,10,3899,2915,56,29,3812,3812,0,6,0,0,0,0,15,7,0,6,8,0,0,29,3,0,25,25,0,1
"184","CITY OF THORP CLARK","CLARK","CITY OF THORP",873,31,114,751,751,0,499,252,9,0,0,0,3,1,0,0,0,0,93,59,2,0,91,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","CITY OF TOMAH MONROE","MONROE","CITY OF TOMAH",4169,145,625,3924,3924,1,3874,49,52,7,1,0,14,20,2,0,1,1,862,634,5,1,667,853,2,1,0,0,0,0,28,10,0,18,18,0,0,1,0,0,1,1,0,0
"186","CITY OF TOMAHAWK LINCOLN","LINCOLN","CITY OF TOMAHAWK",1959,39,414,1624,1624,0,1624,0,33,0,0,0,9,9,1,0,0,1,250,156,8,2,241,239,2,2,0,0,0,0,6,1,0,5,5,0,0,5,0,0,5,5,0,0
"187","CITY OF TWO RIVERS MANITOWOC","MANITOWOC","CITY OF TWO RIVERS",6342,86,488,5350,5350,0,5350,0,34,0,0,1,0,26,0,1,0,1,1891,1585,23,0,1868,1867,1,0,0,0,0,0,12,4,0,8,8,0,0,1,0,0,1,1,0,0
"188","CITY OF VERONA DANE","DANE","CITY OF VERONA",8298,329,1969,7483,7475,0,7473,0,138,0,0,3,25,56,0,0,0,0,3768,3336,16,10,3716,3713,4,4,0,0,0,0,5,1,0,4,4,0,0,25,3,0,19,19,0,1
"189","CITY OF VIROQUA VERNON","VERNON","CITY OF VIROQUA",2653,70,232,2255,2255,1,2254,0,19,0,0,0,4,8,2,0,0,2,596,458,9,2,583,583,2,0,0,0,0,0,6,2,0,4,3,1,0,4,0,0,4,4,0,0
"190","CITY OF WASHBURN BAYFIELD","BAYFIELD","CITY OF WASHBURN",1430,34,88,1220,1220,0,1220,0,12,0,0,0,3,4,1,0,1,0,315,215,5,0,310,310,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"191","CITY OF WATERLOO JEFFERSON","JEFFERSON","CITY OF WATERLOO",1880,0,179,1629,1629,1629,0,0,19,0,0,0,0,4,0,1,0,1,754,724,3,0,754,754,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"192","CITY OF WATERTOWN DODGE","DODGE","CITY OF WATERTOWN",4924,156,403,4422,4420,0,4419,1,51,0,0,0,8,17,0,0,0,0,1276,914,14,3,1251,1250,1,0,0,0,0,0,11,5,0,6,6,0,0,12,2,0,10,10,0,0
"193","CITY OF WATERTOWN JEFFERSON","JEFFERSON","CITY OF WATERTOWN",7681,242,802,6699,6699,0,6699,0,63,0,0,0,6,21,0,3,0,0,1573,1378,11,0,1555,1554,1,0,0,0,0,0,15,5,0,8,7,0,0,13,2,0,10,10,0,0
"194","CITY OF WAUKESHA WAUKESHA","WAUKESHA","CITY OF WAUKESHA",41421,1070,4745,36042,36041,0,36042,0,604,0,0,17,139,284,19,0,2,14,11375,8452,135,24,10679,10672,7,8,1,1,0,0,81,17,0,55,53,3,3,45,8,0,34,31,0,2
"195","CITY OF WAUPACA WAUPACA","WAUPACA","CITY OF WAUPACA",3208,102,373,2733,2734,0,1793,940,24,0,0,0,3,13,6,0,1,5,961,670,4,1,940,940,0,1,0,0,0,0,8,1,0,5,5,0,0,4,0,0,3,3,0,0
"196","CITY OF WAUPUN DODGE","DODGE","CITY OF WAUPUN",2721,27,320,2313,2313,0,2313,0,9,0,0,0,5,4,0,0,0,0,711,562,4,0,707,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","CITY OF WAUPUN FOND DU LAC","FOND DU LAC","CITY OF WAUPUN",2075,20,193,1837,1837,0,1837,0,18,0,0,0,10,8,0,0,0,0,579,491,1,0,578,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","CITY OF WAUSAU MARATHON","MARATHON","CITY OF WAUSAU",21143,417,2397,17930,17945,0,17930,0,885,10,12,46,193,321,3,4,1,6,6614,5136,70,53,6425,6379,32,7,0,0,0,0,18,7,0,10,11,0,2,22,6,0,13,13,0,4
"199","CITY OF WAUTOMA WAUSHARA","WAUSHARA","CITY OF WAUTOMA",909,17,157,767,765,765,0,0,7,0,0,0,2,3,0,0,0,0,116,57,0,0,115,114,1,0,0,0,0,0,3,0,0,1,1,0,2,2,1,0,1,1,0,0
"200","CITY OF WAUWATOSA MILWAUKEE","MILWAUKEE","CITY OF WAUWATOSA",32596,923,2746,28562,28571,0,28561,0,207,16,12,0,41,65,0,1,1,2,10517,8365,172,35,10190,10160,0,21,0,0,0,0,47,10,0,33,33,0,2,104,15,0,76,75,0,4
"201","CITY OF WEST ALLIS MILWAUKEE","MILWAUKEE","CITY OF WEST ALLIS",34070,611,4332,28907,28907,0,28907,0,198,1,1,14,39,61,5,2,0,7,6769,5348,69,31,6633,6155,1,4,0,0,0,0,36,10,0,24,17,7,1,21,4,0,17,13,4,0
