"","muni_county","county","municipality","registrants","late_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","x71","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"107","CITY OF MARION WAUPACA","WAUPACA","CITY OF MARION",638,7,543,543,0,83,460,0,5,0,0,0,0,2,3,62,32,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","CITY OF MARKESAN GREEN LAKE","GREEN LAKE","CITY OF MARKESAN",851,25,720,720,0,383,337,0,5,0,0,0,0,0,5,123,103,2,0,121,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","CITY OF MARSHFIELD MARATHON","MARATHON","CITY OF MARSHFIELD",437,6,361,361,0,361,0,2,6,0,0,0,1,5,0,90,35,0,1,89,89,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"110","CITY OF MARSHFIELD WOOD","WOOD","CITY OF MARSHFIELD",10686,228,9258,9258,0,9258,0,6,61,0,0,3,10,38,10,1815,1053,23,5,1770,1775,9,3,1,1,0,0,13,5,2,5,6,0,0,6,2,0,4,4,0,0
"111","CITY OF MAUSTON JUNEAU","JUNEAU","CITY OF MAUSTON",1905,55,1662,1662,6,1149,507,0,9,0,0,0,0,0,9,357,224,6,0,335,335,0,0,0,0,0,0,4,1,0,2,3,0,1,2,0,0,2,0,0,0
"112","CITY OF MAYVILLE DODGE","DODGE","CITY OF MAYVILLE",3082,14,2598,2598,0,2598,0,0,17,1,0,1,0,7,6,545,404,0,0,544,544,0,0,2,0,2,0,6,2,1,4,4,4,0,2,0,0,2,1,1,0
"113","CITY OF MEDFORD TAYLOR","TAYLOR","CITY OF MEDFORD",2410,38,2047,2047,0,1714,333,0,11,0,0,0,3,2,6,473,236,12,0,224,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","CITY OF MELLEN ASHLAND","ASHLAND","CITY OF MELLEN",460,0,349,349,349,0,0,0,5,0,0,0,1,2,2,36,13,0,0,36,36,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"115","CITY OF MENASHA CALUMET","CALUMET","CITY OF MENASHA",1450,41,1336,1335,0,1085,251,0,15,0,0,0,5,7,3,324,258,1,0,323,323,0,0,0,0,0,0,2,1,0,1,1,0,0,3,3,0,0,0,0,0
"116","CITY OF MENASHA WINNEBAGO","WINNEBAGO","CITY OF MENASHA",8385,225,7287,7284,0,6648,639,0,52,0,0,1,6,31,14,2025,1614,4,1,2012,2018,1,0,0,0,0,0,11,5,1,4,5,0,0,6,1,0,5,5,0,0
"117","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",7305,236,7604,7604,25,5473,2104,0,76,4,0,1,9,32,30,1247,872,13,0,1226,1232,3,6,0,0,0,0,14,3,0,8,8,0,3,11,0,0,9,10,0,1
"118","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",19226,386,15748,15750,113,14759,990,0,174,0,0,4,34,57,75,8068,5878,411,20,7572,7643,44,0,3,2,0,1,20,2,0,12,17,1,0,24,5,0,14,19,0,1
"119","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",5109,66,4396,4396,0,4396,0,0,56,0,0,0,6,28,22,703,401,22,6,673,671,5,0,0,0,0,0,11,1,0,9,10,0,0,6,1,0,5,4,1,0
"120","CITY OF MIDDLETON DANE","DANE","CITY OF MIDDLETON",13207,388,11630,11630,0,11630,0,0,101,0,1,3,20,51,26,5594,4571,45,0,5530,5545,4,2,2,2,0,0,11,4,0,9,10,0,0,24,4,0,20,24,0,0
"121","CITY OF MILTON ROCK","ROCK","CITY OF MILTON",3324,35,3016,3018,3016,0,0,0,24,0,2,3,5,10,4,823,651,9,1,810,811,3,0,0,0,0,0,14,3,0,10,10,0,0,2,0,0,2,2,0,0
"122","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",328202,7050,289232,289232,0,287420,0,47,2232,0,124,440,737,629,301,51119,36349,2039,791,48515,48261,70,68,33,31,4,0,406,196,6,153,184,4,5,268,60,1,127,158,4,9
"123","CITY OF MILWAUKEE WASHINGTON","WASHINGTON","CITY OF MILWAUKEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","CITY OF MILWAUKEE WAUKESHA","WAUKESHA","CITY OF MILWAUKEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","CITY OF MINERAL POINT IOWA","IOWA","CITY OF MINERAL POINT",1559,15,1365,1365,287,0,1078,0,21,0,0,0,0,3,18,265,196,2,0,263,262,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
"126","CITY OF MONDOVI BUFFALO","BUFFALO","CITY OF MONDOVI",1399,13,1157,1157,0,849,308,0,14,0,0,0,0,0,0,197,121,1,0,196,195,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"127","CITY OF MONONA DANE","DANE","CITY OF MONONA",6160,88,5505,5505,0,5505,0,1,66,0,0,0,14,20,32,1620,1255,20,1,1436,1441,1,2,0,0,0,0,7,2,0,5,5,0,0,6,1,0,5,5,0,0
"128","CITY OF MONROE GREEN","GREEN","CITY OF MONROE",5859,113,5119,5122,0,5114,0,0,27,0,0,0,3,8,16,1038,761,14,0,1019,1024,0,0,1,1,0,0,9,1,3,5,5,0,0,4,0,0,4,4,0,0
"129","CITY OF MONTELLO MARQUETTE","MARQUETTE","CITY OF MONTELLO",814,10,694,694,145,0,549,0,5,0,0,1,0,4,0,118,71,0,0,118,118,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"130","CITY OF MONTREAL IRON","IRON","CITY OF MONTREAL",529,0,446,446,231,0,215,0,5,0,0,1,0,4,0,44,17,43,0,43,43,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"131","CITY OF MOSINEE MARATHON","MARATHON","CITY OF MOSINEE",2552,23,2218,2218,0,2218,0,0,19,0,0,0,0,0,19,421,136,3,0,353,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0
"132","CITY OF MUSKEGO WAUKESHA","WAUKESHA","CITY OF MUSKEGO",16756,388,15626,15626,0,15303,323,0,94,0,0,0,13,36,45,7092,5676,54,9,6999,7006,6,4,2,1,1,0,46,15,0,24,28,0,0,10,4,0,5,5,0,1
"133","CITY OF NEENAH WINNEBAGO","WINNEBAGO","CITY OF NEENAH",15476,395,13837,13837,0,13034,803,0,88,0,0,2,28,31,27,4724,3837,48,1,4667,4675,1,0,0,0,0,0,37,11,1,22,25,0,0,45,4,0,41,41,0,0
"134","CITY OF NEILLSVILLE CLARK","CLARK","CITY OF NEILLSVILLE",1376,10,1154,1154,0,1154,0,3,15,0,0,0,2,3,10,152,49,6,3,143,145,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"135","CITY OF NEKOOSA WOOD","WOOD","CITY OF NEKOOSA",1329,8,1157,1157,0,1157,0,0,11,0,0,0,2,2,7,140,80,0,0,140,140,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"136","CITY OF NEW BERLIN WAUKESHA","WAUKESHA","CITY OF NEW BERLIN",28723,632,26046,26043,1729,24317,0,0,534,58,0,6,68,171,231,9005,6588,111,26,8763,8702,46,3,0,0,0,0,45,14,0,27,22,0,0,32,7,0,23,20,1,0
"137","CITY OF NEW HOLSTEIN CALUMET","CALUMET","CITY OF NEW HOLSTEIN",2071,25,1741,1741,2,1566,173,0,8,0,0,0,2,5,1,402,282,0,0,400,395,5,0,0,0,0,0,3,0,0,3,3,0,0,2,0,0,2,2,0,0
"138","CITY OF NEW LISBON JUNEAU","JUNEAU","CITY OF NEW LISBON",746,11,613,613,189,0,424,0,7,0,0,0,3,2,2,75,49,2,0,73,70,3,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"139","CITY OF NEW LONDON OUTAGAMIE","OUTAGAMIE","CITY OF NEW LONDON",744,12,691,691,0,441,252,0,7,0,0,0,0,3,4,78,50,0,0,78,78,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"140","CITY OF NEW LONDON WAUPACA","WAUPACA","CITY OF NEW LONDON",2902,45,2457,2457,0,1282,1171,0,29,0,0,0,2,11,16,400,188,0,0,396,397,0,0,0,0,0,0,4,0,0,4,4,0,0,1,0,0,1,1,0,0
"141","CITY OF NEW RICHMOND ST. CROIX","ST. CROIX","CITY OF NEW RICHMOND",4169,121,3964,3964,0,3131,833,0,14,0,0,0,0,14,0,907,561,8,1,897,891,7,0,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,0,0,0
"142","CITY OF NIAGARA MARINETTE","MARINETTE","CITY OF NIAGARA",932,9,753,753,149,0,604,0,6,0,0,0,1,5,0,112,33,2,0,110,111,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,2,2,0,0
"143","CITY OF OAK CREEK MILWAUKEE","MILWAUKEE","CITY OF OAK CREEK",20496,510,18785,18793,13,18222,550,0,93,3,3,0,20,40,27,6299,5209,59,2,4479,4484,3,0,1,1,0,0,34,11,1,21,21,1,0,21,4,0,14,15,0,2
"144","CITY OF OCONOMOWOC WAUKESHA","WAUKESHA","CITY OF OCONOMOWOC",10381,391,9498,9498,0,9496,2,0,37,0,0,0,6,11,20,5007,3441,32,9,4953,4964,5,2,0,0,0,0,14,2,1,9,11,0,0,17,6,0,11,11,0,0
"145","CITY OF OCONTO FALLS OCONTO","OCONTO","CITY OF OCONTO FALLS",1463,9,1239,1239,34,777,428,0,8,0,0,0,0,1,7,161,91,0,0,161,161,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,1,1,0,0
"146","CITY OF OCONTO OCONTO","OCONTO","CITY OF OCONTO",2386,39,2012,2012,335,984,693,0,14,0,0,0,3,6,5,401,252,0,0,401,401,0,0,0,0,0,0,2,1,0,1,1,0,0,3,1,0,2,2,0,0
"147","CITY OF OMRO WINNEBAGO","WINNEBAGO","CITY OF OMRO",1974,42,1708,1709,0,1475,233,0,24,0,0,0,10,8,6,443,334,6,0,439,440,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,0
"148","CITY OF ONALASKA LA CROSSE","LA CROSSE","CITY OF ONALASKA",11123,313,9949,9949,0,9949,0,0,42,21,0,0,5,6,11,3622,2748,23,15,3509,3523,0,2,0,0,0,0,24,4,3,12,14,0,0,7,2,0,5,5,0,0
"149","CITY OF OSHKOSH WINNEBAGO","WINNEBAGO","CITY OF OSHKOSH",36891,989,33197,33041,0,29074,4123,17,488,0,20,21,60,222,163,8108,5943,126,29,7942,7961,2,1,0,0,0,0,44,16,0,26,21,6,1,24,5,0,18,16,2,2
"150","CITY OF OSSEO TREMPEALEAU","TREMPEALEAU","CITY OF OSSEO",996,7,879,882,196,0,683,0,7,0,0,0,2,4,1,109,77,1,0,108,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","CITY OF OWEN CLARK","CLARK","CITY OF OWEN",522,8,432,432,0,421,2,0,5,0,0,0,0,0,5,35,21,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","CITY OF PARK FALLS PRICE","PRICE","CITY OF PARK FALLS",1428,0,1196,1196,873,0,322,0,14,0,0,0,3,5,6,230,157,2,0,227,228,0,0,1,0,1,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"153","CITY OF PESHTIGO MARINETTE","MARINETTE","CITY OF PESHTIGO",1715,2,1501,1501,420,0,1081,0,9,0,0,0,3,3,3,417,331,3,0,414,414,0,0,0,0,0,0,5,2,0,3,0,0,0,1,0,0,1,1,0,0
"154","CITY OF PEWAUKEE WAUKESHA","WAUKESHA","CITY OF PEWAUKEE",10144,285,9288,9291,0,9292,0,0,95,10,2,0,16,28,39,4168,3016,328,10,3690,3635,193,1,2,0,2,0,51,21,12,5,16,2,1,14,5,2,6,6,0,1
"155","CITY OF PHILLIPS PRICE","PRICE","CITY OF PHILLIPS",821,2,689,689,429,0,259,0,6,0,1,0,2,3,0,123,103,0,0,123,122,1,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0
"156","CITY OF PITTSVILLE WOOD","WOOD","CITY OF PITTSVILLE",507,7,447,447,0,447,0,11,3,0,0,0,2,0,1,51,35,0,0,51,51,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"157","CITY OF PLATTEVILLE GRANT","GRANT","CITY OF PLATTEVILLE",6407,611,5633,5634,17,5599,17,0,37,0,0,0,3,14,20,1152,865,19,0,1134,1139,2,0,0,0,0,0,13,4,0,9,9,0,0,6,0,0,6,6,0,0
"158","CITY OF PLYMOUTH SHEBOYGAN","SHEBOYGAN","CITY OF PLYMOUTH",5235,140,4619,4619,0,4615,4,0,140,0,0,0,0,1,130,1435,1157,8,0,1411,1417,3,3,0,0,0,0,8,1,0,5,5,0,0,4,1,0,3,3,0,0
"159","CITY OF PORT WASHINGTON OZAUKEE","OZAUKEE","CITY OF PORT WASHINGTON",7533,192,6710,6711,0,6827,4,0,77,2,0,6,28,33,10,2147,1745,18,1,2098,2113,0,0,1,1,0,0,12,3,0,8,1,0,0,3,2,0,1,0,0,0
"160","CITY OF PORTAGE COLUMBIA","COLUMBIA","CITY OF PORTAGE",5747,142,4263,4263,0,4263,0,0,15,0,0,0,0,1,14,1445,1130,13,0,1425,932,0,2,0,0,0,0,10,5,0,5,5,0,0,4,0,0,4,4,0,0
"161","CITY OF PRAIRIE DU CHIEN CRAWFORD","CRAWFORD","CITY OF PRAIRIE DU CHIEN",3061,47,2514,2514,633,0,1881,0,36,0,0,0,1,10,25,422,278,2,2,417,419,0,1,0,0,0,0,4,2,0,0,2,0,0,2,1,0,1,1,0,0
"162","CITY OF PRESCOTT PIERCE","PIERCE","CITY OF PRESCOTT",2576,30,2098,2098,383,917,795,0,15,0,0,0,3,8,4,217,111,106,0,209,209,3,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"163","CITY OF PRINCETON GREEN LAKE","GREEN LAKE","CITY OF PRINCETON",754,2,614,614,0,402,212,0,7,0,0,2,1,0,4,65,20,1,0,64,63,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"164","CITY OF RACINE RACINE","RACINE","CITY OF RACINE",38253,0,36009,36009,45,35328,636,0,225,0,12,29,68,67,49,9360,7070,185,4,9132,9171,0,0,1,1,0,0,73,32,0,35,41,0,0,34,2,0,32,32,0,0
"165","CITY OF REEDSBURG SAUK","SAUK","CITY OF REEDSBURG",4786,145,4129,4130,0,4127,2,0,35,0,0,0,2,11,22,1426,1112,10,0,1410,1414,0,0,0,0,0,0,12,5,0,7,7,0,0,4,0,0,4,4,0,0
"166","CITY OF RHINELANDER ONEIDA","ONEIDA","CITY OF RHINELANDER",4361,42,3564,3564,0,3645,0,0,24,0,0,0,5,16,3,563,44,27,2,532,345,1,0,0,0,0,0,5,3,0,2,2,0,0,0,0,0,0,0,0,0
"167","CITY OF RICE LAKE BARRON","BARRON","CITY OF RICE LAKE",4729,79,4048,4048,5,1869,2174,0,47,0,1,2,8,22,14,809,516,18,4,786,786,0,0,1,0,1,0,13,4,2,7,7,0,0,1,0,0,1,1,0,0
"168","CITY OF RICHLAND CENTER RICHLAND","RICHLAND","CITY OF RICHLAND CENTER",2053,85,2462,2505,1704,0,0,730,90,0,0,0,6,39,45,426,285,13,2,409,381,29,1,0,0,0,0,3,1,0,2,2,0,0,2,0,0,2,2,0,0
"169","CITY OF RIPON FOND DU LAC","FOND DU LAC","CITY OF RIPON",4470,48,3794,3794,0,3155,639,0,26,0,0,0,1,10,15,840,484,9,0,823,823,8,0,0,0,0,0,3,0,0,3,1,2,0,13,1,0,11,10,2,0
"170","CITY OF RIVER FALLS PIERCE","PIERCE","CITY OF RIVER FALLS",4907,110,5392,5392,21,3951,1420,0,59,0,2,2,17,20,18,1053,722,29,3,1019,723,0,0,0,0,0,0,19,5,5,4,8,1,1,8,0,0,5,3,0,0
"171","CITY OF RIVER FALLS ST. CROIX","ST. CROIX","CITY OF RIVER FALLS",2145,50,1895,1893,1,1524,370,0,20,0,0,0,0,8,12,434,259,1,2,427,427,0,0,0,0,0,0,8,2,0,4,4,1,0,3,0,0,3,3,0,0
"172","CITY OF SCHOFIELD MARATHON","MARATHON","CITY OF SCHOFIELD",1207,32,1143,1143,0,1140,0,1,11,0,0,0,1,4,6,191,128,2,0,183,186,2,3,0,0,0,0,5,1,0,4,4,0,0,1,0,0,1,1,0,0
"173","CITY OF SEYMOUR OUTAGAMIE","OUTAGAMIE","CITY OF SEYMOUR",1983,25,1720,1720,0,1537,183,0,16,0,0,0,9,6,1,453,338,6,0,444,446,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"174","CITY OF SHAWANO SHAWANO","SHAWANO","CITY OF SHAWANO",4652,91,3934,3932,13,3211,710,0,22,0,0,0,0,22,0,912,617,6,0,907,903,5,0,1,1,0,0,12,6,0,6,6,0,0,5,1,0,4,4,0,0
"175","CITY OF SHEBOYGAN FALLS SHEBOYGAN","SHEBOYGAN","CITY OF SHEBOYGAN FALLS",5178,154,4691,4691,0,4689,2,0,43,0,0,1,6,16,20,1539,1222,11,1,1516,521,6,0,1,1,0,0,5,2,0,3,3,0,0,1,0,0,1,1,0,0
"176","CITY OF SHEBOYGAN SHEBOYGAN","SHEBOYGAN","CITY OF SHEBOYGAN",25878,391,23197,23197,19,21079,2092,0,266,5,0,11,53,110,89,4378,2499,383,10,4220,4223,12,1,2,1,1,1,65,29,4,23,29,1,2,6,1,0,5,5,0,0
"177","CITY OF SHELL LAKE WASHBURN","WASHBURN","CITY OF SHELL LAKE",901,0,770,770,547,0,223,0,7,0,0,0,0,5,2,130,62,1,0,125,126,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","CITY OF SHULLSBURG LAFAYETTE","LAFAYETTE","CITY OF SHULLSBURG",709,4,571,571,263,0,308,0,7,0,0,0,0,0,7,73,23,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","CITY OF SOUTH MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF SOUTH MILWAUKEE",13948,251,11064,11064,0,10409,653,0,72,2,1,6,13,17,33,3054,2397,39,14,2994,3001,1,1,1,0,1,0,30,13,3,13,14,0,0,13,3,0,9,6,2,0
"180","CITY OF SPARTA MONROE","MONROE","CITY OF SPARTA",4882,167,3882,3882,0,3879,0,0,24,0,0,1,8,6,9,1290,985,16,1,293,1277,0,0,0,0,0,0,28,3,0,22,23,0,0,8,0,0,8,7,0,0
"181","CITY OF SPOONER WASHBURN","WASHBURN","CITY OF SPOONER",1534,11,1249,1249,6,242,1001,0,7,0,0,0,1,5,1,205,107,4,1,198,200,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"182","CITY OF ST. CROIX FALLS POLK","POLK","CITY OF ST. CROIX FALLS",1392,22,1116,1116,322,0,789,0,14,0,0,0,2,5,7,198,110,7,0,200,191,5,0,0,0,0,0,6,1,0,5,5,0,0,1,0,0,0,1,0,0
"183","CITY OF ST. FRANCIS MILWAUKEE","MILWAUKEE","CITY OF ST. FRANCIS",5974,148,5388,5406,0,5391,7,0,40,0,0,2,11,10,17,1236,816,20,0,1216,1216,0,1,0,0,0,0,11,3,0,6,8,0,0,9,3,0,6,6,0,0
"184","CITY OF STANLEY CHIPPEWA","CHIPPEWA","CITY OF STANLEY",1101,18,942,942,0,653,289,0,11,0,0,0,4,4,3,108,29,0,0,108,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"185","CITY OF STANLEY CLARK","CLARK","CITY OF STANLEY",2,0,1,1,1,0,0,0,11,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","CITY OF STEVENS POINT PORTAGE","PORTAGE","CITY OF STEVENS POINT",17791,428,14807,14807,0,14808,0,4,113,0,2,3,22,43,43,3087,2184,56,10,2990,2994,9,2,3,0,3,0,30,12,5,12,12,0,0,27,2,0,20,19,2,1
"187","CITY OF STOUGHTON DANE","DANE","CITY OF STOUGHTON",8204,209,7217,7220,0,7217,0,0,96,0,0,14,46,36,0,2633,2002,98,0,2535,3,0,0,2,1,0,0,18,1,0,15,17,0,0,2,0,0,2,2,0,0
"188","CITY OF STURGEON BAY DOOR","DOOR","CITY OF STURGEON BAY",5221,150,4921,4922,0,4912,9,0,40,0,4,1,3,12,21,1197,882,29,1,1168,1178,12,2,0,0,0,0,15,5,4,12,12,0,0,9,1,0,8,8,0,0
"189","CITY OF SUN PRAIRIE DANE","DANE","CITY OF SUN PRAIRIE",17995,707,16238,16238,0,16233,0,4,192,40,7,5,26,58,52,6018,5111,50,10,6015,6028,7,4,1,1,0,0,36,5,0,21,25,2,3,17,2,0,14,14,1,1
"190","CITY OF SUPERIOR DOUGLAS","DOUGLAS","CITY OF SUPERIOR",15786,236,12812,12812,0,12812,0,0,75,0,0,2,8,20,45,2229,1231,81,7,2135,2135,10,0,1,1,0,0,46,12,7,21,24,0,0,16,2,0,13,12,2,0
"191","CITY OF THORP CLARK","CLARK","CITY OF THORP",939,85,764,764,0,519,245,0,9,0,0,0,4,0,5,119,70,3,0,114,114,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"192","CITY OF TOMAH MONROE","MONROE","CITY OF TOMAH",4554,132,3857,3857,0,3853,4,0,27,0,0,0,4,15,8,699,431,6,0,693,692,1,0,4,1,3,0,33,8,0,25,25,0,2,0,0,0,0,0,0,0
"193","CITY OF TOMAHAWK LINCOLN","LINCOLN","CITY OF TOMAHAWK",1976,31,1666,1666,0,1717,0,0,33,0,0,3,3,9,18,269,163,3,0,266,201,0,0,0,0,0,0,7,1,2,4,4,0,0,3,0,0,3,3,0,0
"194","CITY OF TWO RIVERS MANITOWOC","MANITOWOC","CITY OF TWO RIVERS",9187,44,5779,5779,0,5779,0,0,28,0,0,0,0,16,12,1628,1216,23,5,1600,1611,0,0,0,0,0,0,9,0,0,9,9,0,0,1,0,0,1,1,0,0
"195","CITY OF VERONA DANE","DANE","CITY OF VERONA",7251,261,6910,6909,0,6910,0,0,116,0,0,2,14,39,61,2774,2189,37,3,2703,2210,2,0,0,0,0,0,13,7,1,5,5,0,0,6,2,0,4,4,0,0
"196","CITY OF VIROQUA VERNON","VERNON","CITY OF VIROQUA",2599,38,2244,2244,0,2145,99,0,22,0,0,0,3,7,12,371,188,3,2,362,364,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"197","CITY OF WASHBURN BAYFIELD","BAYFIELD","CITY OF WASHBURN",1424,3,1189,1191,2,1187,0,0,14,0,0,0,2,10,2,206,106,2,0,202,204,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,0
"198","CITY OF WATERLOO JEFFERSON","JEFFERSON","CITY OF WATERLOO",1868,5,1639,1640,1,1638,0,0,15,0,0,0,2,12,3,332,279,4,0,331,331,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,0,0,0
"199","CITY OF WATERTOWN DODGE","DODGE","CITY OF WATERTOWN",5770,108,4511,4511,0,4511,0,0,59,0,0,1,9,16,33,1176,805,21,2,1159,1164,0,0,0,0,0,0,19,9,2,8,8,0,0,8,1,0,7,7,0,0
"200","CITY OF WATERTOWN JEFFERSON","JEFFERSON","CITY OF WATERTOWN",10163,207,7140,7140,0,7140,0,0,63,0,0,0,12,36,18,1789,1513,11,1,1771,1780,0,0,0,0,0,0,34,14,1,17,18,0,0,14,0,0,14,14,0,0
"201","CITY OF WAUKESHA WAUKESHA","WAUKESHA","CITY OF WAUKESHA",41622,1129,36003,37184,0,33128,3444,0,660,0,6,40,193,369,67,12711,7922,1313,68,11104,10767,502,13,5,5,0,0,186,86,36,49,52,8,2,39,5,1,27,26,5,2
"202","CITY OF WAUPACA WAUPACA","WAUPACA","CITY OF WAUPACA",3137,37,2727,2732,0,1969,758,0,23,0,0,0,4,10,9,643,374,5,3,623,635,0,0,0,0,0,0,3,1,0,2,2,0,1,1,0,0,1,1,0,0
"203","CITY OF WAUPUN DODGE","DODGE","CITY OF WAUPUN",2910,33,2369,2369,0,2369,0,0,22,0,2,1,2,8,9,574,465,9,0,565,566,0,0,0,0,0,0,2,1,0,1,1,0,0,4,4,0,0,0,0,0
"204","CITY OF WAUPUN FOND DU LAC","FOND DU LAC","CITY OF WAUPUN",2189,16,1837,1837,0,1837,0,0,26,0,0,4,4,6,12,494,406,4,0,490,490,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
"205","CITY OF WAUSAU MARATHON","MARATHON","CITY OF WAUSAU",21110,628,18636,18643,0,18605,0,9,696,12,14,35,138,265,232,5787,3836,106,63,5564,5575,18,4,0,0,0,0,28,6,4,11,14,0,0,22,4,0,14,15,1,1
"206","CITY OF WAUTOMA WAUSHARA","WAUSHARA","CITY OF WAUTOMA",913,18,756,756,0,755,1,0,7,0,0,0,0,6,1,145,130,3,1,140,140,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"207","CITY OF WAUWATOSA MILWAUKEE","MILWAUKEE","CITY OF WAUWATOSA",33896,730,30260,30250,30234,2,20,0,143,0,0,2,36,66,44,9336,6887,104,15,46,9216,0,17,1,1,0,0,54,12,0,29,32,0,1,56,6,0,33,38,0,6
"208","CITY OF WEST ALLIS MILWAUKEE","MILWAUKEE","CITY OF WEST ALLIS",35846,698,31809,31814,0,31813,0,6,185,1,4,10,32,49,89,6554,4631,209,60,6268,6036,44,1,0,0,0,2,58,26,6,23,26,0,0,17,2,0,14,14,0,1
"209","CITY OF WEST BEND WASHINGTON","WASHINGTON","CITY OF WEST BEND",18074,423,16960,16962,15,13973,2,0,85,0,1,2,12,30,39,5421,4245,44,4,5381,5390,7,0,1,1,0,0,49,9,2,38,39,2,0,20,5,0,15,15,2,0
"210","CITY OF WESTBY VERNON","VERNON","CITY OF WESTBY",1323,8,1110,1110,477,0,633,0,5,0,0,0,0,0,5,164,101,9,0,155,155,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
"211","CITY OF WEYAUWEGA WAUPACA","WAUPACA","CITY OF WEYAUWEGA",879,21,735,736,110,0,625,0,10,0,1,0,4,3,2,106,81,0,2,104,104,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"212","CITY OF WHITEHALL TREMPEALEAU","TREMPEALEAU","CITY OF WHITEHALL",825,23,701,701,374,0,327,0,8,0,0,0,0,4,4,122,93,0,0,27,122,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
