"","county","muni_county","municipality","votes_rec_clinton","votes_rec_other","votes_rec_sanders","votes_tot","votes_perc_clinton","votes_perc_other","votes_perc_sanders","clinton_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","percentage_d_2008","percentage_r_2008","votes_d_2008","votes_r_2008","county_fips","percentage_d_2012","percentage_i_2012","percentage_r_2012","votes_d_2012","votes_i_2012","votes_r_2012","percentage_d_2016","percentage_i_2016","percentage_r_2016","votes_d_2016","votes_i_2016","votes_r_2016","inc_2013","inc_2014","inc_2015","inc_rank","pct_chg_2014","pct_chg_2015","pct_rank","state","name","labor_force","employed","unemp_level","unemp_rate","total_pop","pct_male","pct_female","pct_old","pct_latino","pct_white","pct_black","pct_no_hs","pct_some_hs","pct_hs","pct_some_college","pct_associates","pct_bachelors","pct_graduate","pct_hs_less","electronic","paper","electronic_2012","paper_2012","dem_votes_state","rep_votes_state","dem_votes_state_2012","rep_votes_state_2012","diff","diff_r","paper_ind","electronic_ind","no_paper_trail","has_electronic","swing_state_dummy","swing_state_dummy_exit_small","swing_state_dummy_fte","swing_state_dummy_exit_large","swing_state_dummy_onepct","swing_state_dummy_twopct","swing_state_dummy_threepct","swing_state_dummy_fourpct","swing_state_dummy_fivepct","swing_state_dummy_five_varied","non_swing_states","non_swing_states_dem","swing_states","temp","resid","mean_pop","elec_X_resid","sig","pred_diff_no_electronic","pred_votes_no_electronic","pred_votes_swing","X_Iswing_sta_2","X_Iswing_sta_3","X_Iswing_sta_4","X_Iswing_sta_5","X_Iswing_sta_6","X_Iswing_sta_7","X_Iswing_sta_8","X_Iswing_sta_9","X_Iswing_sta_10","X_Iswing_sta_11","X_Iswing_sta_12","X_IswiXelec_2","X_IswiXelec_3","X_IswiXelec_4","X_IswiXelec_5","X_IswiXelec_6","X_IswiXelec_7","X_IswiXelec_8","X_IswiXelec_9","X_IswiXelec_10","X_IswiXelec_11","X_IswiXelec_12","X_Istate_2","X_Istate_3","X_Istate_4","X_Istate_5","X_Istate_6","X_Istate_7","X_Istate_8","X_Istate_9","X_Istate_10","X_Istate_11","X_Istate_12","X_Istate_13","X_Istate_14","X_Istate_15","X_Istate_16","X_Istate_17","X_Istate_18","X_Istate_19","X_Istate_20","X_Istate_21","X_Istate_22","X_Istate_23","X_Istate_24","X_Istate_25","X_Istate_26","X_Istate_27","X_Istate_28","X_Istate_29","X_Istate_30","X_Istate_31","X_Istate_32","X_Istate_33","X_Istate_34","X_Istate_35","X_Istate_36","X_Istate_37","X_Istate_38","X_Istate_39","X_Istate_40","X_Istate_41","X_Istate_42","X_Istate_43","X_Istate_44","X_Istate_45","X_Istate_46","X_Istate_47","X_Istate_48","X_Istate_49","X_Istate_50","pred_diff_r_no_electronic","pred_votes_r_no_electronic","pred_votes_r_swing","dem_votes_state_no_electronic","rep_votes_state_no_electronic","unemp_test","inc_test","d_pct_no_elec","r_pct_no_elec","dem_pct_state","rep_pct_state","dem_win","dem_win_2012","dem_win_no_electronic","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010","muni.dense"
"223","POLK","TOWN OF ALDEN POLK","TOWN OF ALDEN",99,1,131,231,42.8571428571429,0.432900432900433,56.7099567099567,0,92,0,0.0539273153575615,0,0.0217391304347826,0,1706,0,"26328","86.19%","7,568","13,864",1259,"22,691",-6296,"-24.87%","14.64%","210.10%","0.52%","33.35%","61.10%","5.55%","0.77%",0,0,2,"10,073","12,094","406","22,573","44.62%","53.58%","1.80%","0.74%",0,2,43437,33794,44205,22.2,96.9,0.3,101,95.6,32307,1487,19.3,6522,21.7,318.7,4.2,48538,48.4,48,50,10876,11282,55095,44.7,0.32,53.7,10054,73,12075,33.4,1.12,61.1,7568,251.8,13864,38377,40266,41777,42,4.9,3.8,25,"WI","Polk County, WI",24941,"     24,081 ",860,3.4,43698,50.3,49.7,21.6,1.6,95.7,0.4,2.4,5.9,39.2,22.4,11,13.1,6.1,47.5,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-11.3,7.399998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.231408,-2.068591,100005.8,-90.38808,0,-8.544328,7776.549,208.5492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-13.60314,13544.69,-319.3076,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.87949981372259,11.9491927811816
"224","WINNEBAGO","TOWN OF ALGOMA WINNEBAGO","TOWN OF ALGOMA",605,8,662,1275,47.4509803921569,0.627450980392157,51.921568627451,0,559,0,0.117585191417753,0.00336558687421119,0.075134168157424,0,4754,0,"103174","83.25%","37,054","43,447",5391,"85,892",-6393,"-18.47%","3.15%","236.52%","-3.68%","43.14%","50.58%","6.28%","2.92%",0,1,2,"45,449","42,122","1,602","89,173","50.97%","47.24%","1.80%","2.91%",1,2,169511,133744,166994,21.1,93.1,1.9,2541,89.8,120102,13642,25.5,34105,8.8,47.3,2.9,51010,384.3,55,44,48167,37946,55139,51.1,0.3,47.4,45410,266.2,42073,43.1,1.26,50.6,37054,1078.2,43447,39247,40892,42399,36,4.2,3.7,26,"WI","Winnebago County, WI",92246,"     89,237 ",3009,3.3,168413,50.3,49.7,17.4,3.7,90.1,1.7,2.2,6,34.2,21.3,10.3,18.4,7.8,42.4,0.0238095,0.9761904,NA,NA,1382210,1409467,1613950,1408746,-8,3.199997,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-6.991733,-1.008267,100005.8,-169.7955,0,-5.244328,38075.09,1021.087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-10.30314,42446.36,-1000.646,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",5.9514234975708,187.635779423897
"225","BUFFALO","TOWN OF ALMA BUFFALO","TOWN OF ALMA",29,0,29,58,50,0,50,0,43,0.906976744186046,0.200934579439252,0,0.0465116279069767,0,214,0,"8313","83.26%","2,531","4,049",341,"6,921",-1518,"-29.10%","20.36%","224.76%","-1.68%","36.57%","58.50%","4.93%","0.24%",0,1,2,"3,570","3,364","105","7,039","50.72%","47.79%","1.49%","0.23%",1,2,13188,10379,13587,21.3,98,0.4,42,96.4,10005,374,17.2,1785,26.8,241,4.8,47384,20.2,57,42,3949,2923,55011,50.9,0.24,47.8,3569,17.4,3352,36.6,0.96,58.5,2531,68.2,4049,39021,40461,42066,39,3.7,4,19,"WI","Buffalo County, WI",6589,"      6,354 ",235,3.6,13374,50.7,49.3,23.3,1.9,96.4,0.4,4.3,5.3,42,20,10.7,12.4,5.3,51.6,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.3,10.7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.46813,-3.831873,100005.8,-51.24451,0,-11.54433,2600.746,69.74605,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.60315,3955.746,-93.25423,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.00568260440716,1.91334251313654
"226","JACKSON","TOWN OF ALMA JACKSON","TOWN OF ALMA",50,0,95,145,34.4827586206897,0,65.5172413793103,0,58,0.689655172413793,0.102112676056338,0,0,0,568,0,"11091","82.97%","3,821","4,907",474,"9,202",-1086,"-27.88%","25.82%","312.17%","-1.19%","41.52%","53.33%","5.15%","0.31%",0,1,2,"5,298","3,900","115","9,313","56.89%","41.88%","1.23%","0.30%",1,2,20652,15985,20449,22.6,88.9,2.1,336,86.8,13875,2110,14.8,2366,6.6,41.3,5.8,44149,20.7,60,39,5572,3552,55053,57,0.18,42,5297,18.6,3900,41.5,1.04,53.3,3821,94.8,4907,37716,39635,40316,49,5.1,1.7,66,"WI","Jackson County, WI",10438,"     10,079 ",359,3.4,20543,53.6,46.4,20.6,2.9,87,2.2,4.3,9.3,42.8,20.3,9.4,9.6,4.3,56.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-15.5,11.3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.36707,-4.132934,100005.8,-84.89796,0,-12.74433,3926.294,105.2942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.80314,4793.985,-113.0152,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.03013370027132,3.85367518977553
"227","BARRON","TOWN OF ALMENA BARRON","TOWN OF ALMENA",49,0,49,98,50,0,50,0,47,0.936170212765957,0.0891840607210626,0.00189753320683112,0.0425531914893617,0,527,0,"26333","85.50%","7,881","13,595",1038,"22,514",-5714,"-27.63%","18.81%","189.14%","-0.78%","35.00%","60.38%","4.61%","0.76%",0,0,2,"10,890","11,443","359","22,692","47.99%","50.43%","1.58%","0.74%",0,2,45455,35591,45870,21.7,96.1,1.1,392,94.1,33491,2100,16.2,5766,15.9,85.5,5.2,44054,53.2,53,46,12078,10457,55005,48.2,0.22,50.5,10883,57.4,11413,35,0.92,60.4,7881,207.6,13595,40803,42782,44261,20,4.9,3.5,33,"WI","Barron County, WI",24604,"     23,765 ",839,3.4,45718,50.4,49.6,22.9,2.2,94.4,1.2,4.1,6.9,40.8,19.4,12.2,10.5,6.1,51.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.2,9.900002,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.12024,-3.079762,100005.8,-140.7924,0,-10.44433,8098.174,217.1745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.50314,13281.89,-313.1122,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.9740583963476,7.06914818117524
"228","SHAWANO","TOWN OF ALMON SHAWANO","TOWN OF ALMON",27,0,40,67,40.2985074626866,0,59.7014925373134,0,34,0.882352941176471,0.10625,0.003125,0,0,320,0,"23630","83.36%","6,056","12,742",899,"19,697",-6686,"-32.71%","15.61%","249.81%","-2.87%","30.75%","64.69%","4.56%","0.67%",0,0,2,"9,000","11,022","257","20,279","44.38%","54.35%","1.27%","0.66%",0,2,41579,32473,41949,21.9,88.9,0.4,130,87.3,28349,4124,15.3,4968,6.9,218.3,5.5,46559,47,51,48,10259,9538,55115,44.5,0.22,54.5,8990,43,11017,30.7,0.9,64.7,6056,179.8,12742,35292,36500,37167,61,3.4,1.8,65,"WI","Shawano County, WI",21425,"     20,687 ",738,3.4,41697,50,50,22.5,2.4,87.6,0.4,3.5,6.9,45.4,19.7,9.3,10.5,4.6,55.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.8,10.2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.45656,-2.343442,100005.8,-97.70885,0,-11.04433,6222.883,166.8835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.10314,12448.53,-293.4664,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.85014760171006,3.98687349232676
"229","PORTAGE","TOWN OF ALMOND PORTAGE","TOWN OF ALMOND",37,2,70,109,33.9449541284404,1.8348623853211,64.2201834862385,0,77,0,0.17741935483871,0.00691244239631336,0,0,434,0.012987012987013,"46378","82.20%","18,524","17,310",2289,"38,123",1214,"-16.09%","4.18%","253.79%","-3.09%","48.59%","45.41%","6.00%","1.29%",1,0,1,"22,075","16,615","647","39,337","56.12%","42.24%","1.64%","1.28%",1,1,70482,56456,70019,19.9,94.7,0.7,395,92.2,52053,4404,27.5,15525,11.8,131.7,2.6,50996,87.4,63,35,24817,13810,55097,56.3,0.28,42.4,22052,107,16599,48.6,1.18,45.4,18524,457.8,17310,37794,39824,41434,43,5.4,4,13,"WI","Portage County, WI",40535,"     39,287 ",1248,3.1,70337,49.9,50.1,17.3,2.8,92.2,0.6,2.9,5.1,34.3,19.9,9.6,19.3,9,42.3,0,1,NA,NA,1382210,1409467,1613950,1408746,-7.700001,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.147284,-0.5527167,100005.8,NA,0,-7.671598,18529.26,5.261324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7.898305,17275.67,-34.32645,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"ES&S Automark",0,1,0,NA,"ES&S Automark",0,"aNone",4.47049528266149,4.07489742429421
"230","FOND DU LAC","TOWN OF ALTO FOND DU LAC","TOWN OF ALTO",26,0,45,71,36.6197183098592,0,63.3802816901408,0,86,0,0.128166915052161,0.0029806259314456,0.0465116279069767,0,671,0,"59492","85.88%","17,391","31,044",2659,"51,094",-13653,"-22.29%","2.27%","298.05%","-4.32%","34.04%","60.76%","5.20%","1.74%",0,0,1,"22,379","30,355","668","53,402","41.91%","56.84%","1.25%","1.74%",0,2,101759,79474,101633,21.9,95.4,1.5,1192,91.1,72401,7073,20,15895,10.2,60.7,4,53820,141.2,45,54,23463,28164,55039,42,0.22,56.9,22356,117.4,30329,34,1.04,60.8,17391,531.8,31044,40288,42360,43764,23,5.1,3.3,38,"WI","Fond du Lac County, WI",58071,"     56,395 ",1676,2.9,101709,49,51,19.4,4.6,91.4,1.1,3.4,6.1,38.5,20.4,10.7,14.3,6.6,48,0,1,NA,NA,1382210,1409467,1613950,1408746,-8,3.899998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.248439,0.2484388,100005.8,NA,0,-7.971597,17395.94,4.939521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.198304,30982.44,-61.56155,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",4.95017732505914,7.87065703142898
"231","FOREST","TOWN OF ALVIN FOREST","TOWN OF ALVIN",8,0,13,21,38.0952380952381,0,61.9047619047619,0,20,0.7,0.165289256198347,0.00826446280991736,0,0,121,0,"5730","78.66%","1,583","2,787",137,"4,507",-1204,"-34.72%","28.31%","168.63%","-3.03%","35.12%","61.84%","3.04%","0.15%",0,1,2,"2,425","2,172","51","4,648","52.17%","46.73%","1.10%","0.15%",1,2,9127,7238,9304,20.7,81.7,1,72,80.9,5855,1382,12.2,883,4.2,80.9,7.2,39963,9.2,57,42,2673,1963,55041,52.1,0.2,46.8,2421,10,2172,35.1,0.6,61.8,1583,27.4,2787,31805,33371,34520,71,4.9,3.4,34,"WI","Forest County, WI",4022,"      3,828 ",194,4.8,9198,50.9,49.1,25.5,1.8,81.3,1,4.1,9.6,40.9,23,8.3,9.1,5.1,54.6,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-17,15,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.98704,-5.012962,100005.8,-46.10657,0,-14.24433,1626.622,43.62228,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-19.30314,2722.812,-64.18858,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",2.21920348405499,0.379414895473883
"232","MARINETTE","TOWN OF AMBERG MARINETTE","TOWN OF AMBERG",40,1,77,118,33.8983050847458,0.847457627118644,65.2542372881356,0,100,0.74,0.193798449612403,0.00193798449612403,0.01,0.01,516,0.01,"24615","81.17%","6,243","12,995",741,"19,979",-6752,"-36.82%","22.37%","168.48%","-3.84%","31.25%","65.04%","3.71%","0.68%",0,0,2,"9,882","10,619","276","20,777","47.56%","51.11%","1.33%","0.68%",0,2,41298,33245,41749,19.5,97.2,0.4,133,95.9,31882,1363,13.6,4521,23.4,239.8,6.4,40490,29.8,53,46,11195,9726,55075,47.6,0.22,51.2,9868,47,10609,31.2,0.76,65,6243,148.2,12995,37306,38329,39681,53,2.7,3.5,29,"WI","Marinette County, WI",20879,"     19,908 ",971,4.7,41488,50,50,25.4,1.4,96,0.3,2.9,7.2,43,23.6,9.4,9.4,4.5,53.1,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-16.4,13.8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.38103,-5.018964,100005.8,-208.2148,0,-13.64433,6415.037,172.0366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-18.70314,12695.71,-299.2933,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.39450839351136,2.88075474753132
"233","PORTAGE","TOWN OF AMHERST PORTAGE","TOWN OF AMHERST",119,1,154,274,43.4306569343066,0.364963503649635,56.2043795620438,0,190,0,0.209713024282561,0.00993377483443709,0,0,906,0,"46378","82.20%","18,524","17,310",2289,"38,123",1214,"-16.09%","4.18%","253.79%","-3.09%","48.59%","45.41%","6.00%","1.29%",1,0,1,"22,075","16,615","647","39,337","56.12%","42.24%","1.64%","1.28%",1,1,70482,56456,70019,19.9,94.7,0.7,395,92.2,52053,4404,27.5,15525,11.8,131.7,2.6,50996,87.4,63,35,24817,13810,55097,56.3,0.28,42.4,22052,107,16599,48.6,1.18,45.4,18524,457.8,17310,37794,39824,41434,43,5.4,4,13,"WI","Portage County, WI",40535,"     39,287 ",1248,3.1,70337,49.9,50.1,17.3,2.8,92.2,0.6,2.9,5.1,34.3,19.9,9.6,19.3,9,42.3,0,1,NA,NA,1382210,1409467,1613950,1408746,-7.700001,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.147284,-0.5527167,100005.8,NA,0,-7.671598,18529.26,5.261324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7.898305,17275.67,-34.32645,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",4.47049528266149,312.61590990646
"234","DOUGLAS","TOWN OF AMNICON DOUGLAS","TOWN OF AMNICON",94,1,143,238,39.4957983193277,0.420168067226891,60.0840336134454,0,55,0,0.0769230769230769,0.0013986013986014,0.109090909090909,0,715,0,"27136","81.75%","11,342","9,657",1186,"22,185",1685,"-23.69%","25.33%","263.80%","-3.10%","51.12%","43.53%","5.35%","0.75%",1,0,1,"14,863","7,705","326","22,894","64.92%","33.66%","1.42%","0.75%",1,1,43698,34521,44159,21,93.1,1.2,414,92.1,31794,2727,21.7,7491,11.7,76.8,3.6,45418,33.9,66,33,15830,7835,55031,65,0.26,33.7,14855,61.8,7698,51.1,1.06,43.5,11342,237.2,9657,35601,37293,38603,55,4.8,3.5,31,"WI","Douglas County, WI",23376,"     22,328 ",1048,4.5,43901,49.8,50.2,18.8,1.3,92.2,1.2,1.4,5.4,32.5,26.1,12.7,15.2,6.7,39.3,0,1,NA,NA,1382210,1409467,1613950,1408746,-13.9,9.799999,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.124511,-6.775491,100005.8,NA,0,-13.8716,11345.22,3.221439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14.09831,9637.85,-19.15023,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",3.5234150143864,7.73910705827869
"235","BURNETT","TOWN OF ANDERSON BURNETT","TOWN OF ANDERSON",17,0,23,40,42.5,0,57.5,0,25,1,0.102880658436214,0,0,0,243,0,"10087","86.44%","2,948","5,412",359,"8,719",-2464,"-26.04%","18.95%","154.61%","0.48%","33.81%","62.07%","4.12%","0.30%",0,0,2,"3,986","4,550","141","8,677","45.94%","52.44%","1.62%","0.28%",0,2,15328,12477,15457,18.6,91.5,0.7,87,90.4,11279,1198,16.7,2084,9.4,129.1,5,39564,18.8,50,49,4337,4200,55013,46.1,0.26,52.6,3981,22.4,4541,33.8,0.82,62.1,2948,71.8,5412,35574,36466,38063,57,2.5,4.4,7,"WI","Burnett County, WI",7107,"      6,778 ",329,4.6,15387,51,49,30,1.4,90.7,0.6,2.1,7.2,40.7,23.2,10,11.5,5.3,50,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-12.3,9.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.45043,-0.8495731,100005.8,-13.07163,0,-9.544328,3029.237,81.23721,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14.60314,5287.354,-124.6461,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",2.9338568698359,1.55043435674282
"236","SHAWANO","TOWN OF ANGELICA SHAWANO","TOWN OF ANGELICA",76,0,111,187,40.6417112299465,0,59.3582887700535,0,143,0.34965034965035,0.131192660550459,0.00458715596330275,0.104895104895105,0,1090,0,"23630","83.36%","6,056","12,742",899,"19,697",-6686,"-32.71%","15.61%","249.81%","-2.87%","30.75%","64.69%","4.56%","0.67%",0,0,2,"9,000","11,022","257","20,279","44.38%","54.35%","1.27%","0.66%",0,2,41579,32473,41949,21.9,88.9,0.4,130,87.3,28349,4124,15.3,4968,6.9,218.3,5.5,46559,47,51,48,10259,9538,55115,44.5,0.22,54.5,8990,43,11017,30.7,0.9,64.7,6056,179.8,12742,35292,36500,37167,61,3.4,1.8,65,"WI","Shawano County, WI",21425,"     20,687 ",738,3.4,41697,50,50,22.5,2.4,87.6,0.4,3.5,6.9,45.4,19.7,9.3,10.5,4.6,55.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.8,10.2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.45656,-2.343442,100005.8,-97.70885,0,-11.04433,6222.883,166.8835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.10314,12448.53,-293.4664,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.85014760171006,11.709221722274
