"","hindi","county","municipality","reporting_unit","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","ballots_counted_at","total_election_inspectors","split_shifts","difficulty_obtaining","x16_17","x18_25","x26_40","x41_60","x61_70","x71","polling_place_name","shared","provisional_identification","provisional_no_dl","counted","rejected","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_2","rejected2","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late","muni_county","reporting_unit_orig"
"58",3024,"BARRON","TOWN OF DOYLE","TOWN-OF-DOYLE-WARD-1-2-BARRON","325",1,"32","291","291","22","0","269","0","Polling Place",5,"No","3 Neither difficult nor easy",0,0,0,1,1,3,"Doyle Community Building","No",0,0,0,0,"19","10",0,0,"9","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF DOYLE BARRON","TOWN OF DOYLE WARD 1-2 BARRON"
"59",3026,"BARRON","TOWN OF LAKELAND","TOWN-OF-LAKEL-WARD-1-2-BARRON","655",4,"55","566","568","76","0","490","0","Polling Place",8,"Yes","2 Somewhat difficult",0,0,0,1,5,2,"Lakeland Town Hall","No",0,0,0,0,"70","49",3,0,"67","67",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF LAKELAND BARRON","TOWN OF LAKELAND WARD 1-2 BARRON"
"60",3028,"BARRON","TOWN OF MAPLE GROVE","TOWN-OF-MAPLE-GROVE-WARD-1-2-BARRON","576",8,"42","487","487","26","0","0","0","Polling Place",5,"No","3 Neither difficult nor easy",0,0,0,2,0,3,"Maple Grove Town Hall","No",0,0,0,0,"24","16",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF MAPLE GROVE BARRON","TOWN OF MAPLE GROVE WARD 1-2 BARRON"
"61",3030,"BARRON","TOWN OF MAPLE PLAIN","TOWN-OF-MAPLE-PLAIN-WARD-1-BARRON","569",565,"56","482","482","48","0","434","0","Polling Place",7,"No","1 Very difficult",0,0,0,2,2,3,"Maple Plain Town Hall","No",0,1,0,1,"44","24",4,1,"44","43",1,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,2,2,0,0,"TOWN OF MAPLE PLAIN BARRON","TOWN OF MAPLE PLAIN WARD 1 BARRON"
"62",3032,"BARRON","TOWN OF OAK GROVE","TOWN-OF-OAK-GROVE-WARD-1-2-BARRON","555",2,"557","494","494","35","0","459","0","Polling Place",7,"No","3 Neither difficult nor easy",0,0,0,3,3,1,"Oak Grove Town Hall","No",0,0,0,0,"35","19",1,0,"33","32",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF OAK GROVE BARRON","TOWN OF OAK GROVE WARD 1-2 BARRON"
"63",3034,"BARRON","TOWN OF PRAIRIE FARM","TOWN-OF-PRAIRIE-FARM-WARD-1-2-BARRON","331",0,"38","279","279","27","0","252","0","Polling Place",3,"No","1 Very difficult",0,0,0,0,0,3,"Town Hall","No",0,0,0,0,"16","4",0,0,"16","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF PRAIRIE FARM BARRON","TOWN OF PRAIRIE FARM WARDS 1-2 BARRON"
"64",3036,"BARRON","TOWN OF PRAIRIE LAKE","TOWN-OF-PRAIRIE-LAKE-WARD-1-2-BARRON","917",3,"113","866","866","125","0","741","0","Polling Place",12,"Yes","3 Neither difficult nor easy",0,0,0,1,5,6,"Meeting Room","No",0,0,0,0,"108","84",0,0,"108","108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF PRAIRIE LAKE BARRON","TOWN OF PRAIRIE LAKE WARD 1-2 BARRON"
"65",3038,"BARRON","TOWN OF RICE LAKE","TOWN-OF-RICE-LAKE-WARD-1-4-BARRON","1,787",30,"163","1,609","1,609","0","475","1,134","0","Polling Place",20,"Yes","2 Somewhat difficult",0,1,0,5,7,7,"Town of RL Municipal Bldg","No",0,0,0,0,"388","323",4,1,"383","383",0,0,0,0,0,0,8,1,0,7,7,0,0,3,0,0,3,3,0,0,"TOWN OF RICE LAKE BARRON","TOWN OF RICE LAKE WARDS 1-4 BARRON"
"66",3040,"BARRON","TOWN OF SIOUX CREEK","TOWN-OF-SIOUX-CREEK-WARD-1-BARRON","359",4,"33","297","297","30","0","267","0","Polling Place",7,"No","2 Somewhat difficult",0,0,0,3,3,1,"Sioux Creek Town Hall","No",0,0,0,0,"25","20",0,0,"25","25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF SIOUX CREEK BARRON","TOWN OF SIOUX CREEK WARD 1 BARRON"
"67",3042,"BARRON","TOWN OF STANFOLD","TOWN-OF-STANFOLD-WARD-1-BARRON","397",5,"64","387","387","33","0","354","0","Polling Place",11,"Yes","2 Somewhat difficult",0,1,0,2,5,4,"Stanfold Town Hall","No",0,0,0,0,"23","11",1,0,"22","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF STANFOLD BARRON","TOWN OF STANFOLD WARD 1 BARRON"
"68",3044,"BARRON","TOWN OF STANLEY","TOWN-OF-STANLEY-WARD-1-4-BARRON","1,527",8,"177","1,320","1,322","1","340","979","0","Polling Place",11,"Yes","2 Somewhat difficult",0,0,0,2,6,3,"Stanley Town Hall","No",0,0,0,0,"175","105",5,0,"170","169",1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF STANLEY BARRON","TOWN OF STANLEY WARD 1-4 BARRON"
"69",3046,"BARRON","TOWN OF SUMNER","TOWN-OF-SUMNER-WARD-1-BARRON","464",3,"53","394","394","33","0","361","0","Polling Place",9,"Yes","5 Very easy",0,0,0,3,2,4,"Sumner Town Hall","No",0,0,0,0,"25","18",1,0,"24","23",1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,"TOWN OF SUMNER BARRON","TOWN OF SUMNER WARD 1 BARRON"
"70",3048,"BARRON","TOWN OF TURTLE LAKE","TOWN-OF-TURTLE-LAKE-WARD-1-BARRON","347",2,"31","301","301","0","55","246","0","Polling Place",5,"Yes","4 Somewhat easy",0,0,0,1,1,3,"Turtle Lake Town Hall","No",0,0,0,0,"12","7",0,1,"11","10",1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"TOWN OF TURTLE LAKE BARRON","TOWN OF TURTLE LAKE WARD 1 BARRON"
"71",3050,"BARRON","TOWN OF VANCE CREEK","TOWN-OF-VANCE-CREEK-WARD-1-BARRON","383",0,"61","349","349","32","0","317","0","Polling Place",5,"No","4 Somewhat easy",0,0,0,0,5,0,"Vance Creek Town Hall","No",0,0,0,0,"19","2",0,0,"19","0",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF VANCE CREEK BARRON","TOWN OF VANCE CREEK WARD 1 BARRON"
"72",3101,"BARRON","VILLAGE OF ALMENA","VILLAGE-OF-ALMENA-WARD-1-BARRON","340",4,"64","303","303","29","0","274","0","Polling Place",11,"Yes","3 Neither difficult nor easy",0,0,0,3,4,4,"Almena Village Hall","No",0,0,0,0,"19","18",0,0,"19","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF ALMENA BARRON","VILLAGE OF ALMENA WARD 1 BARRON"
"73",3111,"BARRON","VILLAGE OF CAMERON","VILLAGE-OF-CAMERON-WARD-1-3-BARRON","927",0,"145","802","801","1","76","725","0","Polling Place",7,"No","3 Neither difficult nor easy",0,0,1,1,1,4,"Village Hall","No",0,0,0,0,"68","53",2,0,"66","66",0,0,0,0,0,0,4,1,0,3,3,0,0,1,0,0,1,1,0,0,"VILLAGE OF CAMERON BARRON","VILLAGE OF CAMERON WARDS 1-3 BARRON"
"74",3116,"BARRON","VILLAGE OF DALLAS","VILLAGE-OF-DALLAS-WARD-1-BARRON","209",2,"27","181","181","17","0","164","0","Polling Place",5,"Yes","2 Somewhat difficult",0,0,0,1,2,2,"Village Hall","No",0,0,0,0,"15","15",0,0,"15","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF DALLAS BARRON","VILLAGE OF DALLAS WARD 1 BARRON"
"75",3136,"BARRON","VILLAGE OF HAUGEN","VILLAGE-OF-HAUGEN-WARD-1-BARRON","0",0,"26","159","159","29","0","130","0","Polling Place",4,"No","3 Neither difficult nor easy",0,0,1,1,1,1,"Haugen Village Hall","No",0,0,0,0,"4","2",1,0,"3","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF HAUGEN BARRON","VILLAGE OF HAUGEN WARD 1 BARRON"
"76",3151,"BARRON","VILLAGE OF NEW AUBURN","VILLAGE-OF-NEW-AUBURN-WARD-2-BARRON","10",0,"4","11","12","0","0","11","0","Polling Place",3,"Yes","4 Somewhat easy",0,0,0,1,3,1,"Village Hall","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF NEW AUBURN BARRON","VILLAGE OF NEW AUBURN WARD 2 BARRON"
"77",3151,"BARRON","VILLAGE OF NEW AUBURN","VILLAGE-OF-NEW-AUBURN-WARD-3-BARRON","3",0,"1","2","2","0","0","2","0","Polling Place",3,"Yes","4 Somewhat easy",0,0,0,1,3,1,"Village Hall","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF NEW AUBURN BARRON","VILLAGE OF NEW AUBURN WARD 3 BARRON"
"78",3171,"BARRON","VILLAGE OF PRAIRIE FARM","VILLAGE-OF-PRAIRIE-FARM-WARD-1-BARRON","215",2,"42","192","192","16","0","176","0","Polling Place",4,"No","5 Very easy",0,0,1,1,2,0,"Village Hall","No",1,0,1,0,"4","2",0,0,"4","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF PRAIRIE FARM BARRON","VILLAGE OF PRAIRIE FARM WARD 1 BARRON"
"79",3186,"BARRON","VILLAGE OF TURTLE LAKE","VILLAGE-OF-TURTLE-LAKE-WARD-1-BARRON","451",8,"95","381","381","86","0","295","0","Polling Place",9,"Yes","1 Very difficult",0,0,1,1,4,4,"Turtle Lake MunicipalBldg","Yes",0,0,0,0,"30","20",1,0,"29","29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF TURTLE LAKE BARRON","VILLAGE OF TURTLE LAKE WARD 1 BARRON"
"80",3206,"BARRON","CITY OF BARRON","CITY-OF-BARRON-WARD-1-7-BARRON","1,588",68,"195","1,387","1,388","0","465","922","0","Polling Place",19,"Yes","4 Somewhat easy",0,2,1,0,6,10,"Barron City Hall","No",0,0,0,0,"375","267",12,3,"360","360",0,3,0,0,0,0,7,2,0,5,4,1,0,3,0,0,3,3,0,0,"CITY OF BARRON BARRON","CITY OF BARRON WARD 1-7 BARRON"
"81",3211,"BARRON","CITY OF CHETEK","CITY-OF-CHETEK-WARD-1-4-BARRON","1,203",35,"165","1,028","1,028","1","248","779","0","Polling Place",16,"Yes","2 Somewhat difficult",0,0,0,4,9,3,"city hall","No",0,0,0,0,"198","155",1,0,"197","197",197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"CITY OF CHETEK BARRON","CITY OF CHETEK WARDS 1-4 BARRON"
"82",3212,"BARRON","CITY OF CUMBERLAND","CITY-OF-CUMBERL-WARD-1-4-BARRON","1,307",0,"145","1,129","1,129","0","343","786","0","Polling Place",12,"Yes","2 Somewhat difficult",0,0,0,1,4,7,"Cumberland City Hall","Yes",0,0,0,0,"258","169",2,1,"0","0",0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,0,"CITY OF CUMBERLAND BARRON","CITY OF CUMBERLAND WARD 1-4 BARRON"
"83",3276,"BARRON","CITY OF RICE LAKE","CITY-OF-RICE-LAKE-WARD-1-13-BARRON","4,657",136,"594","3,956","3,958","0","1,961","1,995","0","Polling Place",54,"No","4 Somewhat easy",2,1,0,16,27,8,"","No",2,0,1,1,"1,056","782",20,0,"1,038","1,037",1,2,1,1,0,0,7,3,0,4,4,0,1,1,0,0,1,1,0,0,"CITY OF RICE LAKE BARRON","CITY OF RICE LAKE WARDS 1-13 BARRON"
"84",4002,"BAYFIELD","TOWN OF BARKSDALE","TOWN-OF-BARKSDALE-WARD-1-BAYFIELD","538",5,"48","482","482","0","482","0","0","Polling Place",10,"Yes","2 Somewhat difficult",0,0,1,1,6,2,"barksdale town hall","No",0,0,0,0,"52","36",0,0,"52","52",0,0,0,0,0,0,3,2,0,1,1,0,0,1,0,0,1,1,0,0,"TOWN OF BARKSDALE BAYFIELD","TOWN OF BARKSDALE WARD 1 BAYFIELD"
"85",4004,"BAYFIELD","TOWN OF BARNES","TOWN-OF-BARNES-WARD-1-BAYFIELD","636",10,"41","580","580","0","580","0","2","Polling Place",5,"No","3 Neither difficult nor easy",0,0,0,0,3,2,"barnes town hall","No",0,0,0,0,"118","84",2,0,"116","113",3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,"TOWN OF BARNES BAYFIELD","TOWN OF BARNES WARD 1 BAYFIELD"
"86",4006,"BAYFIELD","TOWN OF BAYFIELD","TOWN-OF-BAYFIELD-WARD-1-BAYFIELD","601",1,"20","502","502","502","502","0","2","Polling Place",9,"Yes","4 Somewhat easy",0,0,0,0,6,3,"Town of Bayfield Hall","No",0,0,0,0,"101","71",4,0,"97","97",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF BAYFIELD BAYFIELD","TOWN OF BAYFIELD WARD 1 BAYFIELD"
"87",4008,"BAYFIELD","TOWN OF BAYVIEW","TOWN-OF-BAYVIEW-WARD-1-BAYFIELD","404",2,"16","341","341","0","341","0","4","Polling Place",6,"Yes","4 Somewhat easy",0,0,0,1,2,3,"bayview town hall","No",0,0,0,0,"57","21",5,1,"51","49",2,0,0,0,0,0,1,0,0,1,1,0,0,4,2,0,2,0,2,0,"TOWN OF BAYVIEW BAYFIELD","TOWN OF BAYVIEW WARD 1 BAYFIELD"
"88",4010,"BAYFIELD","TOWN OF BELL","TOWN-OF-BELL-WARD-1-BAYFIELD","260",2,"13","234","234","0","234","0","0","Polling Place",5,"Yes","4 Somewhat easy",0,0,0,1,4,0,"bell community center","No",0,0,0,0,"32","17",2,0,"30","30",0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,"TOWN OF BELL BAYFIELD","TOWN OF BELL WARD 1 BAYFIELD"
"89",4012,"BAYFIELD","TOWN OF CABLE","TOWN-OF-CABLE-WARD-1-BAYFIELD","601",6,"55","516","516","0","516","0","2","Polling Place",9,"Yes","3 Neither difficult nor easy",0,0,0,5,4,0,"cable community centre","No",0,0,0,0,"63","29",0,0,"63","63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF CABLE BAYFIELD","TOWN OF CABLE WARD 1 BAYFIELD"
"90",4014,"BAYFIELD","TOWN OF CLOVER","TOWN-OF-CLOVER-WARD-1-BAYFIELD","205",0,"10","176","176","0","176","0","0","Polling Place",6,"Yes","5 Very easy",0,0,0,0,2,4,"herbster gym","No",0,0,0,0,"33","15",1,0,"32","32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF CLOVER BAYFIELD","TOWN OF CLOVER WARD 1 BAYFIELD"
"91",4016,"BAYFIELD","TOWN OF DELTA","TOWN-OF-DELTA-WARD-1-BAYFIELD","223",1,"13","208","208","0","208","0","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,1,0,2,"delta town hall","No",0,0,0,0,"21","9",0,0,"21","21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF DELTA BAYFIELD","TOWN OF DELTA WARD 1 BAYFIELD"
"92",4018,"BAYFIELD","TOWN OF DRUMMOND","TOWN-OF-DRUMMOND-WARD-1-BAYFIELD","390",0,"29","335","335","0","335","0","0","Polling Place",7,"Yes","4 Somewhat easy",0,0,0,3,2,2,"Drummond Civic Center","No",0,0,0,0,"43","18",4,0,"39","39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF DRUMMOND BAYFIELD","TOWN OF DRUMMOND WARD 1 BAYFIELD"
"93",4020,"BAYFIELD","TOWN OF EILEEN","TOWN-OF-EILEEN-WARD-1-2-BAYFIELD","465",7,"33","419","419","0","419","0","9","Polling Place",5,"Yes","3 Neither difficult nor easy",0,0,0,3,2,0,"eileen conference hall","No",0,0,0,0,"33","16",1,0,"32","32",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF EILEEN BAYFIELD","TOWN OF EILEEN WARD 1-2 BAYFIELD"
"94",4021,"BAYFIELD","TOWN OF GRAND VIEW","TOWN-OF-GR-VIEW-WARD-1-BAYFIELD","337",1,"29","297","297","0","297","0","0","Polling Place",6,"Yes","2 Somewhat difficult",0,0,0,0,1,5,"gv town hall","No",0,0,0,0,"33","17",0,0,"33","32",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF GRAND VIEW BAYFIELD","TOWN OF GRAND VIEW WARD 1 BAYFIELD"
"95",4022,"BAYFIELD","TOWN OF HUGHES","TOWN-OF-HUGHES-WARD-1-BAYFIELD","332",0,"34","306","306","0","306","0","0","Polling Place",4,"Yes","1 Very difficult",0,0,0,1,1,2,"hughes town hall","No",0,0,0,0,"17","4",0,0,"17","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF HUGHES BAYFIELD","TOWN OF HUGHES WARD 1 BAYFIELD"
"96",4024,"BAYFIELD","TOWN OF IRON RIVER","TOWN-OF-IRON-RIVER-WARD-1-2-BAYFIELD","851",14,"71","737","737","0","737","0","2","Polling Place",8,"Yes","4 Somewhat easy",0,0,0,0,2,6,"iron river town hall","No",0,0,0,0,"78","33",2,0,"76","76",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF IRON RIVER BAYFIELD","TOWN OF IRON RIVER WARD 1-2 BAYFIELD"
"97",4026,"BAYFIELD","TOWN OF KELLY","TOWN-OF-KELLY-WARD-1-BAYFIELD","282",1,"31","260","260","0","260","0","0","Polling Place",9,"Yes","3 Neither difficult nor easy",0,2,1,2,4,0,"kelly town hall","No",0,0,0,0,"17","5",0,0,"17","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF KELLY BAYFIELD","TOWN OF KELLY WARD 1 BAYFIELD"
"98",4028,"BAYFIELD","TOWN OF KEYSTONE","TOWN-OF-KEYSTONE-WARD-1-BAYFIELD","232",0,"6","197","197","0","197","0","3","Polling Place",3,"No","2 Somewhat difficult",0,0,0,0,1,3,"keystone town hall","No",0,0,0,0,"10","3",0,0,"10","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF KEYSTONE BAYFIELD","TOWN OF KEYSTONE WARD 1 BAYFIELD"
"99",4030,"BAYFIELD","TOWN OF LINCOLN","TOWN-OF-LINCOLN-WARD-1-BAYFIELD","211",0,"9","183","183","0","183","0","0","Polling Place",3,"No","5 Very easy",0,0,0,0,1,2,"lincoln town hall","No",0,0,0,0,"23","10",0,0,"23","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF LINCOLN BAYFIELD","TOWN OF LINCOLN WARD 1 BAYFIELD"
"100",4032,"BAYFIELD","TOWN OF MASON","TOWN-OF-MASON-WARD-1-BAYFIELD","184",0,"17","170","170","0","170","0","0","Polling Place",6,"Yes","4 Somewhat easy",0,0,0,4,0,2,"mason town hall","No",0,0,0,0,"10","3",0,0,"10","10",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF MASON BAYFIELD","TOWN OF MASON WARD 1 BAYFIELD"
"101",4034,"BAYFIELD","TOWN OF NAMAKAGON","TOWN-OF-NAMAKAGON-WARD-1-BAYFIELD","239",0,"24","239","239","0","239","0","0","Polling Place",4,"No","2 Somewhat difficult",0,0,0,4,0,0,"namakagon town hall","No",0,0,0,0,"47","20",0,0,"47","47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF NAMAKAGON BAYFIELD","TOWN OF NAMAKAGON WARD 1 BAYFIELD"
"102",4036,"BAYFIELD","TOWN OF ORIENTA","TOWN-OF-ORIENTA-WARD-1-BAYFIELD","98",0,"9","93","93","0","93","0","0","Polling Place",4,"Yes","2 Somewhat difficult",0,0,0,0,1,3,"orienta town hall","No",0,0,0,0,"8","7",0,0,"8","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF ORIENTA BAYFIELD","TOWN OF ORIENTA WARD 1 BAYFIELD"
"103",4038,"BAYFIELD","TOWN OF OULU","TOWN-OF-OULU-WARD-1-BAYFIELD","389",1,"22","340","341","0","340","0","0","Polling Place",3,"No","5 Very easy",0,0,0,0,2,1,"oulu town hall","No",0,0,0,0,"17","13",1,0,"16","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF OULU BAYFIELD","TOWN OF OULU WARD 1 BAYFIELD"
"104",4040,"BAYFIELD","TOWN OF PILSEN","TOWN-OF-PILSEN-WARD-1-BAYFIELD","171",1,"8","142","142","0","142","0","4","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,3,0,"pilsen town hall","No",0,0,0,0,"9","6",0,0,"9","9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"TOWN OF PILSEN BAYFIELD","TOWN OF PILSEN WARD 1 BAYFIELD"
"105",4042,"BAYFIELD","TOWN OF PORT WING","TOWN-OF-PORT-WING-WARD-1-BAYFIELD","331",0,"14","266","266","0","266","0","2","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,0,2,4,"port ing town hall","No",0,0,0,0,"27","27",0,0,"27","27",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF PORT WING BAYFIELD","TOWN OF PORT WING WARD 1 BAYFIELD"
"106",4046,"BAYFIELD","TOWN OF RUSSELL","TOWN-OF-RUSSELL-WARD-1-2-BAYFIELD","822",2,"53","550","550","0","550","0","2","Polling Place",7,"No","3 Neither difficult nor easy",0,0,0,3,4,0,"Town of Russell Garage","Yes",0,0,0,0,"35","16",3,0,"33","33",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF RUSSELL BAYFIELD","TOWN OF RUSSELL WARD 1-2 BAYFIELD"
"107",4048,"BAYFIELD","TOWN OF TRIPP","TOWN-OF-TRIPP-WARD-1-BAYFIELD","160",1,"14","142","142","0","142","0","14","Polling Place",5,"Yes","3 Neither difficult nor easy",0,0,0,0,5,0,"tripp complex","No",0,0,0,0,"3","1",0,0,"3","3",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"TOWN OF TRIPP BAYFIELD","TOWN OF TRIPP WARD 1 BAYFIELD"
"108",4050,"BAYFIELD","TOWN OF WASHBURN","TOWN-OF-WASHBURN-WARD-1-BAYFIELD","383",0,"25","349","349","0","349","0","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,0,3,"washburn town hall","No",0,0,0,0,"35","29",1,0,"34","34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WASHBURN BAYFIELD","TOWN OF WASHBURN WARD 1 BAYFIELD"
"109",4151,"BAYFIELD","VILLAGE OF MASON","VILLAGE-OF-MASON-WARD-1-BAYFIELD","50",0,"0","42","42","0","42","0","25","Polling Place",5,"Yes","3 Neither difficult nor easy",0,0,1,0,3,1,"mason ambulance bldg","No",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF MASON BAYFIELD","VILLAGE OF MASON WARD 1 BAYFIELD"
"110",4201,"ASHLAND","CITY OF ASHLAND","CITY-OF-ASHL-WARD-12-ASHL-","0",0,"0","0","0","0","0","0","0","Polling Place",0,"No","1 Very difficult",0,0,0,0,0,0,"0","No",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 12 ASHLAND"
"111",4206,"BAYFIELD","CITY OF BAYFIELD","CITY-OF-BAYFIELD-WARD-1-4-BAYFIELD","424",6,"24","350","350","0","350","0","0","Polling Place",9,"Yes","4 Somewhat easy",0,0,0,4,0,5,"Bayfield City Hall","No",0,0,0,0,"79","58",1,0,"78","78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF BAYFIELD BAYFIELD","CITY OF BAYFIELD WARD 1-4 BAYFIELD"
"112",4291,"BAYFIELD","CITY OF WASHBURN","CITY-OF-WASHBURN-WARD-1-4-BAYFIELD","1,430",34,"88","1,220","1,220","0","1,220","0","0","Polling Place",12,"Yes","2 Somewhat difficult",0,0,0,3,4,5,"City Hall","Yes",1,0,1,0,"315","215",5,0,"310","310",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"CITY OF WASHBURN BAYFIELD","CITY OF WASHBURN WARD 1-4 BAYFIELD"
"113",5010,"BROWN","TOWN OF EATON","TOWN-OF-EATON-WARD-1-2-BROWN","1,042",0,"74","930","930","0","930","0","0","Polling Place with Central Count Absentee",14,"Yes","5 Very easy",0,0,0,5,4,5,"Town of Eaton Town Hall","No",0,0,0,0,"82","40",1,0,"81","81",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF EATON BROWN","TOWN OF EATON WARDS 1-2 BROWN"
"114",5012,"BROWN","TOWN OF GLENMORE","TOWN-OF-GLENMORE-WARD-1-2-BROWN","725",8,"46","600","600","0","600","0","0","Polling Place",14,"Yes","3 Neither difficult nor easy",0,0,0,5,5,4,"Glenmore Community Ctr","No",0,0,0,0,"47","20",0,0,"47","47",0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,"TOWN OF GLENMORE BROWN","TOWN OF GLENMORE WARDS 1-2 BROWN"
"115",5014,"BROWN","TOWN OF GREEN BAY","TOWN-OF-GREEN-BAY-WARD-1-3-BROWN","1,341",19,"111","1,224","1,224","2","1,222","0","0","Polling Place",7,"No","1 Very difficult",0,0,0,0,3,4,"T Green Bay","No",0,0,0,0,"170","0",6,1,"163","163",1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF GREEN BAY BROWN","TOWN OF GREEN BAY WARDS 1-3 BROWN"
