ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTY,COUNTY,MUNICIPALITY,MUNICIPALITY,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Democrat,Republican,Richard V. Campagna/ Michael Badnarik,Patricia LaMarche/ David Cobb,Peter Miguel Camejo/ Ralph Nader,Margaret Trowe/ James Harris,Mary Alice Herbert/ Walter F. Brown,Scattering ,other.votes,Total.votes
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,61,Ward 13,459,335,1,2,4,0,0,0,7,801
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,62,Ward 14,624,484,1,0,10,0,1,2,14,1122
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,63,Ward 15,682,474,2,1,8,0,0,4,15,1171
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,64,Ward 16,582,385,5,0,4,0,0,2,11,978
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,65,Ward 17,442,295,5,1,7,0,0,0,13,750
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,66,Ward 18,438,178,6,1,6,0,0,3,16,632
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,67,Ward 19,422,192,2,0,3,0,0,0,5,619
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,68,Ward 20,434,347,2,2,5,0,0,2,11,792
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,69,Ward 21,580,377,2,1,5,0,0,1,9,966
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,70,Ward 22,436,376,4,1,6,1,0,0,12,824
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,71,Ward 23,426,350,1,0,10,0,0,0,11,787
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,72,Ward 24,428,282,2,0,7,1,1,0,11,721
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,73,Ward 25,434,258,1,0,12,0,0,2,15,707
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,74,Ward 26,216,121,3,1,1,0,0,0,5,342
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,75,Ward 27,542,386,4,1,17,0,0,3,25,953
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,76,Ward 28,697,694,4,1,6,0,0,0,11,1402
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,77,Ward 29,571,497,4,0,13,0,0,1,18,1086
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,78,Ward 30,603,560,5,1,3,0,0,0,9,1172
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,79,Ward 31,326,272,1,1,3,0,0,0,5,603
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,80,Ward 32,742,676,5,0,3,0,0,4,12,1430
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,81,Ward 33,714,741,1,0,4,0,1,0,6,1461
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,82,Ward 34,509,437,3,2,9,0,0,1,15,961
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,83,Ward 35,430,423,2,1,10,0,0,2,15,868
02-Nov-04,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,84,Ward 36,390,254,7,1,6,0,3,0,17,661
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,85,Ward 37,515,320,4,5,10,0,0,3,22,857
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,86,Ward 38,494,495,3,2,5,0,0,0,10,999
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,88,Ward 39,460,323,1,0,1,0,0,0,2,785
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,89,Ward 40,488,430,0,1,7,0,0,1,9,927
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,90,Ward 41,490,466,3,1,3,0,0,0,7,963
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,91,Ward 42,492,647,1,1,6,1,1,1,11,1150
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,92,Ward 43,539,697,2,0,13,0,0,1,16,1252
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,93,Ward 44,543,607,3,1,10,0,0,0,14,1164
02-Nov-04,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,94,Ward 45,665,611,4,2,6,0,0,1,13,1289
02-Nov-04,FALL,GENERAL,PRES,President,8,2,4,3,5,Brown,City,231,Green Bay,5231,95,Ward 46,567,775,2,0,7,0,1,0,10,1352
02-Nov-04,FALL,GENERAL,PRES,President,8,2,5,3,5,Brown,City,231,Green Bay,5231,96,Ward 47,483,442,1,0,8,0,2,2,13,938
02-Nov-04,FALL,GENERAL,PRES,President,8,2,5,3,5,Brown,City,231,Green Bay,5231,97,Ward 48,513,925,1,2,8,0,0,0,11,1449
02-Nov-04,FALL,GENERAL,PRES,President,8,2,5,3,5,Brown,City,231,Green Bay,5231,98,Ward 49,373,729,3,0,6,0,2,0,11,1113
02-Nov-04,FALL,GENERAL,PRES,President,8,1,1,3,5,Brown,City,231,Green Bay,5231,99,Ward 50,7,13,0,0,0,0,0,0,0,20
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,2,Alma,6002,2,,99,83,0,0,2,0,0,0,2,184
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,4,Belvidere,6004,2,,126,122,1,0,1,0,0,0,2,250
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,6,Buffalo,6006,2,,220,215,2,1,4,0,0,0,7,442
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,8,Canton,6008,2,,92,63,0,0,1,0,0,0,1,156
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,10,Cross,6010,2,,108,96,0,1,2,0,0,0,3,207
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,12,Dover,6012,2,,125,97,0,1,2,0,0,0,3,225
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,14,Gilmanton,6014,2,,135,111,0,0,2,0,0,0,2,248
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,16,Glencoe,6016,2,,112,144,0,0,2,0,0,0,2,258
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,18,Lincoln,6018,2,,64,47,0,0,2,0,0,0,2,113
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,20,Maxville,6020,2,,73,91,0,0,0,0,0,0,0,164
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,22,Milton,6022,2,,184,125,0,3,1,0,0,0,4,313
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,24,Modena,6024,2,,85,95,0,0,3,0,0,0,3,183
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,26,Mondovi,6026,2,Wards 1 & 2,128,139,0,0,1,0,0,0,1,268
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,28,Montana,6028,2,,69,73,0,0,1,0,0,2,3,145
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,30,Naples,6030,2,,174,190,2,1,2,0,0,0,5,369
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,32,Nelson,6032,2,,164,163,1,0,6,0,0,0,7,334
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,34,Waumandee,6034,2,,144,118,1,0,3,0,0,0,4,266
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Village,111,Cochrane,6111,2,,137,120,0,0,1,0,0,0,1,258
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Village,154,Nelson,6154,2,,127,65,0,0,1,0,0,0,1,193
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,City,201,Alma,6201,2,Wards 1 & 2,290,215,1,0,2,0,0,0,3,508
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,City,206,Buffalo,6206,2,,352,273,2,0,9,0,0,0,11,636
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,City,226,Fountain City,6226,2,Wards 1 & 2,290,205,1,5,3,0,0,0,9,504
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,City,251,Mondovi,6251,2,Wards 1 - 3,700,652,2,1,11,0,0,1,15,1367
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,2,Anderson,7002,2,,86,139,3,1,3,0,0,1,8,233
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,4,Blaine,7004,2,,67,49,0,0,0,0,0,0,0,116
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,6,Daniels,7006,2,,185,223,0,0,4,0,0,3,7,415
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,8,Dewey,7008,2,,175,131,0,0,5,0,0,0,5,311
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,10,Grantsburg,7010,2,Wards 1 - 3,247,320,1,0,2,0,0,3,6,573
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,12,Jackson,7012,2,,276,279,0,0,0,0,0,0,0,555
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,14,La Follette,7014,2,Wards 1 & 2,145,142,0,1,1,0,0,0,2,289
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,16,Lincoln,7016,2,,88,96,0,0,0,0,0,0,0,184
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,18,Meenon,7018,2,Wards 1 - 3,286,293,0,1,0,0,0,0,1,580
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,20,Oakland,7020,2,Wards 1 & 2,325,261,1,0,1,0,0,0,2,588
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,22,Roosevelt,7022,2,,65,62,0,0,2,0,0,0,2,129
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,24,Rusk,7024,2,Wards 1 & 2,153,128,0,0,2,0,0,0,2,283
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,26,Sand Lake,7026,2,,186,115,0,1,0,0,0,2,3,304
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,28,Scott,7028,2,Wards 1 & 2,196,256,0,0,0,0,0,0,0,452
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,30,Siren,7030,2,Wards 1 - 3,278,240,1,0,5,0,0,0,6,524
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,32,Swiss,7032,2,Wards 1 & 2,278,193,1,0,2,0,0,0,3,474
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,34,Trade Lake,7034,2,Wards 1 & 2,225,325,3,3,4,0,0,0,10,560
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,36,Union,7036,2,,116,114,1,0,1,0,0,0,2,232
02-Nov-04,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,38,Webb Lake,7038,2,,117,150,3,0,2,0,0,0,5,272
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,40,West Marshland,7040,2,Wards 1 & 2,63,102,0,0,0,0,0,0,0,165
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,42,Wood River,7042,2,Wards 1 & 2,229,346,0,1,0,0,0,0,1,576
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Village,131,Grantsburg,7131,2,Wards 1 & 2,298,407,1,1,5,0,0,2,9,714
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Village,181,Siren,7181,2,Wards 1 & 2,216,214,0,0,2,0,0,0,2,432
02-Nov-04,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Village,191,Webster,7191,2,,199,158,1,0,2,0,0,0,3,360
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,2,Brillion,8002,2,Wards 1 & 2,261,534,0,2,9,0,0,2,13,808
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,Town,4,Brothertown,8004,2,Wards 1 & 2,303,464,1,0,3,0,0,2,6,773
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,Town,6,Charlestown,8006,2,Wards 1 & 2,171,298,5,0,4,0,0,1,10,479
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,8,Chilton,8008,2,Wards 1 & 2,196,407,0,1,6,0,0,0,7,610
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,10,Harrison,8010,3,"Wards 1 - 3, 6 & 8",1100,1540,1,2,12,0,0,6,21,2661
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,10,Harrison,8010,4,"Wards 4, 5 & 7",851,1572,2,1,7,0,0,0,10,2433
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,Town,10,Harrison,8010,5,Ward 9,3,0,0,0,0,0,0,0,0,3
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,Town,12,New Holstein,8012,3,Wards 1 & 2,286,332,0,0,1,0,0,0,1,619
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,Town,12,New Holstein,8012,4,Ward 3,73,110,0,0,1,0,0,0,1,184
02-Nov-04,FALL,GENERAL,PRES,President,6,9,25,2,8,Calumet,Town,14,Rantoul,8014,2,Wards 1 & 2,153,255,0,0,2,0,0,4,6,414
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,16,Stockbridge,8016,2,Wards 1 - 3,319,498,5,1,5,0,0,4,15,832
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,18,Woodville,8018,2,Wards 1 & 2,189,331,2,2,7,0,0,0,11,531
02-Nov-04,FALL,GENERAL,PRES,President,6,9,25,2,8,Calumet,Village,136,Hilbert,8136,2,Wards 1 & 2,217,384,0,0,3,0,0,1,4,605
02-Nov-04,FALL,GENERAL,PRES,President,6,9,25,2,8,Calumet,Village,160,Potter,8160,2,,52,103,0,0,0,0,0,1,1,156
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Village,179,Sherwood,8179,3,Wards 1 - 7,533,961,5,1,5,0,0,0,11,1505
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Village,181,Stockbridge,8181,2,,186,215,3,0,3,0,0,0,6,407
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,9,Ward 12,74,77,0,0,0,0,0,0,0,151
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,10,Ward 13,236,333,1,0,3,0,0,2,6,575
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,11,Ward 14,292,366,1,0,5,0,0,1,7,665
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,12,Ward 40,460,522,3,0,3,0,0,1,7,989
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,13,Ward 42,429,683,3,0,4,0,0,0,7,1119
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,14,Ward 43,451,508,3,1,6,0,0,1,11,970
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,15,Ward 44,378,435,2,0,5,0,0,1,8,821
02-Nov-04,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,16,Ward 45,185,199,2,0,2,0,0,2,6,390
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,201,Appleton,8201,17,Ward 46,15,50,0,0,1,0,0,0,1,66
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,201,Appleton,8201,18,Ward 47,2,16,0,0,0,0,0,0,0,18
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,201,Appleton,8201,19,Ward 48,0,0,0,0,0,0,0,0,0,0
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,206,Brillion,8206,2,Wards 1 - 4,664,1017,1,1,11,0,0,1,14,1695
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,211,Chilton,8211,3,Wards 1 & 2,445,519,3,1,15,0,1,1,21,985
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,211,Chilton,8211,4,Wards 3 & 4,428,486,3,1,11,0,1,0,16,930
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,231,Kaukauna,8231,1,Ward 13,2,9,0,0,0,0,0,0,0,11
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,City,241,Kiel,8241,3,Wards 7 & 8,96,71,0,0,0,0,0,0,0,167
02-Nov-04,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,251,Menasha,8251,3,Wards 11 & 15,353,499,0,2,2,1,1,0,6,858
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,City,261,New Holstein,8261,2,Wards 1 - 5,887,927,2,4,25,0,1,0,32,1846
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,2,Anson,9002,2,Wards 1 - 3,446,631,4,1,3,0,0,0,8,1085
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,4,Arthur,9004,2,,145,198,1,1,1,0,0,0,3,346
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,6,Auburn,9006,2,,186,154,0,0,5,0,1,2,8,348
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,8,Birch Creek,9008,2,,146,172,0,0,2,0,0,0,2,320
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,10,Bloomer,9010,2,,217,274,1,2,7,0,0,0,10,501
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,12,Cleveland,9012,2,,185,230,0,0,5,0,0,3,8,423
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,14,Colburn,9014,2,,175,225,0,0,2,0,1,0,3,403
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,16,Cooks Valley,9016,2,,179,190,0,0,9,0,0,0,9,378
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,Town,18,Delmar,9018,2,,216,223,1,0,6,0,1,0,8,447
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,20,Eagle Point,9020,2,Wards 1 - 4,765,998,6,0,9,0,0,0,15,1778
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,Town,22,Edson,9022,2,,218,201,0,2,4,1,0,0,7,426
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,24,Estella,9024,2,,100,131,1,0,2,0,0,0,3,234
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,26,Goetz,9026,2,Wards 1 & 2,181,181,0,1,2,0,0,0,3,365
02-Nov-04,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,Town,28,Hallie,9028,3,Wards 1 & 2,56,41,0,0,1,0,0,1,2,99
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,32,Howard,9032,2,,194,178,1,0,4,0,0,0,5,377
02-Nov-04,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,Town,34,Lafayette,9034,2,Wards 1 - 7,1567,1666,5,3,13,0,0,2,23,3256
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,35,Lake Holcombe,9035,2,Wards 1 & 2,260,352,3,1,2,0,0,0,6,618
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,36,Ruby,9036,2,,109,99,0,0,3,0,0,3,6,214
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,38,Sampson,9038,2,,195,289,2,0,4,0,1,0,7,491
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,Town,40,Sigel,9040,2,Wards 1 & 2,238,250,1,1,5,0,0,0,7,495
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,42,Tilden,9042,2,Wards 1 - 3,363,406,2,1,11,0,0,0,14,783
02-Nov-04,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,Town,44,Wheaton,9044,2,Wards 1 - 3,744,813,3,1,2,0,2,2,10,1567
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,46,Woodmohr,9046,2,Wards 1 - 3,237,287,0,0,8,0,0,4,12,536
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,Village,106,Boyd,9106,2,,176,158,1,0,2,0,0,0,3,337
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Village,111,Cadott,9111,3,Wards 1 & 2,336,354,2,2,4,0,0,0,8,698
02-Nov-04,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,Village,128,Lake Hallie,9128,1,Wards 1 - 5,1435,1377,5,3,11,0,0,2,21,2833
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Village,161,New Auburn,9161,2,Ward 1,120,143,0,0,5,0,0,0,5,268
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,206,Bloomer,9206,7,Wards 1 - 4,825,917,0,2,12,0,0,1,15,1757
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,8,Ward 1,547,428,1,3,5,0,0,0,9,984
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,9,Ward 2,439,489,3,1,3,0,1,1,9,937
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,10,Ward 3,567,559,2,0,6,0,0,0,8,1134
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,11,Ward 4,463,381,2,0,9,0,0,2,13,857
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,12,Ward 5,412,383,1,2,10,0,0,0,13,808
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,13,Ward 6,508,394,1,2,4,0,0,1,8,910
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,14,Ward 7,446,415,1,0,4,0,0,0,5,866
02-Nov-04,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,213,Cornell,9213,2,Wards 1 - 4,328,380,2,0,3,0,1,3,9,717
02-Nov-04,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,City,221,Eau Claire,9221,2,Wards 16 & 40,598,375,4,1,4,0,0,0,9,982
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,City,281,Stanley,9281,6,Wards 1 - 4,429,508,2,1,6,0,0,0,9,946
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,2,Beaver,10002,2,Wards 1 & 2,116,166,3,0,2,0,0,0,5,287
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,4,Butler,10004,2,,20,27,0,0,1,0,0,0,1,48
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,4,10,Clark,Town,6,Colby,10006,2,,142,153,1,0,5,0,0,0,6,301
02-Nov-04,FALL,GENERAL,PRES,President,3,31,92,4,10,Clark,Town,8,Dewhurst,10008,2,,82,100,0,2,2,0,0,0,4,186
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,10,Eaton,10010,2,Wards 1 & 2,118,141,0,0,8,0,1,0,9,268
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,12,Foster,10012,2,,43,24,0,0,1,0,0,0,1,68
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,14,Fremont,10014,2,Wards 1 & 2,200,289,0,2,4,0,0,1,7,496
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,16,Grant,10016,2,Wards 1 & 2,180,210,2,0,5,0,0,2,9,399
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,4,10,Clark,Town,18,Green Grove,10018,2,,118,149,0,1,2,0,0,0,3,270
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,20,Hendren,10020,2,,132,104,0,0,4,0,0,0,4,240
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,22,Hewett,10022,2,Wards 1 & 2,96,97,0,1,0,0,1,0,2,195
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,4,10,Clark,Town,24,Hixon,10024,2,Wards 1 & 2,142,112,0,1,5,0,0,0,6,260
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,4,10,Clark,Town,26,Hoard,10026,2,Wards 1 & 2,112,157,0,0,0,0,0,0,0,269
