County Name,Municipality Name,Reporting Unit,Original or recount,Total Votes,Donald J. Trump / Michael R. Pence,Hillary Clinton / Tim Kaine,Darrell L. Castle / Scott N. Bradley,Gary Johnson / Bill Weld,Jill Stein / Ajamu Baraka,Monica Moorehead / Lamont Lilly,Rocky Roque De La Fuente / Michael Steinberg,Cherunda Fox / Roger Kushner (write-in),Evan McMullin / Nathan Johnson (write-in),Michael A. Maturen / Juan Munoz (write-in),Marshall Schoenke / James Creighton Mitchell Jr. (write-in),Chris Keniston / Deacon Taylor (write-in),Laurence Kotlikoff / Edward E. Leamer (write-in),Tom Hoefling / Steve Schulin (write-in),Joseph Maldonado (write-in),Emidio Soltysik / Angela Nicole Walker (write-in),SCATTERING
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 4,Original,1857,963,760,8,77,18,0,2,0,1,0,0,0,0,0,0,0,28
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 5,Original,745,389,311,4,28,2,0,0,0,2,0,0,0,0,0,0,0,9
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 6,Original,1651,907,648,9,60,11,0,1,0,2,0,0,0,0,0,0,0,13
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 7,Original,970,526,389,0,31,11,1,1,0,2,0,0,0,0,0,0,0,9
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 8,Original,1598,810,710,2,42,12,0,0,0,5,0,0,0,0,0,0,0,17
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 9,Original,637,258,318,3,35,11,1,0,0,3,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 10,Original,690,297,353,3,23,6,0,2,0,3,0,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 11,Original,711,359,295,3,40,7,0,1,0,3,0,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 12,Original,614,269,308,3,22,8,0,0,0,1,0,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 13,Original,723,218,427,1,38,28,2,1,0,0,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 14,Original,728,303,372,3,37,7,0,0,0,0,0,0,0,0,0,0,0,6
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 15,Original,1168,432,621,7,70,24,1,0,0,1,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 16,Original,1002,304,606,7,39,31,0,1,0,3,0,0,0,0,0,0,0,11
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 17,Original,881,301,536,5,22,11,0,0,0,0,1,0,0,0,0,0,0,5
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 18,Original,861,361,446,3,32,7,0,1,0,3,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 19,Original,679,269,356,2,37,10,0,0,0,0,0,0,0,0,0,0,0,5
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 20,Original,753,281,416,2,33,8,1,0,0,2,0,0,0,0,0,0,0,10
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 21,Original,650,207,401,2,26,9,0,1,0,0,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 22,Original,358,134,192,0,20,6,1,0,0,1,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 23,Original,688,269,360,3,35,13,0,2,0,0,0,0,0,0,0,0,0,6
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 24,Original,869,328,485,5,34,8,2,0,0,0,0,0,0,0,0,0,0,7
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 25,Original,797,347,370,8,46,13,1,0,0,1,0,0,0,0,0,0,0,11
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 26,Original,753,222,453,4,42,23,0,0,0,1,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 27,Original,300,77,200,0,4,10,0,0,0,0,1,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 28,Original,839,283,478,5,32,25,1,1,0,0,0,0,0,0,0,0,0,14
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 29,Original,1128,508,515,6,59,22,1,2,0,2,0,0,0,0,0,0,0,13
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 30,Original,980,311,590,5,40,18,4,0,0,0,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 31,Original,1048,465,497,4,51,15,0,2,0,4,0,0,0,0,0,0,0,10
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 32,Original,942,400,469,3,43,14,0,0,0,1,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 33,Original,625,275,302,4,31,6,1,1,0,1,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 34,Original,1236,598,552,2,58,13,0,0,0,1,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 35,Original,826,421,359,2,28,10,0,1,0,1,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 36,Original,505,208,257,2,15,13,1,0,0,1,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 37,Original,861,418,394,4,38,4,0,0,0,0,0,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 38,Original,1083,486,526,5,35,25,1,0,0,0,0,0,0,0,0,0,0,5
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 39,Original,1280,591,587,7,51,27,0,0,0,3,0,0,0,0,0,0,0,14
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 40,Original,833,374,407,3,34,8,0,0,0,0,0,0,0,0,0,0,0,7
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 41,Original,445,231,185,3,16,4,0,0,0,5,0,0,0,0,0,0,0,1
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 42,Original,701,307,349,5,23,7,1,0,0,0,0,0,0,0,0,0,0,9
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 43,Original,1199,608,526,5,31,16,0,0,0,1,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 44,Original,1563,781,682,5,51,21,1,1,0,0,0,0,0,0,0,0,0,21
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 45,Original,1770,1005,675,2,48,11,0,0,0,7,0,0,0,0,0,0,0,22
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 46,Original,1294,576,627,6,50,18,0,1,0,2,0,0,0,0,0,0,0,14
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 47,Original,1490,820,565,3,58,20,0,0,0,6,2,0,0,0,0,0,0,16
BUFFALO ,TOWN OF ALMA,TOWN OF ALMA Ward 1,Original,182,95,79,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF BELVIDERE,TOWN OF BELVIDERE Ward 1,Original,255,149,94,1,6,1,0,0,0,0,0,0,0,0,0,0,0,4
BUFFALO ,TOWN OF BUFFALO,TOWN OF BUFFALO Ward 1,Original,398,225,151,3,9,6,0,1,0,1,0,0,0,0,0,0,0,2
BUFFALO ,TOWN OF CANTON,TOWN OF CANTON Ward 1,Original,141,80,53,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF CROSS,TOWN OF CROSS Ward 1,Original,202,132,58,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1
BUFFALO ,TOWN OF DOVER,TOWN OF DOVER Ward 1,Original,223,130,84,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2
BUFFALO ,TOWN OF GILMANTON,TOWN OF GILMANTON Ward 1,Original,203,128,62,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF GLENCOE,TOWN OF GLENCOE Ward 1,Original,232,165,64,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF LINCOLN,TOWN OF LINCOLN Ward 1,Original,124,78,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
BUFFALO ,TOWN OF MAXVILLE,TOWN OF MAXVILLE Ward 1,Original,177,128,37,1,6,3,1,0,0,1,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF MILTON,TOWN OF MILTON Ward 1,Original,340,173,139,2,15,4,0,0,0,2,0,0,0,0,0,0,0,5
BUFFALO ,TOWN OF MODENA,TOWN OF MODENA Ward 1,Original,162,90,66,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2
BUFFALO ,TOWN OF MONDOVI,TOWN OF MONDOVI Ward 1,Original,251,157,82,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF MONTANA,TOWN OF MONTANA Ward 1,Original,141,95,39,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF NAPLES,TOWN OF NAPLES Ward 1,Original,368,240,103,3,20,1,0,0,0,0,0,0,0,0,0,0,0,1
BUFFALO ,TOWN OF NELSON,TOWN OF NELSON Ward 1,Original,317,210,88,1,11,4,0,0,0,0,0,0,0,0,0,0,0,3
BUFFALO ,TOWN OF WAUMANDEE,TOWN OF WAUMANDEE Ward 1,Original,292,188,87,2,10,2,1,0,0,0,0,0,0,0,0,0,0,2
BUFFALO ,VILLAGE OF COCHRANE,VILLAGE OF COCHRANE Ward 1,Original,201,105,82,2,8,2,0,0,0,0,0,0,0,0,0,0,0,2
BUFFALO ,VILLAGE OF NELSON,VILLAGE OF NELSON Ward 1,Original,174,88,63,1,12,3,2,0,0,1,0,0,0,0,0,0,0,4
BUFFALO ,CITY OF ALMA,CITY OF ALMA Wards 1-2,Original,423,225,176,3,6,5,0,0,0,1,0,0,0,0,0,0,0,7
BUFFALO ,CITY OF BUFFALO CITY,CITY OF BUFFALO CITY Ward 1,Original,611,323,251,5,23,6,0,0,0,0,0,0,0,0,0,0,0,3
BUFFALO ,CITY OF FOUNTAIN CITY,CITY OF FOUNTAIN CITY Ward 1-2,Original,409,192,190,1,12,5,0,0,0,4,0,0,0,0,0,0,0,5
BUFFALO ,CITY OF MONDOVI,CITY OF MONDOVI Wards 1-3,Original,1162,653,443,5,35,9,1,0,0,2,0,0,0,0,0,0,0,14
BURNETT ,TOWN OF ANDERSON,TOWN OF ANDERSON Ward 1,Original,249,172,64,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF BLAINE,TOWN OF BLAINE Ward 1,Original,101,66,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF DANIELS,TOWN OF DANIELS Ward 1,Original,377,251,102,5,11,3,1,0,0,4,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF DEWEY,TOWN OF DEWEY Ward 1,Original,280,166,94,4,12,3,0,1,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF GRANTSBURG,TOWN OF GRANTSBURG Ward 1-3,Original,563,365,163,9,18,6,1,0,0,1,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF JACKSON,TOWN OF JACKSON Ward 1,Original,570,321,232,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF LA FOLLETTE,TOWN OF LA FOLLETTE Ward 1-2,Original,308,167,129,0,7,3,0,0,0,2,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF LINCOLN,TOWN OF LINCOLN Ward 1,Original,172,123,45,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF MEENON,TOWN OF MEENON Ward 1-3,Original,553,369,164,2,13,5,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF OAKLAND,TOWN OF OAKLAND Ward 1-2,Original,575,312,243,0,11,8,1,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF ROOSEVELT,TOWN OF ROOSEVELT Ward 1,Original,109,73,32,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF RUSK,TOWN OF RUSK Ward 1,Original,245,163,76,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF SAND LAKE,TOWN OF SAND LAKE Ward 1,Original,286,157,118,1,6,2,1,0,0,1,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF SCOTT,TOWN OF SCOTT Ward 1-2,Original,406,221,171,2,10,0,1,0,0,1,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF SIREN,TOWN OF SIREN Ward 1-2,Original,526,350,155,1,14,4,0,0,0,2,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF SWISS,TOWN OF SWISS Ward 1-2,Original,427,215,189,2,13,8,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF TRADE LAKE,TOWN OF TRADE LAKE Ward 1-2,Original,506,331,152,4,13,2,1,1,0,2,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF UNION,TOWN OF UNION Ward 1,Original,204,126,75,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF WEBB LAKE,TOWN OF WEBB LAKE Ward 1,Original,282,172,99,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF WEST MARSHLAND,TOWN OF WEST MARSHLAND Ward 1-2,Original,195,143,42,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF WOOD RIVER,TOWN OF WOOD RIVER Ward 1-3,Original,517,360,126,10,15,5,0,0,0,1,0,0,0,0,0,0,0,0
BURNETT ,VILLAGE OF GRANTSBURG,VILLAGE OF GRANTSBURG Ward 1-3,Original,611,379,197,3,19,4,1,0,0,6,0,0,2,0,0,0,0,0
BURNETT ,VILLAGE OF SIREN,VILLAGE OF SIREN Wards 1-2,Original,358,218,127,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,VILLAGE OF WEBSTER,VILLAGE OF WEBSTER Wards 1-2,Original,323,192,122,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,TOWN OF BRILLION,TOWN OF BRILLION Wards 1-2,Original,822,566,195,13,35,9,0,0,0,2,0,0,0,0,0,0,0,2
CALUMET ,TOWN OF BROTHERTOWN,TOWN OF BROTHERTOWN Wards 1-2,Original,737,526,186,3,14,2,0,0,0,3,0,0,0,0,0,0,0,3
CALUMET ,TOWN OF CHARLESTOWN,TOWN OF CHARLESTOWN Ward 1,Original,464,315,123,1,13,4,0,0,0,4,0,0,0,0,0,0,0,4
CALUMET ,TOWN OF CHILTON,TOWN OF CHILTON Wards 1-3,Original,641,449,149,5,23,8,1,0,0,3,0,0,0,0,0,0,0,3
CALUMET ,TOWN OF HARRISON,"TOWN OF HARRISON Wards 7-8,10-12",Original,304,153,118,7,20,2,0,0,0,4,0,0,0,0,0,0,0,0
CALUMET ,TOWN OF NEW HOLSTEIN,TOWN OF NEW HOLSTEIN Wards 1-3,Original,805,517,235,8,25,6,1,1,0,6,0,0,0,0,0,0,0,6
CALUMET ,TOWN OF RANTOUL,TOWN OF RANTOUL Ward 1,Original,419,312,87,3,9,4,0,0,0,2,0,0,0,0,0,0,0,2
CALUMET ,TOWN OF STOCKBRIDGE,TOWN OF STOCKBRIDGE Wards 1-3,Original,922,630,260,6,22,4,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,TOWN OF WOODVILLE,TOWN OF WOODVILLE Ward 1,Original,511,356,111,4,22,5,1,0,6,0,0,0,0,0,0,0,0,6
CALUMET ,VILLAGE OF HARRISON,VILLAGE OF HARRISON Wards 3-4,Original,1119,654,406,8,44,6,0,1,0,0,0,0,0,0,0,0,0,0
CALUMET ,VILLAGE OF HARRISON,"VILLAGE OF HARRISON Wards 5-6,10",Original,1169,658,446,4,50,11,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,VILLAGE OF HARRISON,"VILLAGE OF HARRISON Wards 7-9,14",Original,1181,662,430,8,65,8,0,2,0,3,0,0,0,0,0,0,0,3
CALUMET ,VILLAGE OF HARRISON,VILLAGE OF HARRISON Wards 11-13,Original,1585,927,584,4,61,9,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,VILLAGE OF HARRISON,VILLAGE OF HARRISON Ward 15,Original,170,122,43,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,VILLAGE OF HARRISON,VILLAGE OF HARRISON Ward 16,Original,300,179,99,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,VILLAGE OF HARRISON,VILLAGE OF HARRISON Ward 17,Original,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,VILLAGE OF HARRISON,VILLAGE OF HARRISON Ward 18,Original,357,178,155,2,17,2,0,0,0,3,0,0,0,0,0,0,0,0
CALUMET ,VILLAGE OF HILBERT,VILLAGE OF HILBERT Ward 1-2,Original,532,380,118,2,25,5,0,0,0,1,0,0,0,0,0,0,0,1
CALUMET ,VILLAGE OF POTTER,VILLAGE OF POTTER Ward 1,Original,146,109,24,1,7,2,0,1,0,2,0,0,0,0,0,0,0,0
CALUMET ,VILLAGE OF SHERWOOD,VILLAGE OF SHERWOOD Wards 1-5,Original,1824,1031,683,14,64,13,1,0,0,8,1,0,0,0,0,0,0,9
CALUMET ,VILLAGE OF STOCKBRIDGE,VILLAGE OF STOCKBRIDGE Ward 1,Original,394,237,137,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,CITY OF APPLETON,CITY OF APPLETON Ward 12,Original,319,151,149,1,11,2,0,1,0,2,0,0,0,0,0,0,0,2
CALUMET ,CITY OF APPLETON,CITY OF APPLETON Ward 13,Original,942,424,445,6,55,5,2,1,0,2,0,0,0,0,0,0,0,2
CALUMET ,CITY OF APPLETON,CITY OF APPLETON Ward 14,Original,791,388,362,4,24,4,0,1,0,4,0,0,0,0,0,0,0,4
CALUMET ,CITY OF APPLETON,CITY OF APPLETON Ward 26,Original,1114,506,490,6,68,14,4,0,0,11,2,0,0,0,0,0,0,13
CALUMET ,CITY OF APPLETON,CITY OF APPLETON Ward 44,Original,1091,523,484,9,46,16,0,1,0,6,0,0,0,0,0,0,0,6
CALUMET ,CITY OF APPLETON,CITY OF APPLETON Ward 45,Original,1258,564,613,11,54,8,0,0,0,4,0,0,0,0,0,0,0,4
CALUMET ,CITY OF APPLETON,CITY OF APPLETON Ward 46,Original,95,47,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,CITY OF APPLETON,CITY OF APPLETON Ward 47,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,CITY OF BRILLION,CITY OF BRILLION Ward 1-4,Original,1566,982,501,7,53,15,0,0,0,4,0,0,0,0,0,0,0,4
CALUMET ,CITY OF CHILTON,CITY OF CHILTON Ward 1-5,Original,1773,1044,633,7,69,14,1,1,0,2,0,0,0,0,0,0,0,2
CALUMET ,CITY OF KAUKAUNA,CITY OF KAUKAUNA Ward 11,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,CITY OF KIEL,CITY OF KIEL Ward 7,Original,136,80,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CALUMET ,CITY OF MENASHA,CITY OF MENASHA Wards 16-20,Original,1524,763,662,12,56,10,1,0,0,10,0,0,0,0,0,0,0,10
CALUMET ,CITY OF NEW HOLSTEIN,CITY OF NEW HOLSTEIN Wards 1-5,Original,1632,911,617,10,59,10,1,0,0,12,0,0,0,0,0,0,0,12
CHIPPEWA ,TOWN OF ANSON,TOWN OF ANSON Wards 1-3,Original,1279,757,440,4,65,5,2,0,0,4,0,0,0,0,2,0,0,0
CHIPPEWA ,TOWN OF ANSON,TOWN OF ANSON Ward 4,Original,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF ARTHUR,TOWN OF ARTHUR Ward 1,Original,364,257,92,2,10,2,0,0,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF AUBURN,TOWN OF AUBURN Ward 1,Original,362,221,116,2,18,5,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF BIRCH CREEK,TOWN OF BIRCH CREEK Ward 1,Original,313,191,116,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF BLOOMER,TOWN OF BLOOMER Wards 1-2,Original,551,384,145,2,15,3,0,0,0,2,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF CLEVELAND,TOWN OF CLEVELAND Ward 1,Original,453,318,117,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0
CHIPPEWA ,TOWN OF COLBURN,TOWN OF COLBURN Ward 1,Original,414,295,108,1,6,2,0,0,0,2,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF COOKS VALLEY,TOWN OF COOKS VALLEY Ward 1,Original,388,267,107,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF DELMAR,TOWN OF DELMAR Ward 1,Original,439,299,120,1,17,1,0,0,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF EAGLE POINT,TOWN OF EAGLE POINT Wards 1-5,Original,1907,1136,691,10,55,11,0,0,0,4,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF EDSON,TOWN OF EDSON Wards 1-2,Original,424,264,146,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF ESTELLA,TOWN OF ESTELLA Ward 1,Original,227,162,59,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF GOETZ,TOWN OF GOETZ Wards 1-2,Original,409,243,148,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF GOETZ,TOWN OF GOETZ Ward 3,Original,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF HALLIE,TOWN OF HALLIE Ward 1,Original,98,43,48,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF HOWARD,TOWN OF HOWARD Ward 1,Original,416,245,134,6,28,2,0,0,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF LAFAYETTE,TOWN OF LAFAYETTE Wards 1-9,Original,3440,1881,1380,13,142,24,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF LAKE HOLCOMBE,TOWN OF LAKE HOLCOMBE Wards 1-2,Original,581,397,171,0,10,1,0,0,0,2,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF RUBY,TOWN OF RUBY Ward 1,Original,221,158,57,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF SAMPSON,TOWN OF SAMPSON Ward 1,Original,503,344,133,4,15,2,0,0,0,5,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF SIGEL,TOWN OF SIGEL Wards 1-2,Original,509,308,179,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF TILDEN,TOWN OF TILDEN Wards 1-3,Original,865,521,303,5,30,3,0,0,0,2,1,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF WHEATON,TOWN OF WHEATON Wards 1-3,Original,1568,874,615,11,52,14,1,0,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF WOODMOHR,TOWN OF WOODMOHR Wards 1-2,Original,568,363,173,10,15,6,1,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,VILLAGE OF BOYD,VILLAGE OF BOYD Ward 1,Original,289,162,109,2,12,2,1,0,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,VILLAGE OF CADOTT,VILLAGE OF CADOTT Wards 1-3,Original,611,346,234,4,23,4,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,VILLAGE OF LAKE HALLIE,VILLAGE OF LAKE HALLIE Wards 1-8,Original,3455,1837,1392,17,164,29,1,3,0,12,0,0,0,0,0,0,0,0
CHIPPEWA ,VILLAGE OF NEW AUBURN,VILLAGE OF NEW AUBURN Ward 1,Original,211,152,46,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF BLOOMER,CITY OF BLOOMER Wards 1-4,Original,1748,1091,577,10,52,11,3,0,0,3,1,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 1,Original,870,433,377,4,45,9,0,1,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 2,Original,1025,473,471,7,57,12,1,1,0,3,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 3,Original,1083,512,504,8,42,8,2,0,0,7,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 3A,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 4,Original,787,340,380,1,43,13,2,1,0,6,1,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 5,Original,837,375,371,12,54,20,1,0,0,4,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 6,Original,846,415,369,5,36,19,0,1,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 7,Original,949,434,462,3,32,8,0,1,4,4,1,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CHIPPEWA FALLS,CITY OF CHIPPEWA FALLS Ward 7A,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF CORNELL,CITY OF CORNELL Wards 1-4,Original,644,415,207,2,14,5,0,0,0,1,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF EAU CLAIRE,CITY OF EAU CLAIRE Ward 16,Original,904,416,423,7,40,17,0,1,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF EAU CLAIRE,CITY OF EAU CLAIRE Ward 40,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF EAU CLAIRE,CITY OF EAU CLAIRE Ward 41,Original,76,32,36,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPPEWA ,CITY OF STANLEY,"CITY OF STANLEY Wards 1-4,6-7",Original,916,540,327,5,27,17,0,0,0,0,0,0,0,0,0,0,0,0
CLARK ,TOWN OF BEAVER,TOWN OF BEAVER Ward 1,Original,255,177,66,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0
