County,,,Muni,HINDI,ward,Voter Count,
BROWN COUNTY,,,VILLAGE OF ALLOUEZ - BROWN COUNTY,05102,Village of Allouez - Ward 3,592,
BROWN COUNTY,,,VILLAGE OF ALLOUEZ - BROWN COUNTY,05102,Village of Allouez - Ward 4,1440,
BROWN COUNTY,,,VILLAGE OF ALLOUEZ - BROWN COUNTY,05102,Village of Allouez - Ward 5,1069,
BROWN COUNTY,,,VILLAGE OF ALLOUEZ - BROWN COUNTY,05102,Village of Allouez - Ward 6,1525,
BROWN COUNTY,,,VILLAGE OF ALLOUEZ - BROWN COUNTY,05102,Village of Allouez - Ward 7,852,
BROWN COUNTY,,,VILLAGE OF ALLOUEZ - BROWN COUNTY,05102,Village of Allouez - Ward 8,1266,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 1,796,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 10,1184,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 11,893,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 12,947,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 2,816,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 3,648,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 4,917,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 5,842,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 6,874,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 7,934,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 8,1043,
BROWN COUNTY,,,VILLAGE OF ASHWAUBENON - BROWN COUNTY,05104,Village of Ashwaubenon - Ward 9,1047,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,City of Green Bay - Ward 7,1,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 1,752,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 10,1386,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 2,596,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 3,553,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 4,683,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 5,914,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 6,931,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 7,1239,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 8,1012,
BROWN COUNTY,,,VILLAGE OF BELLEVUE - BROWN COUNTY,05106,Village of Bellevue - Ward 9,1113,
BROWN COUNTY,,,VILLAGE OF DENMARK - BROWN COUNTY,05116,Village of Denmark - Ward 1,492,
BROWN COUNTY,,,VILLAGE OF DENMARK - BROWN COUNTY,05116,Village of Denmark - Ward 2,386,
BROWN COUNTY,,,VILLAGE OF DENMARK - BROWN COUNTY,05116,Village of Denmark - Ward 3,399,
BROWN COUNTY,,,VILLAGE OF HOBART - BROWN COUNTY,05126,Village of Hobart - Ward 1,1158,
BROWN COUNTY,,,VILLAGE OF HOBART - BROWN COUNTY,05126,Village of Hobart - Ward 2,723,
BROWN COUNTY,,,VILLAGE OF HOBART - BROWN COUNTY,05126,Village of Hobart - Ward 3,537,
BROWN COUNTY,,,VILLAGE OF HOBART - BROWN COUNTY,05126,Village of Hobart - Ward 4,474,
BROWN COUNTY,,,VILLAGE OF HOBART - BROWN COUNTY,05126,Village of Hobart - Ward 5,479,
BROWN COUNTY,,,VILLAGE OF HOBART - BROWN COUNTY,05126,Village of Hobart - Ward 6,429,
BROWN COUNTY,,,VILLAGE OF HOBART - BROWN COUNTY,05126,Village of Hobart - Ward 7,575,
BROWN COUNTY,,,VILLAGE OF HOBART - BROWN COUNTY,05126,Village Of Hobart - Ward 8,781,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 1,641,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 10,975,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 11,1090,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 12,624,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 13,903,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 14,366,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 15,1067,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 16,499,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village Of Howard - Ward 18,428,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 2,521,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 3,480,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 4,458,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 5,479,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 6,636,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 7,682,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 8,1185,
BROWN COUNTY,,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,05136,Village of Howard - Ward 9,742,
BROWN COUNTY,,,VILLAGE OF PULASKI - MULTIPLE COUNTIES,05171,Village of Pulaski - Ward 1,347,
BROWN COUNTY,,,VILLAGE OF PULASKI - MULTIPLE COUNTIES,05171,Village of Pulaski - Ward 2,454,
BROWN COUNTY,,,VILLAGE OF PULASKI - MULTIPLE COUNTIES,05171,Village of Pulaski - Ward 3,563,
BROWN COUNTY,,,VILLAGE OF PULASKI - MULTIPLE COUNTIES,05171,Village of Pulaski - Ward 4,77,
BROWN COUNTY,,,VILLAGE OF PULASKI - MULTIPLE COUNTIES,05171,Village of Pulaski - Ward 6,392,
BROWN COUNTY,,,VILLAGE OF SUAMICO - BROWN COUNTY,05178,Village of Suamico - Ward 1,885,
BROWN COUNTY,,,VILLAGE OF SUAMICO - BROWN COUNTY,05178,Village of Suamico - Ward 2,761,
BROWN COUNTY,,,VILLAGE OF SUAMICO - BROWN COUNTY,05178,Village of Suamico - Ward 3,859,
BROWN COUNTY,,,VILLAGE OF SUAMICO - BROWN COUNTY,05178,Village of Suamico - Ward 4,1266,
BROWN COUNTY,,,VILLAGE OF SUAMICO - BROWN COUNTY,05178,Village of Suamico - Ward 5,1310,
BROWN COUNTY,,,VILLAGE OF SUAMICO - BROWN COUNTY,05178,Village of Suamico - Ward 6,758,
BROWN COUNTY,,,VILLAGE OF SUAMICO - BROWN COUNTY,05178,Village of Suamico - Ward 7,872,
BROWN COUNTY,,,VILLAGE OF SUAMICO - BROWN COUNTY,05178,Village of Suamico - Ward 8,1453,
OUTAGAMIE COUNTY,,,VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES,05191,Village of Wrightstown - Ward 1,529,
OUTAGAMIE COUNTY,,,VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES,05191,Village of Wrightstown - Ward 2,466,
OUTAGAMIE COUNTY,,,VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES,05191,Village of Wrightstown - Ward 3,595,
OUTAGAMIE COUNTY,,,VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES,05191,Village Of Wrightstown - Ward 4,146,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 1,1311,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 10,1259,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 11,1379,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 12,1194,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 13,1267,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 14,1286,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 15,1180,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 16,8,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 2,1242,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 3,827,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 4,783,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 5,283,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 6,1084,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 7,1016,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 8,907,
BROWN COUNTY,,,CITY OF DE PERE - BROWN COUNTY,05216,City of De Pere - Ward 9,729,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 1,19,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 10,793,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 11,854,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 12,890,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 13,1022,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 14,875,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 15,1506,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 16,1291,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 17,1201,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 18,1074,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 19,795,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 2,1522,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 20,902,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 21,828,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 22,465,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 23,1046,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 24,1027,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 25,987,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 26,979,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 27,432,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 28,1222,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 29,1543,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 3,2266,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 30,1245,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 31,1291,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 32,1072,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 33,702,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 34,1407,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 35,937,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 36,636,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 37,1025,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 38,1282,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 39,1536,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 4,2325,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 40,1008,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 41,521,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 42,995,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 43,1447,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 44,1846,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 45,2089,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 46,1586,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 47,1695,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 5,854,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 6,1945,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 7,1139,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 8,1845,
BROWN COUNTY,,,CITY OF GREEN BAY - BROWN COUNTY,05231,City of Green Bay - Ward 9,864,
BUFFALO COUNTY,,,TOWN OF ALMA - BUFFALO COUNTY,06002,Town of Alma - Ward 1,213,
BUFFALO COUNTY,,,TOWN OF BELVIDERE - BUFFALO COUNTY,06004,Town of Belvidere - Ward 1,307,
BUFFALO COUNTY,,,TOWN OF BUFFALO - BUFFALO COUNTY,06006,Town of Buffalo - Ward 1,488,
BUFFALO COUNTY,,,TOWN OF CANTON - BUFFALO COUNTY,06008,Town of Canton - Ward 1,168,
BUFFALO COUNTY,,,TOWN OF CROSS - BUFFALO COUNTY,06010,Town of Cross - Ward 1,239,
BUFFALO COUNTY,,,TOWN OF DOVER - BUFFALO COUNTY,06012,Town of Dover - Ward 1,275,
BUFFALO COUNTY,,,TOWN OF GILMANTON - BUFFALO COUNTY,06014,Town of Gilmanton - Ward 1,262,
BUFFALO COUNTY,,,TOWN OF GLENCOE - BUFFALO COUNTY,06016,Town of Glencoe - Ward 1,277,
BUFFALO COUNTY,,,TOWN OF LINCOLN - BUFFALO COUNTY,06018,Town of Lincoln - Ward 1,133,
BUFFALO COUNTY,,,TOWN OF MAXVILLE - BUFFALO COUNTY,06020,Town of Maxville - Ward 1,204,
BUFFALO COUNTY,,,TOWN OF MILTON - BUFFALO COUNTY,06022,Town of Milton - Ward 1,387,
BUFFALO COUNTY,,,TOWN OF MODENA - BUFFALO COUNTY,06024,Town of Modena - Ward 1,186,
BUFFALO COUNTY,,,TOWN OF MONDOVI - BUFFALO COUNTY,06026,Town of Mondovi - Ward 1,291,
BUFFALO COUNTY,,,TOWN OF MONTANA - BUFFALO COUNTY,06028,Town of Montana - Ward 1,177,
BUFFALO COUNTY,,,TOWN OF NAPLES - BUFFALO COUNTY,06030,Town of Naples - Ward 1,402,
BUFFALO COUNTY,,,TOWN OF NELSON - BUFFALO COUNTY,06032,Town of Nelson - Ward 1,353,
BUFFALO COUNTY,,,TOWN OF WAUMANDEE - BUFFALO COUNTY,06034,Town of Waumandee - Ward 1,313,
BUFFALO COUNTY,,,VILLAGE OF COCHRANE - BUFFALO COUNTY,06111,Village of Cochrane - Ward 1,252,
BUFFALO COUNTY,,,VILLAGE OF NELSON - BUFFALO COUNTY,06154,Village of Nelson - Ward 1,188,
BUFFALO COUNTY,,,CITY OF ALMA - BUFFALO COUNTY,06201,City of Alma - Ward 1,266,
BUFFALO COUNTY,,,CITY OF ALMA - BUFFALO COUNTY,06201,City of Alma - Ward 2,285,
BUFFALO COUNTY,,,CITY OF BUFFALO CITY - BUFFALO COUNTY,06206,City of Buffalo - Ward 1,661,
BUFFALO COUNTY,,,CITY OF FOUNTAIN CITY - BUFFALO COUNTY,06226,City of Fountain City - Ward 1,341,
BUFFALO COUNTY,,,CITY OF FOUNTAIN CITY - BUFFALO COUNTY,06226,City of Fountain City - Ward 2,208,
BUFFALO COUNTY,,,CITY OF MONDOVI - BUFFALO COUNTY,06251,City of Mondovi - Ward 1,529,
BUFFALO COUNTY,,,CITY OF MONDOVI - BUFFALO COUNTY,06251,City of Mondovi - Ward 2,433,
BUFFALO COUNTY,,,CITY OF MONDOVI - BUFFALO COUNTY,06251,City of Mondovi - Ward 3,509,
BURNETT COUNTY,,,TOWN OF ANDERSON - BURNETT COUNTY,07002,Town of Anderson - Ward 1,258,
BURNETT COUNTY,,,TOWN OF BLAINE - BURNETT COUNTY,07004,Town of Blaine - Ward 1,124,
BURNETT COUNTY,,,TOWN OF DANIELS - BURNETT COUNTY,07006,Town of Daniels - Ward 1,425,
BURNETT COUNTY,,,TOWN OF DEWEY - BURNETT COUNTY,07008,Town of Dewey - Ward 1,319,
BURNETT COUNTY,,,TOWN OF DEWEY - BURNETT COUNTY,07008,Town of La Follette - Ward 1,1,
BURNETT COUNTY,,,TOWN OF GRANTSBURG - BURNETT COUNTY,07010,Town of Grantsburg - Ward 1,249,
BURNETT COUNTY,,,TOWN OF GRANTSBURG - BURNETT COUNTY,07010,Town of Grantsburg - Ward 2,177,
BURNETT COUNTY,,,TOWN OF GRANTSBURG - BURNETT COUNTY,07010,Town of Grantsburg - Ward 3,208,
BURNETT COUNTY,,,TOWN OF JACKSON - BURNETT COUNTY,07012,Town of Jackson - Ward 1,685,
BURNETT COUNTY,,,TOWN OF LA FOLLETTE - BURNETT COUNTY,07014,Town of La Follette - Ward 1,281,
BURNETT COUNTY,,,TOWN OF LA FOLLETTE - BURNETT COUNTY,07014,Town of La Follette - Ward 2,105,
BURNETT COUNTY,,,TOWN OF LINCOLN - BURNETT COUNTY,07016,Town of Lincoln - Ward 1,191,
BURNETT COUNTY,,,TOWN OF MEENON - BURNETT COUNTY,07018,Town of Lincoln - Ward 1,1,
BURNETT COUNTY,,,TOWN OF MEENON - BURNETT COUNTY,07018,Town of Meenon - Ward 1,246,
BURNETT COUNTY,,,TOWN OF MEENON - BURNETT COUNTY,07018,Town of Meenon - Ward 2,220,
BURNETT COUNTY,,,TOWN OF MEENON - BURNETT COUNTY,07018,Town of Meenon - Ward 3,175,
BURNETT COUNTY,,,TOWN OF OAKLAND - BURNETT COUNTY,07020,Town of Oakland - Ward 1,339,
BURNETT COUNTY,,,TOWN OF OAKLAND - BURNETT COUNTY,07020,Town of Oakland - Ward 2,317,
BURNETT COUNTY,,,TOWN OF ROOSEVELT - BURNETT COUNTY,07022,Town of Roosevelt - Ward 1,122,
BURNETT COUNTY,,,TOWN OF RUSK - BURNETT COUNTY,07024,Town of Rusk - Ward 1,264,
BURNETT COUNTY,,,TOWN OF SAND LAKE - BURNETT COUNTY,07026,Town of Sand Lake - Ward 1,335,
BURNETT COUNTY,,,TOWN OF SCOTT - BURNETT COUNTY,07028,Town of Scott - Ward 1,293,
BURNETT COUNTY,,,TOWN OF SCOTT - BURNETT COUNTY,07028,Town of Scott - Ward 2,188,
BURNETT COUNTY,,,TOWN OF SIREN - BURNETT COUNTY,07030,Town of Siren - Ward 1,433,
BURNETT COUNTY,,,TOWN OF SIREN - BURNETT COUNTY,07030,Town of Siren - Ward 2,232,
BURNETT COUNTY,,,TOWN OF SWISS - BURNETT COUNTY,07032,Town of Swiss - Ward 1,426,
BURNETT COUNTY,,,TOWN OF SWISS - BURNETT COUNTY,07032,Town of Swiss - Ward 2,80,
BURNETT COUNTY,,,TOWN OF TRADE LAKE - BURNETT COUNTY,07034,Town of Trade Lake - Ward 1,528,
BURNETT COUNTY,,,TOWN OF TRADE LAKE - BURNETT COUNTY,07034,Town of Trade Lake - Ward 2,29,
BURNETT COUNTY,,,TOWN OF UNION - BURNETT COUNTY,07036,Town of Union - Ward 1,230,
BURNETT COUNTY,,,TOWN OF WEBB LAKE - BURNETT COUNTY,07038,Town of Webb Lake - Ward 1,370,
BURNETT COUNTY,,,TOWN OF WEST MARSHLAND - BURNETT COUNTY,07040,Town of West Marshland - Ward 1,179,
BURNETT COUNTY,,,TOWN OF WEST MARSHLAND - BURNETT COUNTY,07040,Town of West Marshland - Ward 2,42,
BURNETT COUNTY,,,TOWN OF WOOD RIVER - BURNETT COUNTY,07042,Town of Wood River - Ward 1,472,
BURNETT COUNTY,,,TOWN OF WOOD RIVER - BURNETT COUNTY,07042,Town of Wood River - Ward 2,50,
BURNETT COUNTY,,,TOWN OF WOOD RIVER - BURNETT COUNTY,07042,Town Of Wood River - Ward 3,85,
BURNETT COUNTY,,,VILLAGE OF GRANTSBURG - BURNETT COUNTY,07131,Village of Grantsburg - Ward 1,421,
BURNETT COUNTY,,,VILLAGE OF GRANTSBURG - BURNETT COUNTY,07131,Village of Grantsburg - Ward 2,175,
BURNETT COUNTY,,,VILLAGE OF GRANTSBURG - BURNETT COUNTY,07131,Village Of Grantsburg - Ward 3,156,
BURNETT COUNTY,,,VILLAGE OF SIREN - BURNETT COUNTY,07181,Village of Siren - Ward 1,400,
BURNETT COUNTY,,,VILLAGE OF SIREN - BURNETT COUNTY,07181,Village of Siren - Ward 2,65,
BURNETT COUNTY,,,VILLAGE OF WEBSTER - BURNETT COUNTY,07191,Village of Webster - Ward 1,219,
BURNETT COUNTY,,,VILLAGE OF WEBSTER - BURNETT COUNTY,07191,Village Of Webster - Ward 2,168,
CALUMET COUNTY,,,TOWN OF BRILLION - CALUMET COUNTY,08002,City of Brillion - Ward 1,1,
CALUMET COUNTY,,,TOWN OF BRILLION - CALUMET COUNTY,08002,Town of Brillion - Ward 1,572,
CALUMET COUNTY,,,TOWN OF BRILLION - CALUMET COUNTY,08002,Town of Brillion - Ward 2,335,
CALUMET COUNTY,,,TOWN OF BROTHERTOWN - CALUMET COUNTY,08004,Town of Brothertown - Ward 1,426,
CALUMET COUNTY,,,TOWN OF BROTHERTOWN - CALUMET COUNTY,08004,Town of Brothertown - Ward 2,428,
CALUMET COUNTY,,,TOWN OF CHARLESTOWN - CALUMET COUNTY,08006,Town of Charlestown - Ward 1,499,
CALUMET COUNTY,,,TOWN OF CHILTON - CALUMET COUNTY,08008,Town of Chilton - Ward 1,219,
CALUMET COUNTY,,,TOWN OF CHILTON - CALUMET COUNTY,08008,Town of Chilton - Ward 2,420,
CALUMET COUNTY,,,TOWN OF CHILTON - CALUMET COUNTY,08008,Town Of Chilton - Ward 3,57,
CALUMET COUNTY,,,TOWN OF HARRISON - CALUMET COUNTY,08010,Town of Harrison - Ward 10,18,
CALUMET COUNTY,,,TOWN OF HARRISON - CALUMET COUNTY,08010,Town of Harrison - Ward 11,214,
CALUMET COUNTY,,,TOWN OF HARRISON - CALUMET COUNTY,08010,Town of Harrison - Ward 12,112,
CALUMET COUNTY,,,TOWN OF HARRISON - CALUMET COUNTY,08010,Town of Harrison - Ward 7,6,
CALUMET COUNTY,,,TOWN OF NEW HOLSTEIN - CALUMET COUNTY,08012,Town of New Holstein - Ward 1,286,
CALUMET COUNTY,,,TOWN OF NEW HOLSTEIN - CALUMET COUNTY,08012,Town of New Holstein - Ward 2,206,
CALUMET COUNTY,,,TOWN OF NEW HOLSTEIN - CALUMET COUNTY,08012,Town of New Holstein - Ward 3,409,
CALUMET COUNTY,,,TOWN OF RANTOUL - CALUMET COUNTY,08014,Town of Rantoul - Ward 1,478,
CALUMET COUNTY,,,TOWN OF STOCKBRIDGE - CALUMET COUNTY,08016,Town of Stockbridge - Ward 1,524,
CALUMET COUNTY,,,TOWN OF STOCKBRIDGE - CALUMET COUNTY,08016,Town of Stockbridge - Ward 2,345,
CALUMET COUNTY,,,TOWN OF STOCKBRIDGE - CALUMET COUNTY,08016,Town of Stockbridge - Ward 3,182,
CALUMET COUNTY,,,TOWN OF WOODVILLE - CALUMET COUNTY,08018,Town of Woodville - Ward 1,563,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Town of Harrison - Ward 11,1,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 10,534,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 11,361,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 12,667,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 13,748,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 14,306,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 15,201,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 16,330,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 17,7,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,VILLAGE OF HARRISON - WARD 18,410,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 3,679,
CALUMET COUNTY,,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,08131,Village Of Harrison - Ward 4,624,
