"","muni_county","county","municipality","registrants","late_registrants","edrs","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","absentee_issued","absentee_undeliverable","counted_absent","rejected_absent","fwab_counted","fwab_rejected","military_issued","military_undeliverable","military_counted","military_rejected","overseas_issued","overseas_undeliverable","overseas_counted","overseas_rejected","total_ballots_2008"
"151","CITY OF PESHTIGO MARINETTE","MARINETTE","CITY OF PESHTIGO",1498,110,199,1494,1494,450,0,1044,460,0,450,0,2,0,2,0,1,0,0,0,0,0,1494
"152","CITY OF PEWAUKEE WAUKESHA","WAUKESHA","CITY OF PEWAUKEE",9966,417,845,8699,8699,0,8699,0,2801,5,2790,22,7,0,10,2,5,0,7,1,0,0,8699
"153","CITY OF PHILLIPS PRICE","PRICE","CITY OF PHILLIPS",741,6,116,701,701,478,0,223,111,1,110,0,1,0,2,1,1,0,0,0,1,0,701
"154","CITY OF PITTSVILLE WOOD","WOOD","CITY OF PITTSVILLE",384,19,84,438,438,0,438,0,42,0,42,0,0,0,2,0,2,0,1,0,1,0,438
"155","CITY OF PLATTEVILLE GRANT","GRANT","CITY OF PLATTEVILLE",8244,368,1553,6086,6086,6086,0,0,1720,0,1705,0,11,0,4,0,2,0,0,0,0,0,6086
"156","CITY OF PLYMOUTH SHEBOYGAN","SHEBOYGAN","CITY OF PLYMOUTH",5727,189,466,4686,4686,0,4677,15,1578,0,1575,12,4,0,6,0,5,0,0,0,0,0,4686
"157","CITY OF PORT WASHINGTON OZAUKEE","OZAUKEE","CITY OF PORT WASHINGTON",7822,245,670,6433,6442,0,6433,0,1833,8,1762,1,5,0,9,0,6,0,9,0,0,0,6433
"158","CITY OF PORTAGE COLUMBIA","COLUMBIA","CITY OF PORTAGE",5199,218,627,4262,4262,0,4264,0,1069,1057,1055,0,5,0,9,5,5,0,9,2,2,0,4262
"159","CITY OF PRAIRIE DU CHIEN CRAWFORD","CRAWFORD","CITY OF PRAIRIE DU CHIEN",3365,100,341,2634,2634,1083,0,1551,458,2,442,2,3,0,6,0,6,0,3,0,2,0,2634
"160","CITY OF PRESCOTT PIERCE","PIERCE","CITY OF PRESCOTT",3392,117,454,2237,2237,5,1990,242,252,0,243,6,3,0,5,0,5,0,0,0,0,0,2237
"161","CITY OF PRINCETON GREEN LAKE","GREEN LAKE","CITY OF PRINCETON",799,17,51,628,628,0,421,207,77,0,75,0,0,0,3,0,2,0,0,0,0,0,628
"162","CITY OF RACINE RACINE","RACINE","CITY OF RACINE",45100,1701,6273,35858,35867,4,35989,11,10466,10064,9568,125,11,1,92,46,46,2,92,18,18,1,35858
"163","CITY OF REEDSBURG SAUK","SAUK","CITY OF REEDSBURG",5347,189,675,4040,4052,0,7163,0,842,0,825,0,1,0,6,0,2,0,0,0,0,0,4040
"164","CITY OF RHINELANDER ONEIDA","ONEIDA","CITY OF RHINELANDER",3438,59,362,3899,3895,0,3899,0,619,0,592,19,3,0,14,0,9,0,14,0,0,0,3899
"165","CITY OF RICE LAKE BARRON","BARRON","CITY OF RICE LAKE",5111,211,722,4225,4226,2,3007,1216,863,2,840,18,2,0,9,0,6,1,4,1,1,0,4225
"166","CITY OF RICHLAND CENTER RICHLAND","RICHLAND","CITY OF RICHLAND CENTER",4281,76,228,2462,2462,1810,0,645,399,2,385,6,1,0,4,0,4,0,1,0,1,0,2462
"167","CITY OF RIPON FOND DU LAC","FOND DU LAC","CITY OF RIPON",4857,182,361,3843,3843,0,3843,0,858,0,851,7,12,0,9,0,5,0,9,0,0,0,3843
"168","CITY OF RIVER FALLS PIERCE","PIERCE","CITY OF RIVER FALLS",9279,282,1209,6380,6382,464,4470,1446,1201,1,1135,0,4,0,21,1,12,0,13,0,1,0,6380
"169","CITY OF RIVER FALLS ST. CROIX","ST. CROIX","CITY OF RIVER FALLS",2038,93,404,1790,1790,361,1141,288,540,1,512,0,0,0,7,1,5,0,1,0,0,0,1790
"170","CITY OF SCHOFIELD MARATHON","MARATHON","CITY OF SCHOFIELD",1421,57,180,1120,1120,1120,0,0,212,0,210,0,0,0,4,0,3,0,0,0,0,0,1120
"171","CITY OF SEYMOUR OUTAGAMIE","OUTAGAMIE","CITY OF SEYMOUR",1593,48,317,1673,1673,0,1536,137,389,0,384,0,1,0,4,0,4,0,0,0,0,0,1673
"172","CITY OF SHAWANO SHAWANO","SHAWANO","CITY OF SHAWANO",5610,159,511,4004,4004,0,3745,269,899,19,861,1,3,0,8,1,5,0,5,2,1,0,4004
"173","CITY OF SHEBOYGAN FALLS SHEBOYGAN","SHEBOYGAN","CITY OF SHEBOYGAN FALLS",4701,165,517,4514,4514,0,NA,NA,1254,7,1221,14,1,0,8,1,3,0,8,0,0,0,4514
"174","CITY OF SHEBOYGAN SHEBOYGAN","SHEBOYGAN","CITY OF SHEBOYGAN",26913,654,3552,23303,23308,0,21564,1748,5652,37,5307,20,31,0,44,0,15,0,32,0,5,0,23303
"175","CITY OF SHELL LAKE WASHBURN","WASHBURN","CITY OF SHELL LAKE",732,25,153,768,768,619,149,0,158,0,153,1,2,0,2,0,2,0,0,0,0,0,768
"176","CITY OF SHULLSBURG LAFAYETTE","LAFAYETTE","CITY OF SHULLSBURG",638,4,58,575,575,340,0,235,65,0,65,0,0,0,1,0,1,0,0,0,0,0,575
"177","CITY OF SOUTH MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF SOUTH MILWAUKEE",13122,391,1575,11193,11197,0,10957,236,2668,6,2286,4,7,1,24,6,7,0,12,5,1,0,11193
"178","CITY OF SPARTA MONROE","MONROE","CITY OF SPARTA",6098,131,466,3948,3948,0,3947,1,1137,0,1137,0,10,0,15,0,12,0,0,0,0,0,3948
"179","CITY OF SPOONER WASHBURN","WASHBURN","CITY OF SPOONER",1208,66,305,1291,1291,0,377,899,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1291
"180","CITY OF ST. CROIX FALLS POLK","POLK","CITY OF ST. CROIX FALLS",1226,37,248,1191,1191,0,1191,0,223,0,212,2,1,0,2,0,1,0,0,0,0,0,1191
"181","CITY OF ST. FRANCIS MILWAUKEE","MILWAUKEE","CITY OF ST. FRANCIS",5117,151,911,5117,5117,0,4965,146,1070,4,982,1,7,0,8,2,3,0,7,0,1,0,5117
"182","CITY OF STANELY CLARK","CLARK","CITY OF STANELY",2,0,0,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"183","CITY OF STANLEY CHIPPEWA","CHIPPEWA","CITY OF STANLEY",898,44,251,955,955,955,0,0,116,0,116,0,1,0,5,0,3,0,5,0,3,0,955
"184","CITY OF STEVENS POINT PORTAGE","PORTAGE","CITY OF STEVENS POINT",20455,618,2983,15503,15508,0,15440,3,3569,17,3487,28,41,1,20,1,13,0,14,1,1,0,15503
"185","CITY OF STOUGHTON DANE","DANE","CITY OF STOUGHTON",7618,305,875,6794,6793,0,6794,0,6361,0,1847,2,9,0,11,0,11,0,0,0,0,0,6794
"186","CITY OF STURGEON BAY DOOR","DOOR","CITY OF STURGEON BAY",6426,123,714,4824,4820,0,4816,10,997,0,890,5,10,0,6,0,4,0,0,0,0,0,4824
"187","CITY OF SUN PRAIRIE DANE","DANE","CITY OF SUN PRAIRIE",17532,919,2404,14837,14903,0,14838,0,5731,3,5614,117,10,1,21,3,14,0,16,3,0,0,14837
"188","CITY OF SUPERIOR DOUGLAS","DOUGLAS","CITY OF SUPERIOR",17161,451,2885,14127,14133,0,14127,0,2436,2,2386,3,19,0,40,2,19,0,29,4,8,0,14127
"189","CITY OF THORP CLARK","CLARK","CITY OF THORP",866,36,102,779,779,0,640,139,127,0,123,0,0,0,1,0,1,0,0,0,0,0,779
"190","CITY OF TOMAH MONROE","MONROE","CITY OF TOMAH",4984,270,594,3870,3870,0,3870,0,816,1,787,0,1,0,33,1,21,0,18,5,5,0,3870
"191","CITY OF TOMAHAWK LINCOLN","LINCOLN","CITY OF TOMAHAWK",1515,50,364,1704,1704,0,0,1704,336,0,334,1,2,0,7,0,4,1,0,0,0,0,1704
"192","CITY OF TWO RIVERS MANITOWOC","MANITOWOC","CITY OF TWO RIVERS",7050,207,725,6086,6086,0,6168,0,1167,0,1140,2,3,0,13,0,10,0,0,0,0,0,6086
"193","CITY OF VERONA DANE","DANE","CITY OF VERONA",6943,305,603,6269,6269,6269,0,2,2069,5,2064,2064,3,3,2,0,0,0,6,2,0,0,6269
"194","CITY OF VIROQUA VERNON","VERNON","CITY OF VIROQUA",2094,140,485,2331,2331,6,2316,9,421,0,421,2,6,0,1,0,1,0,0,0,0,0,2331
"195","CITY OF WASHBURN BAYFIELD","BAYFIELD","CITY OF WASHBURN",1230,17,121,1200,1200,0,0,1200,203,1,198,3,0,0,0,0,0,0,0,0,0,0,1200
"196","CITY OF WATERLOO JEFFERSON","JEFFERSON","CITY OF WATERLOO",2100,100,30,1576,2218,0,1576,0,24,0,24,0,1,0,2,0,1,0,2,0,1,0,1576
"197","CITY OF WATERTOWN DODGE","DODGE","CITY OF WATERTOWN",5159,148,424,4416,4418,0,4416,0,1104,9,1062,0,5,0,10,0,5,0,6,1,0,0,4416
"198","CITY OF WATERTOWN JEFFERSON","JEFFERSON","CITY OF WATERTOWN",8105,325,956,6925,6925,0,6925,0,1795,346,1401,1,12,0,22,0,11,0,14,1,3,0,6925
"199","CITY OF WAUKESHA WAUKESHA","WAUKESHA","CITY OF WAUKESHA",37796,1406,6578,35963,35477,45207,0,655,9832,27,8423,39,16,3,79,8,45,0,13,0,5,1,35963
"200","CITY OF WAUPACA WAUPACA","WAUPACA","CITY OF WAUPACA",3560,78,281,2605,2605,0,2238,363,733,9,720,18,4,0,8,0,7,0,8,3,8,3,2605
"201","CITY OF WAUPUN DODGE","DODGE","CITY OF WAUPUN",2899,87,242,2360,2360,0,2359,1,391,0,379,0,5,0,5,0,4,0,5,0,1,0,2360
"202","CITY OF WAUPUN FOND DU LAC","FOND DU LAC","CITY OF WAUPUN",2155,69,126,1777,1777,0,1777,0,331,0,325,0,1,0,2,0,1,0,2,0,1,0,1777
"203","CITY OF WAUSAU MARATHON","MARATHON","CITY OF WAUSAU",21692,1027,2858,18456,18456,0,18186,0,5948,0,5850,99,26,0,43,0,27,1,33,2,8,0,18456
"204","CITY OF WAUTOMA WAUSHARA","WAUSHARA","CITY OF WAUTOMA",652,41,178,723,723,0,723,0,152,0,149,1,0,0,0,0,0,0,0,0,0,0,723
"205","CITY OF WAUWATOSA MILWAUKEE","MILWAUKEE","CITY OF WAUWATOSA",32603,599,3817,28210,28060,0,28187,113,6773,24,6528,32,14,0,31,1,18,0,18,0,2,0,28210
"206","CITY OF WEST ALLIS MILWAUKEE","MILWAUKEE","CITY OF WEST ALLIS",37029,1163,5665,31341,31341,0,31341,0,6221,60,6026,39,13,0,38,1,20,2,38,1,4,0,31341
"207","CITY OF WEST BEND WASHINGTON","WASHINGTON","CITY OF WEST BEND",18705,688,2049,16134,16134,4,16130,0,4754,0,4667,0,21,0,32,0,25,0,0,0,0,0,16134
"208","CITY OF WESTBY VERNON","VERNON","CITY OF WESTBY",1043,47,368,1133,1133,675,0,458,158,0,157,0,0,0,0,0,0,0,0,0,0,0,1133
"209","CITY OF WEYAUWEGA WAUPACA","WAUPACA","CITY OF WEYAUWEGA",711,12,168,721,721,127,0,594,101,0,101,1,1,0,0,0,0,0,0,0,0,0,721
"210","CITY OF WHITEHALL TREMPEALEAU","TREMPEALEAU","CITY OF WHITEHALL",824,47,86,716,716,363,0,353,72,0,71,0,0,0,0,0,0,0,0,0,0,0,716
"211","CITY OF WHITEWATER JEFFERSON","JEFFERSON","CITY OF WHITEWATER",2670,128,683,1778,1778,0,1772,0,314,0,312,0,0,0,0,0,0,0,0,0,0,0,1778
"212","CITY OF WHITEWATER WALWORTH","WALWORTH","CITY OF WHITEWATER",8889,543,1716,6106,6106,0,6346,0,1772,1,1754,0,6,0,3,0,2,0,0,0,0,0,6106
"213","CITY OF WISCONSIN DELLS ADAMS","ADAMS","CITY OF WISCONSIN DELLS",13,2,4,19,19,0,19,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,19
"214","CITY OF WISCONSIN DELLS COLUMBIA","COLUMBIA","CITY OF WISCONSIN DELLS",1220,27,181,1166,1166,0,1166,0,231,0,228,0,1,0,2,0,0,0,0,0,0,0,1166
"215","CITY OF WISCONSIN DELLS JUNEAU","JUNEAU","CITY OF WISCONSIN DELLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","CITY OF WISCONSIN DELLS SAUK","SAUK","CITY OF WISCONSIN DELLS",59,1,16,61,60,0,61,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,61
"217","CITY OF WISCONSIN RAPIDS WOOD","WOOD","CITY OF WISCONSIN RAPIDS",11025,340,1286,8922,8922,5,8917,1,1831,1,1789,49,5,0,17,0,10,1,12,0,3,0,8922
"218","TOWN OF ABRAMS OCONTO","OCONTO","TOWN OF ABRAMS",960,11,166,1022,1022,1,548,473,285,0,281,1,4,0,3,0,3,0,0,0,1,0,1022
"219","TOWN OF ACKLEY LANGLADE","LANGLADE","TOWN OF ACKLEY",265,3,47,281,281,152,0,129,17,0,17,0,0,0,0,0,0,0,0,0,0,0,281
"220","TOWN OF ADAMS ADAMS","ADAMS","TOWN OF ADAMS",785,11,102,683,683,683,0,0,53,0,51,0,0,0,2,0,0,0,0,0,0,0,683
"221","TOWN OF ADAMS GREEN","GREEN","TOWN OF ADAMS",226,5,51,264,264,0,264,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,264
"222","TOWN OF ADAMS JACKSON","JACKSON","TOWN OF ADAMS",743,7,156,781,781,159,0,622,73,0,67,6,4,0,1,0,1,0,0,0,0,0,781
"223","TOWN OF ADDISON WASHINGTON","WASHINGTON","TOWN OF ADDISON",1729,84,401,2001,2001,4,1997,0,326,0,320,0,2,0,9,0,4,0,1,0,1,0,2001
"224","TOWN OF ADRIAN MONROE","MONROE","TOWN OF ADRIAN",410,5,66,392,392,206,0,186,17,0,17,4,0,0,0,0,1,0,0,0,0,0,392
"225","TOWN OF AGENDA ASHLAND","ASHLAND","TOWN OF AGENDA",272,3,32,259,259,259,0,0,13,0,11,0,0,0,1,0,0,0,0,0,0,0,259
"226","TOWN OF AHNAPEE KEWAUNEE","KEWAUNEE","TOWN OF AHNAPEE",583,2,66,525,525,0,0,252,44,0,42,3,0,0,1,0,1,1,0,0,0,0,525
"227","TOWN OF AINSWORTH LANGLADE","LANGLADE","TOWN OF AINSWORTH",322,8,42,318,318,113,0,205,33,0,29,0,0,0,0,0,0,0,0,0,0,0,318
"228","TOWN OF AKAN RICHLAND","RICHLAND","TOWN OF AKAN",203,1,86,228,228,94,0,134,20,0,19,0,0,0,0,0,0,0,0,0,0,0,228
"229","TOWN OF ALBAN PORTAGE","PORTAGE","TOWN OF ALBAN",492,4,60,474,474,474,0,0,26,1,24,1,0,0,1,0,1,0,0,0,0,0,474
"230","TOWN OF ALBANY GREEN","GREEN","TOWN OF ALBANY",494,16,151,562,562,0,562,0,36,0,35,1,0,0,1,0,1,0,0,0,0,0,562
"231","TOWN OF ALBANY PEPIN","PEPIN","TOWN OF ALBANY",308,2,53,304,304,142,0,162,16,0,15,0,0,0,1,0,1,0,0,0,0,0,304
"232","TOWN OF ALBION DANE","DANE","TOWN OF ALBION",1038,37,205,1084,1084,0,1084,0,128,0,123,2,0,0,0,0,0,0,0,0,0,0,1084
"233","TOWN OF ALBION JACKSON","JACKSON","TOWN OF ALBION",689,6,55,594,594,289,313,0,42,1,40,0,0,0,0,0,0,0,0,0,0,0,594
"234","TOWN OF ALBION TREMPEALEAU","TREMPEALEAU","TOWN OF ALBION",297,3,63,292,292,38,0,254,10,0,10,0,0,0,0,0,0,0,0,0,0,0,292
"235","TOWN OF ALDEN POLK","POLK","TOWN OF ALDEN",1225,41,453,1525,1525,1323,1,201,135,0,127,3,1,0,1,0,0,0,0,0,0,0,1525
"236","TOWN OF ALGOMA WINNEBAGO","WINNEBAGO","TOWN OF ALGOMA",4197,299,386,4136,4136,0,4125,12,2463,2,2424,17,8,0,15,1,10,0,6,0,2,0,4136
"237","TOWN OF ALMA BUFFALO","BUFFALO","TOWN OF ALMA",169,0,22,159,159,28,0,131,8,8,8,0,0,0,0,0,0,0,0,0,0,0,159
"238","TOWN OF ALMA JACKSON","JACKSON","TOWN OF ALMA",499,11,79,492,492,258,0,234,36,0,36,0,0,0,1,0,1,0,1,0,1,0,492
"239","TOWN OF ALMENA BARRON","BARRON","TOWN OF ALMENA",406,6,99,434,434,0,317,117,27,0,25,2,0,0,0,0,0,0,0,0,0,0,434
"240","TOWN OF ALMON SHAWANO","SHAWANO","TOWN OF ALMON",264,0,62,268,268,95,0,173,20,0,20,5,0,0,0,0,0,0,0,0,0,0,268
"241","TOWN OF ALMOND PORTAGE","PORTAGE","TOWN OF ALMOND",310,3,93,385,385,385,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,385
"242","TOWN OF ALTO FOND DU LAC","FOND DU LAC","TOWN OF ALTO",609,1,86,597,597,0,597,0,23,0,22,0,0,0,0,0,0,0,0,0,0,0,597
"243","TOWN OF ALVIN FOREST","FOREST","TOWN OF ALVIN",132,0,16,116,116,116,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,116
"244","TOWN OF AMBERG MARINETTE","MARINETTE","TOWN OF AMBERG",542,5,33,425,425,243,0,182,53,0,45,1,0,0,1,0,0,0,0,0,0,0,425
"245","TOWN OF AMHERST PORTAGE","PORTAGE","TOWN OF AMHERST",850,11,104,804,804,804,0,0,62,0,62,0,1,0,1,0,1,0,0,0,0,0,804
"246","TOWN OF AMNICON DOUGLAS","DOUGLAS","TOWN OF AMNICON",582,0,104,608,608,0,608,0,38,0,34,1,0,0,0,0,0,0,0,0,0,0,608
"247","TOWN OF ANDERSON BURNETT","BURNETT","TOWN OF ANDERSON",201,1,45,209,209,50,0,155,17,0,16,2,0,0,0,0,0,0,0,0,0,0,209
"248","TOWN OF ANDERSON IRON","IRON","TOWN OF ANDERSON",46,0,1,40,40,9,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"249","TOWN OF ANGELICA SHAWANO","SHAWANO","TOWN OF ANGELICA",969,9,112,883,886,0,678,205,71,0,64,3,1,0,1,0,0,0,0,0,0,0,883
"250","TOWN OF ANGELO MONROE","MONROE","TOWN OF ANGELO",468,18,194,608,608,269,0,339,34,1,30,0,0,0,7,1,3,0,0,0,0,0,608
"251","TOWN OF ANIWA SHAWANO","SHAWANO","TOWN OF ANIWA",242,3,61,251,251,156,0,95,17,0,16,0,0,0,0,0,0,0,0,0,0,0,251
"252","TOWN OF ANSON CHIPPEWA","CHIPPEWA","TOWN OF ANSON",1022,16,234,1144,1145,0,1144,0,126,0,122,0,1,1,6,0,4,0,0,0,0,0,1144
"253","TOWN OF ANTIGO LANGLADE","LANGLADE","TOWN OF ANTIGO",903,6,78,806,806,531,0,275,66,0,62,1,0,0,3,0,1,0,1,0,2,0,806
"254","TOWN OF APPLE RIVER POLK","POLK","TOWN OF APPLE RIVER",601,5,136,631,631,397,0,234,37,0,37,0,1,0,0,0,0,0,0,0,0,0,631
"255","TOWN OF ARBOR VITAE VILAS","VILAS","TOWN OF ARBOR VITAE",2424,34,175,2040,2042,0,2040,0,437,1,434,1,5,0,7,0,6,0,0,0,0,0,2040
"256","TOWN OF ARCADIA TREMPEALEAU","TREMPEALEAU","TOWN OF ARCADIA",788,11,137,783,783,502,0,281,58,0,55,1,0,0,1,0,1,0,0,0,0,0,783
"257","TOWN OF ARENA IOWA","IOWA","TOWN OF ARENA",784,13,137,806,807,538,0,268,72,0,63,4,1,0,2,0,2,0,0,0,0,0,806
"258","TOWN OF ARGONNE FOREST","FOREST","TOWN OF ARGONNE",342,1,25,262,262,80,0,182,23,0,20,1,0,0,1,0,0,0,0,0,0,0,262
"259","TOWN OF ARGYLE LAFAYETTE","LAFAYETTE","TOWN OF ARGYLE",250,2,29,229,229,68,0,161,17,0,17,0,1,0,0,0,0,0,0,0,0,0,229
"260","TOWN OF ARLAND BARRON","BARRON","TOWN OF ARLAND",335,1,61,296,296,0,138,158,13,0,10,0,0,0,2,0,1,0,0,0,0,0,296
"261","TOWN OF ARLINGTON COLUMBIA","COLUMBIA","TOWN OF ARLINGTON",491,9,49,472,473,0,472,0,40,1,38,1,0,0,2,0,2,0,0,0,0,0,472
"262","TOWN OF ARMENIA JUNEAU","JUNEAU","TOWN OF ARMENIA",387,9,42,335,335,335,0,0,57,0,57,0,0,0,1,0,1,0,0,0,0,0,335
"263","TOWN OF ARMSTRONG CREEK FOREST","FOREST","TOWN OF ARMSTRONG CREEK",262,0,33,240,240,197,0,43,15,0,15,0,0,0,2,0,2,0,0,0,0,0,240
"264","TOWN OF ARPIN WOOD","WOOD","TOWN OF ARPIN",368,9,110,450,450,0,450,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,450
"265","TOWN OF ARTHUR CHIPPEWA","CHIPPEWA","TOWN OF ARTHUR",334,14,76,356,356,0,356,0,18,16,16,1,1,0,1,1,1,1,0,0,0,0,356
"266","TOWN OF ASHFORD FOND DU LAC","FOND DU LAC","TOWN OF ASHFORD",1040,34,143,984,984,0,984,0,104,0,99,0,1,0,2,0,1,0,0,0,0,0,984
"267","TOWN OF ASHIPPUN DODGE","DODGE","TOWN OF ASHIPPUN",1595,61,193,1509,1509,1505,0,4,287,0,284,0,3,0,2,0,2,0,2,0,2,0,1509
"268","TOWN OF ASHLAND ASHLAND","ASHLAND","TOWN OF ASHLAND",333,0,63,301,301,301,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,301
"269","TOWN OF ATHELSTANE MARINETTE","MARINETTE","TOWN OF ATHELSTANE",375,4,28,336,336,150,0,186,33,33,33,0,0,0,0,0,0,0,0,0,0,0,336
"270","TOWN OF ATLANTA RUSK","RUSK","TOWN OF ATLANTA",431,5,23,327,327,184,0,143,22,0,20,2,0,0,0,0,0,0,0,0,0,0,327
"271","TOWN OF AUBURN CHIPPEWA","CHIPPEWA","TOWN OF AUBURN",312,2,84,360,360,0,360,0,25,1,23,1,0,0,2,0,2,0,0,0,0,0,360
"272","TOWN OF AUBURN FOND DU LAC","FOND DU LAC","TOWN OF AUBURN",1461,3,205,1378,1378,0,1378,0,129,0,121,0,1,0,1,0,0,0,0,0,0,0,1378
"273","TOWN OF AUBURNDALE WOOD","WOOD","TOWN OF AUBURNDALE",376,21,111,433,433,0,433,0,24,0,22,0,0,0,3,0,2,0,0,0,0,0,433
"274","TOWN OF AURORA FLORENCE","FLORENCE","TOWN OF AURORA",574,9,76,552,552,196,0,494,58,0,58,0,0,0,2,0,1,0,0,0,0,0,552
"275","TOWN OF AURORA TAYLOR","TAYLOR","TOWN OF AURORA",179,0,29,166,165,0,77,89,9,0,7,0,0,0,0,0,0,0,0,0,0,0,166
"276","TOWN OF AURORA WAUSHARA","WAUSHARA","TOWN OF AURORA",437,0,124,516,516,118,0,398,28,0,28,0,0,0,1,0,1,0,0,0,0,0,516
"277","TOWN OF AVON ROCK","ROCK","TOWN OF AVON",266,5,76,327,327,0,327,0,17,0,17,0,1,0,0,0,0,0,0,0,0,0,327
"278","TOWN OF AZTALAN JEFFERSON","JEFFERSON","TOWN OF AZTALAN",770,4,143,813,813,0,813,0,46,0,46,1,1,0,0,0,0,0,0,0,0,0,813
"279","TOWN OF BAGLEY OCONTO","OCONTO","TOWN OF BAGLEY",178,5,22,167,166,6,0,143,21,0,18,0,0,0,0,0,0,0,0,0,0,0,167
"280","TOWN OF BAILEYS HARBOR DOOR","DOOR","TOWN OF BAILEYS HARBOR",855,21,58,781,781,0,781,0,173,0,171,0,2,0,0,0,0,0,0,0,0,0,781
"281","TOWN OF BALDWIN ST. CROIX","ST. CROIX","TOWN OF BALDWIN",12,3,79,564,564,0,519,45,45,3,40,2,2,1,1,0,1,0,0,0,0,0,564
"282","TOWN OF BALSAM LAKE POLK","POLK","TOWN OF BALSAM LAKE",745,10,146,799,798,572,0,227,75,0,74,2,0,0,2,0,2,1,0,0,0,0,799
"283","TOWN OF BANGOR LA CROSSE","LA CROSSE","TOWN OF BANGOR",294,2,67,237,236,0,237,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,237
"284","TOWN OF BARABOO SAUK","SAUK","TOWN OF BARABOO",1111,118,127,1051,1054,0,1050,0,165,0,163,1,0,0,1,0,1,0,0,0,0,0,1051
"285","TOWN OF BARKSDALE BAYFIELD","BAYFIELD","TOWN OF BARKSDALE",491,3,50,484,484,0,0,484,31,0,29,5,0,0,0,0,0,0,0,0,0,0,484
"286","TOWN OF BARNES BAYFIELD","BAYFIELD","TOWN OF BARNES",672,18,33,589,589,0,0,589,115,0,109,3,0,0,0,0,0,0,0,0,0,0,589
"287","TOWN OF BARRE LA CROSSE","LA CROSSE","TOWN OF BARRE",636,11,103,673,673,0,673,0,53,0,53,0,1,0,1,0,1,0,0,0,0,0,673
"288","TOWN OF BARRON BARRON","BARRON","TOWN OF BARRON",458,8,68,430,430,0,181,249,45,0,42,3,1,0,4,0,3,1,0,0,0,0,430
"289","TOWN OF BARRONETT WASHBURN","WASHBURN","TOWN OF BARRONETT",210,4,51,239,239,82,0,157,9,0,9,0,0,0,0,0,0,0,0,0,0,0,239
"290","TOWN OF BARTELME SHAWANO","SHAWANO","TOWN OF BARTELME",420,1,80,381,381,23,0,358,24,0,20,0,0,0,3,0,3,0,0,0,0,0,381
"291","TOWN OF BARTON WASHINGTON","WASHINGTON","TOWN OF BARTON",1608,55,201,1633,1633,0,1633,0,303,0,297,1,0,0,303,0,297,1,0,0,0,0,1633
"292","TOWN OF BASHAW WASHBURN","WASHBURN","TOWN OF BASHAW",525,2,106,593,593,416,0,177,65,0,63,0,0,0,1,0,1,0,0,0,0,0,593
"293","TOWN OF BASS LAKE SAWYER","SAWYER","TOWN OF BASS LAKE",1539,27,169,1257,1257,958,0,299,165,0,148,1,2,0,5,0,2,0,0,0,0,0,1257
"294","TOWN OF BASS LAKE WASHBURN","WASHBURN","TOWN OF BASS LAKE",231,3,71,268,268,63,0,205,21,0,19,0,0,0,2,0,2,0,0,0,0,0,268
"295","TOWN OF BAYFIELD BAYFIELD","BAYFIELD","TOWN OF BAYFIELD",524,4,38,476,475,0,0,475,59,59,57,2,0,0,0,0,0,0,0,0,0,0,476
"296","TOWN OF BAYVIEW BAYFIELD","BAYFIELD","TOWN OF BAYVIEW",355,3,28,346,346,0,0,346,35,0,34,2,1,1,1,0,1,0,0,0,0,0,346
"297","TOWN OF BEAR BLUFF JACKSON","JACKSON","TOWN OF BEAR BLUFF",58,2,20,74,74,74,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,74
"298","TOWN OF BEAR CREEK SAUK","SAUK","TOWN OF BEAR CREEK",388,0,0,353,353,0,287,66,16,0,16,0,0,0,1,0,0,0,0,0,0,0,353
"299","TOWN OF BEAR CREEK WAUPACA","WAUPACA","TOWN OF BEAR CREEK",351,9,75,394,394,196,0,198,50,0,48,0,0,0,0,0,0,0,0,0,0,0,394
"300","TOWN OF BEAR LAKE BARRON","BARRON","TOWN OF BEAR LAKE",367,2,72,370,370,0,184,186,17,0,16,0,0,0,1,0,1,0,0,0,0,0,370
"301","TOWN OF BEAVER BROOK WASHBURN","WASHBURN","TOWN OF BEAVER BROOK",357,3,76,390,390,169,0,221,33,0,29,3,1,0,3,0,2,0,0,0,0,0,390
"302","TOWN OF BEAVER CLARK","CLARK","TOWN OF BEAVER",318,4,7,274,274,224,0,50,9,0,9,0,1,0,0,0,0,0,0,0,0,0,274
