ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTYNO,COUNTY,MUNICIPALITY_TYPE,MUNICIPALITYNO,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Joe Biden Barack Obama,Sarah Palin John McCain,Rosa Clemente Cynthia McKinney,Wayne A. Root Bob Barr,Stewart A. Alexander Brian Moore,Robert Moses Gloria LaRiva,Matt Gonzalez Ralph Nader,Darrell L. Castle Chuck Baldwin,David J. Klimisch Jeffrey J. Wamboldt,Scattering 
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,62,Ward 14,590,330,2,1,0,0,9,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,63,Ward 15,706,365,3,1,1,0,8,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,64,Ward 16,621,291,0,6,0,0,3,2,1,2
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,65,Ward 17,470,205,1,3,0,0,9,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,66,Ward 18,401,102,1,3,1,0,3,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,67,Ward 19,442,117,2,0,0,0,3,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,68,Ward 20,490,223,1,1,0,0,9,2,0,4
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,69,Ward 21,625,297,2,3,0,0,4,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,70,Ward 22,487,237,0,0,0,0,5,2,0,4
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,71,Ward 23,442,216,1,1,0,0,1,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,72,Ward 24,430,183,2,2,0,0,1,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,73,Ward 25,395,118,0,5,0,0,7,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,74,Ward 26,239,107,1,4,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,75,Ward 27,609,249,0,3,0,1,9,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,76,Ward 28,764,529,1,11,0,0,16,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,77,Ward 29,648,333,2,2,0,0,4,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,78,Ward 30,681,408,1,3,0,0,11,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,79,Ward 31,392,175,1,3,0,0,8,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,80,Ward 32,825,497,1,11,0,0,10,4,1,4
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,81,Ward 33,752,530,2,7,1,0,4,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,82,Ward 34,611,312,2,2,0,0,5,2,0,5
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,83,Ward 35,500,292,1,5,0,0,8,1,1,0
04-Nov-08,FALL,GENERAL,PRES,President,8,30,88,3,5,Brown,City,231,Green Bay,5231,84,Ward 36,450,170,0,1,0,0,3,4,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,85,Ward 37,538,190,1,3,0,0,5,3,1,0
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,86,Ward 38,555,403,1,2,0,0,6,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,88,Ward 39,455,230,0,4,0,0,4,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,89,Ward 40,508,321,1,0,0,0,6,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,90,Ward 41,568,335,0,3,0,0,0,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,91,Ward 42,575,491,2,3,0,0,4,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,92,Ward 43,594,519,2,4,0,0,4,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,93,Ward 44,632,452,1,6,0,0,5,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,90,3,5,Brown,City,231,Green Bay,5231,94,Ward 45,684,439,0,9,0,0,5,2,0,5
04-Nov-08,FALL,GENERAL,PRES,President,8,2,4,3,5,Brown,City,231,Green Bay,5231,95,Ward 46,602,634,1,7,0,0,5,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,2,5,3,5,Brown,City,231,Green Bay,5231,96,Ward 47,604,309,0,1,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,2,5,3,5,Brown,City,231,Green Bay,5231,97,Ward 48,618,811,2,5,0,0,5,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,2,5,3,5,Brown,City,231,Green Bay,5231,98,Ward 49,446,625,0,4,0,0,2,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,5,Brown,City,231,Green Bay,5231,99,Ward 50,3,12,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,2,Alma,6002,2,,94,64,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,4,Belvidere,6004,2,,147,101,0,1,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,6,Buffalo,6006,2,,247,168,1,1,0,1,3,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,8,Canton,6008,2,,89,55,1,0,0,0,2,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,10,Cross,6010,2,,111,82,0,3,0,0,4,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,12,Dover,6012,2,,148,78,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,14,Gilmanton,6014,2,,130,67,0,0,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,16,Glencoe,6016,2,,122,102,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,18,Lincoln,6018,2,,60,56,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,20,Maxville,6020,2,,77,81,0,0,0,0,0,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,22,Milton,6022,2,,182,108,0,4,0,0,2,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,24,Modena,6024,2,,98,85,1,1,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,26,Mondovi,6026,2,Wards 1 & 2,129,114,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,28,Montana,6028,2,,78,61,0,2,0,0,1,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,30,Naples,6030,2,,177,155,1,3,0,0,6,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,32,Nelson,6032,2,,163,131,1,1,0,0,6,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Town,34,Waumandee,6034,2,,124,103,0,2,0,0,0,4,1,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Village,111,Cochrane,6111,2,,122,104,2,1,0,0,1,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,Village,154,Nelson,6154,2,,104,66,1,1,0,1,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,City,201,Alma,6201,2,Wards 1 & 2,252,189,1,1,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,City,206,Buffalo,6206,2,,361,260,1,1,0,0,4,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,City,226,Fountain City,6226,2,Wards 1 & 2,278,195,1,2,0,0,4,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,6,Buffalo,City,251,Mondovi,6251,2,Wards 1 - 3,656,498,3,1,0,0,16,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,2,Anderson,7002,,,92,114,1,0,0,1,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,4,Blaine,7004,2,,70,41,0,2,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,6,Daniels,7006,2,,169,207,1,1,0,0,1,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,8,Dewey,7008,2,,152,131,1,2,0,1,2,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,10,Grantsburg,7010,2,Wards 1 - 3,236,303,1,7,0,0,2,2,1,2
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,12,Jackson,7012,2,,308,245,3,1,0,0,1,0,1,1
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,14,La Follette,7014,2,Wards 1 & 2,153,125,1,1,0,0,1,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,16,Lincoln,7016,2,,80,74,0,1,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,18,Meenon,7018,2,Wards 1 - 3,262,277,0,0,0,0,1,4,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,20,Oakland,7020,2,Wards 1 & 2,317,233,0,0,0,0,5,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,22,Roosevelt,7022,2,,64,50,1,0,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,24,Rusk,7024,2,Wards 1 & 2,120,104,1,2,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,26,Sand Lake,7026,2,,157,91,0,1,1,0,3,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,28,Scott,7028,2,Wards 1 & 2,192,210,1,4,0,0,1,0,1,1
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,30,Siren,7030,2,Wards 1 - 3,260,238,4,0,0,0,1,0,1,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,32,Swiss,7032,2,Wards 1 & 2,270,156,2,3,0,0,7,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,34,Trade Lake,7034,2,Wards 1 & 2,212,299,4,3,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,36,Union,7036,2,,104,88,1,1,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,7,Burnett,Town,38,Webb Lake,7038,2,,123,140,0,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,40,West Marshland,7040,2,Wards 1 & 2,66,104,1,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Town,42,Wood River,7042,2,Wards 1 & 2,215,319,0,5,0,0,2,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Village,131,Grantsburg,7131,2,Wards 1 & 2,305,355,1,0,2,0,3,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Village,181,Siren,7181,2,Wards 1 & 2,225,165,0,0,0,0,0,0,1,0
04-Nov-08,FALL,GENERAL,PRES,President,7,10,28,3,7,Burnett,Village,191,Webster,7191,2,,185,131,0,1,0,0,0,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,2,Brillion,8002,2,Wards 1 & 2,358,433,4,0,1,0,5,3,1,1
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,Town,4,Brothertown,8004,2,Wards 1 & 2,326,397,3,1,0,0,4,4,1,1
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,Town,6,Charlestown,8006,2,Wards 1 & 2,203,236,0,2,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,8,Chilton,8008,2,Wards 1 & 2,225,356,2,0,0,0,0,4,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,10,Harrison,8010,3,"Wards 1 - 3, 6 & 8",1490,1391,2,10,0,0,27,9,0,8
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,10,Harrison,8010,4,"Wards 4, 5 & 7",1568,1957,0,7,0,0,11,5,2,5
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,Town,10,Harrison,8010,5,Ward 9,1,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,Town,12,New Holstein,8012,3,Wards 1 & 2,316,295,1,5,0,0,4,2,1,4
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,Town,12,New Holstein,8012,4,Ward 3,74,81,0,0,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,9,25,2,8,Calumet,Town,14,Rantoul,8014,2,Wards 1 & 2,184,246,0,3,0,0,2,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,16,Stockbridge,8016,2,Wards 1 - 3,388,437,2,4,0,0,6,6,0,4
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Town,18,Woodville,8018,2,Wards 1 & 2,220,285,1,1,0,0,13,1,2,2
04-Nov-08,FALL,GENERAL,PRES,President,6,9,25,2,8,Calumet,Village,136,Hilbert,8136,2,Wards 1 & 2,263,295,1,1,0,0,9,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Village,136,Hilbert,8136,3,Ward 3,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,25,2,8,Calumet,Village,160,Potter,8160,2,,59,81,2,0,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Village,179,Sherwood,8179,4,Wards 1 - 8,745,842,2,3,0,0,8,4,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,Village,181,Stockbridge,8181,2,,197,176,3,1,0,0,5,5,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,9,Ward 12,76,53,0,0,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,10,Ward 13,298,245,0,3,0,0,9,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,11,Ward 14,398,336,1,0,1,0,4,4,1,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,12,Ward 40,535,402,0,5,1,0,12,10,0,4
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,13,Ward 42,528,509,1,6,0,0,4,2,1,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,14,Ward 43,563,361,1,6,0,0,6,3,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,15,Ward 44,499,316,0,6,0,0,5,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,1,3,2,8,Calumet,City,201,Appleton,8201,16,Ward 45,248,105,0,0,0,0,3,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,201,Appleton,8201,17,Ward 46,31,44,0,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,201,Appleton,8201,18,Ward 47,7,10,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,201,Appleton,8201,19,Ward 48,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,206,Brillion,8206,4,Wards 1 - 6,797,751,2,4,0,0,12,3,0,2
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,211,Chilton,8211,5,Wards 1 - 4,1004,773,7,7,0,0,24,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,City,241,Kiel,8241,3,Wards 7 & 8,95,49,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,1,3,2,8,Calumet,City,251,Menasha,8251,5,"Wards 11, 15 - 17, 19 - 21 & 23",571,538,0,3,0,0,7,1,1,3
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,8,Calumet,City,261,New Holstein,8261,3,Wards 1 - 7,1028,722,3,4,0,0,8,4,1,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,2,Anson,9002,2,Wards 1 - 3,517,615,0,2,0,0,6,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,4,Arthur,9004,2,,178,167,1,1,0,0,3,5,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,6,Auburn,9006,2,,214,139,0,0,1,1,3,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,8,Birch Creek,9008,2,,145,151,0,0,0,0,8,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,10,Bloomer,9010,2,,237,248,0,0,0,0,7,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,12,Cleveland,9012,2,,181,230,1,2,0,0,3,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,14,Colburn,9014,2,,190,199,0,1,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,16,Cooks Valley,9016,2,,163,169,0,1,0,0,7,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,Town,18,Delmar,9018,2,,199,228,1,2,0,0,7,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,20,Eagle Point,9020,2,Wards 1 - 4,897,906,3,2,0,0,16,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,Town,22,Edson,9022,2,,200,174,0,1,0,0,6,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,24,Estella,9024,2,,109,111,0,0,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,26,Goetz,9026,2,Wards 1 & 2,216,159,1,1,0,0,4,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,Town,28,Hallie,9028,3,Wards 1 & 2,47,44,0,1,0,0,2,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,32,Howard,9032,2,,233,155,0,2,0,0,4,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,Town,34,Lafayette,9034,2,Wards 1 - 7,1756,1495,1,7,0,0,30,5,0,5
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,35,Lake Holcombe,9035,2,Wards 1 & 2,296,271,0,1,0,0,3,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,36,Ruby,9036,2,,117,81,0,0,0,0,4,5,1,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,38,Sampson,9038,2,,220,246,1,0,1,0,5,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,Town,40,Sigel,9040,2,Wards 1 & 2,270,215,1,0,0,0,4,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,42,Tilden,9042,2,Wards 1 - 3,394,386,1,3,0,0,8,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,Town,44,Wheaton,9044,2,Wards 1 - 3,814,721,3,1,0,0,16,3,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Town,46,Woodmohr,9046,2,Wards 1 - 3,254,219,2,0,1,0,2,5,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,Village,106,Boyd,9106,2,,195,113,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Village,111,Cadott,9111,3,Wards 1 & 2,349,282,0,1,0,0,5,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,Village,128,Lake Hallie,9128,1,Wards 1 - 5,1793,1292,1,2,1,0,19,7,1,5
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,Village,161,New Auburn,9161,2,Ward 1,119,92,1,0,0,0,3,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,206,Bloomer,9206,7,Wards 1 - 4,924,773,1,2,0,0,20,6,1,6
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,8,Ward 1,545,343,1,2,0,0,11,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,9,Ward 2,495,410,1,2,0,0,10,2,0,6
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,10,Ward 3,569,481,0,3,0,0,6,5,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,11,Ward 4,477,332,1,4,0,0,14,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,12,Ward 5,482,243,0,2,0,1,6,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,13,Ward 6,533,347,0,2,0,0,11,1,2,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,211,Chippewa Falls,9211,14,Ward 7,484,336,2,1,0,0,5,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,23,67,3,9,Chippewa,City,213,Cornell,9213,2,Wards 1 - 4,345,325,1,1,0,0,6,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,City,221,Eau Claire,9221,3,Ward 16,597,317,1,4,0,0,4,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,City,221,Eau Claire,9221,4,Ward 40,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,68,3,9,Chippewa,City,221,Eau Claire,9221,5,Ward 41,15,9,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,3,9,Chippewa,City,281,Stanley,9281,6,Wards 1 - 4,470,468,0,1,0,0,7,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,2,Beaver,10002,2,Wards 1 & 2,150,117,0,1,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,4,Butler,10004,2,,25,28,1,1,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,4,10,Clark,Town,6,Colby,10006,2,,155,125,0,1,0,0,3,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,10,Clark,Town,8,Dewhurst,10008,2,,88,90,1,0,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,10,Eaton,10010,2,Wards 1 & 2,112,123,0,0,0,1,1,3,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,12,Foster,10012,2,,30,26,0,3,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,14,Fremont,10014,2,Wards 1 & 2,234,239,1,0,0,0,4,4,1,1
04-Nov-08,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,16,Grant,10016,2,Wards 1 & 2,205,185,0,4,0,0,6,2,0,4
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,4,10,Clark,Town,18,Green Grove,10018,2,,131,111,1,1,0,0,7,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,20,Hendren,10020,2,,123,84,0,1,0,1,5,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,23,69,4,10,Clark,Town,22,Hewett,10022,2,Wards 1 & 2,107,62,0,0,0,0,1,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,4,10,Clark,Town,24,Hixon,10024,2,Wards 1 & 2,126,86,2,2,0,0,2,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,4,10,Clark,Town,26,Hoard,10026,2,Wards 1 & 2,125,134,0,0,0,0,1,0,0,0
