"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","other.nonas","decided.total","trump.defs","clinton.defs","other.defs"
"146","--","Pew",2016-10-20,"2016-10-25","2016-10-27T19:03:34Z",2120,"Registered Voters","Live Phone",43,50,3,4,"http://elections.huffingtonpost.com/pollster/polls/pew-26507","http://www.people-press.org/2016/10/27/as-election-nears-voters-divided-over-democracy-and-respect/","Nonpartisan","None","",2,NA,3,96,44.7916666666667,52.0833333333333,3.125
"147","--","CNBC",2016-10-21,"2016-10-24","2016-10-27T13:24:46Z",NA,"Likely Voters","Live Phone",34,43,6,10,"http://elections.huffingtonpost.com/pollster/polls/cnbc-26497","http://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2016/10/27/survey.pdf","Nonpartisan","None","",1,NA,6,83,40.9638554216867,51.8072289156626,7.2289156626506
"148","--","CNBC",2016-10-21,"2016-10-24","2016-10-27T13:24:46Z",NA,"Likely Voters","Live Phone",37,47,9,7,"http://elections.huffingtonpost.com/pollster/polls/cnbc-26497","http://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2016/10/27/survey.pdf","Nonpartisan","None","",2,NA,9,93,39.7849462365591,50.5376344086022,9.67741935483871
"149","--","ABC News",2016-10-21,"2016-10-24","2016-10-26T12:23:43Z",1119,"Likely Voters","Live Phone",40,49,4,2,"http://elections.huffingtonpost.com/pollster/polls/abc-news-26436","http://www.langerresearch.com/wp-content/uploads/1184a42016ElectionTrackingNo4.pdf","Nonpartisan","None","",1,NA,4,93,43.010752688172,52.6881720430108,4.3010752688172
"150","--","ABC News",2016-10-21,"2016-10-24","2016-10-26T12:23:43Z",1119,"Likely Voters","Live Phone",43,51,2,3,"http://elections.huffingtonpost.com/pollster/polls/abc-news-26436","http://www.langerresearch.com/wp-content/uploads/1184a42016ElectionTrackingNo4.pdf","Nonpartisan","None","",2,NA,2,96,44.7916666666667,53.125,2.08333333333333
"151","--","GQR (D-Democracy Corps)",2016-10-21,"2016-10-24","2016-10-25T20:07:04Z",900,"Likely Voters","Live Phone",38,50,2,3,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-26432","http://www.democracycorps.com/National-Surveys/clinton-in-12-point-lead-potential-for-downballot-gains/","Sponsor","Dem"," Thinking about the election for President in November, if the election for President were held today, would you be voting for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, or Green Party candidate Jill Stein?",1,NA,2,90,42.2222222222222,55.5555555555556,2.22222222222222
"152","--","GQR (D-Democracy Corps)",2016-10-21,"2016-10-24","2016-10-25T20:07:04Z",900,"Likely Voters","Live Phone",41,53,1,5,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-26432","http://www.democracycorps.com/National-Surveys/clinton-in-12-point-lead-potential-for-downballot-gains/","Sponsor","Dem","",2,NA,1,95,43.1578947368421,55.7894736842105,1.05263157894737
"153","--","AP-GfK (web)",2016-10-20,"2016-10-24","2016-10-26T21:04:02Z",1212,"Likely Voters","Internet",37,51,2,4,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-26484","http://ap-gfkpoll.com/main/wp-content/uploads/2016/10/October-2016-AP-GfK-Poll-Topline_Campaign.pdf","Nonpartisan","None","",1,NA,2,90,41.1111111111111,56.6666666666667,2.22222222222222
"154","--","AP-GfK (web)",2016-10-20,"2016-10-24","2016-10-26T21:04:02Z",1212,"Likely Voters","Internet",41,54,1,4,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-26484","http://ap-gfkpoll.com/main/wp-content/uploads/2016/10/October-2016-AP-GfK-Poll-Topline_Campaign.pdf","Nonpartisan","None","If the 2016 presidential election were held today, for whom would you vote? ",2,NA,1,96,42.7083333333333,56.25,1.04166666666667
"155","--","Suffolk/USA Today",2016-10-20,"2016-10-24","2016-10-26T18:21:34Z",1000,"Likely Voters","Live Phone",39,49,NA,12,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-26449","http://www.suffolk.edu/academics/10741.php","Nonpartisan","None","If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?",1,NA,0,88,44.3181818181818,55.6818181818182,NA
"159","--","Suffolk/USA Today",2016-10-20,"2016-10-24","2016-10-26T18:21:34Z",1000,"Likely Voters","Live Phone",38,47,2,9,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-26449","http://www.suffolk.edu/academics/10741.php","Nonpartisan","None","Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?",2,NA,2,87,43.6781609195402,54.0229885057471,2.29885057471264
"163","--","Ipsos/Reuters",2016-10-20,"2016-10-24","2016-10-26T15:27:06Z",1170,"Likely Voters","Internet",37,43,10,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26445","http://big.assets.huffingtonpost.com/IPSOSNAT.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1,NA,10,90,41.1111111111111,47.7777777777778,11.1111111111111
"167","--","Ipsos/Reuters",2016-10-20,"2016-10-24","2016-10-26T15:27:06Z",1170,"Likely Voters","Internet",38,42,6,6,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26445","http://big.assets.huffingtonpost.com/IPSOSNAT.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,6,86,44.1860465116279,48.8372093023256,6.97674418604651
"171","--","Rasmussen",2016-10-20,"2016-10-24","2016-10-25T13:14:19Z",1500,"Likely Voters","IVR/Online",42,43,5,5,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-26417","http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_20_23_24_2016","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1,NA,5,90,46.6666666666667,47.7777777777778,5.55555555555556
"172","--","CNN",2016-10-20,"2016-10-23","2016-10-24T20:35:27Z",779,"Likely Voters","Live Phone",44,49,2,2,"http://elections.huffingtonpost.com/pollster/polls/cnn-26408","http://i2.cdn.turner.com/cnn/2016/images/10/24/cnn.poll.pdf","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for? ",1,NA,2,95,46.3157894736842,51.5789473684211,2.10526315789474
"176","--","CNN",2016-10-20,"2016-10-23","2016-10-24T20:35:27Z",779,"Likely Voters","Live Phone",45,51,4,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-26408","http://i2.cdn.turner.com/cnn/2016/images/10/24/cnn.poll.pdf","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for? ",2,NA,4,100,45,51,4
"180","--","IBD/TIPP",2016-10-18,"2016-10-23","2016-10-24T12:04:15Z",815,"Likely Voters","Live Phone",41,41,6,4,"http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-26383","http://www.investors.com/politics/ibd-tipp-presidential-election-poll/","Nonpartisan","None","",1,NA,6,88,46.5909090909091,46.5909090909091,6.81818181818182
"181","--","IBD/TIPP",2016-10-18,"2016-10-23","2016-10-24T12:04:15Z",815,"Likely Voters","Live Phone",42,42,6,10,"http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-26383","http://www.investors.com/politics/ibd-tipp-presidential-election-poll/","Nonpartisan","None","",2,NA,6,90,46.6666666666667,46.6666666666667,6.66666666666667
"182","--","NBC/SurveyMonkey",2016-10-17,"2016-10-23","2016-10-25T12:37:23Z",32225,"Likely Voters","Internet",44,50,NA,5,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-26412","https://www.scribd.com/document/328753246/NBC-News-SurveyMonkey-Toplines-and-Methodology-1017-1023?secret_password=sIipyJjqvaCenavKCCzX","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates, for whom would you vote?   ",1,NA,0,94,46.8085106382979,53.1914893617021,NA
"183","--","NBC/SurveyMonkey",2016-10-17,"2016-10-23","2016-10-25T12:37:23Z",32225,"Likely Voters","Internet",41,46,3,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-26412","https://www.scribd.com/document/328753246/NBC-News-SurveyMonkey-Toplines-and-Methodology-1017-1023?secret_password=sIipyJjqvaCenavKCCzX","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates for whom would you vote?",2,NA,3,90,45.5555555555556,51.1111111111111,3.33333333333333
"184","--","UPI/CVOTER",2016-10-17,"2016-10-23","2016-10-24T12:09:37Z",1414,"Likely Voters","Internet",46,50,4,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26389","https://www.documentcloud.org/documents/3170285-US23rdOct-Report.html","Nonpartisan","None","",1,NA,4,100,46,50,4
"185","--","Lucid/The Times-Picayune",2016-10-20,"2016-10-22","2016-10-26T19:08:36Z",884,"Likely Voters","Internet",37,43,2,10,"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26479","https://luc.id/2016-presidential-tracker/","Nonpartisan","None","",1,NA,2,82,45.1219512195122,52.4390243902439,2.4390243902439
"186","--","PPP (D-Social Security Works)",2016-10-20,"2016-10-21","2016-10-26T17:04:16Z",990,"Likely Voters","IVR/Online",40,46,NA,9,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-social-security-works-26448","http://www.socialsecurityworks.org/wp-content/uploads/2016/10/NationalResults.pdf","Sponsor","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, and Libertarian Gary Johnson. If the election was today, who would you vote for?",1,NA,0,86,46.5116279069767,53.4883720930233,NA
"190","--","Politico/Morning Consult",2016-10-19,"2016-10-20","2016-10-21T12:35:34Z",1395,"Likely Voters","Internet",40,46,NA,16,"http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26342","http://www.politico.com/story/2016/10/politico-morning-consult-poll-election-concession-230129","Nonpartisan","None","",1,NA,0,86,46.5116279069767,53.4883720930233,NA
"194","--","Politico/Morning Consult",2016-10-19,"2016-10-20","2016-10-21T12:35:34Z",1395,"Likely Voters","Internet",36,42,4,9,"http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26342","http://www.politico.com/story/2016/10/politico-morning-consult-poll-election-concession-230129","Nonpartisan","None","",2,NA,4,82,43.9024390243902,51.219512195122,4.8780487804878
"198","--","ARG",2016-10-17,"2016-10-20","2016-10-21T16:13:25Z",1006,"Likely Voters","Live Phone",42,49,5,4,"http://elections.huffingtonpost.com/pollster/polls/arg-26353","http://americanresearchgroup.com/pres2016/na16-6.html","Nonpartisan","None","",1,NA,5,96,43.75,51.0416666666667,5.20833333333333
"202","--","Lucid/The Times-Picayune",2016-10-17,"2016-10-19","2016-10-26T19:07:02Z",729,"Likely Voters","Internet",35,47,2,9,"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26476","https://luc.id/2016-presidential-tracker/","Nonpartisan","None","",1,NA,2,84,41.6666666666667,55.952380952381,2.38095238095238
"203","--","Rasmussen",2016-10-17,"2016-10-19","2016-10-20T12:49:44Z",1500,"Likely Voters","IVR/Online",43,40,6,6,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-26284","http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_17_19_2016","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1,NA,6,89,48.314606741573,44.9438202247191,6.74157303370786
"204","--","Quinnipiac",2016-10-17,"2016-10-18","2016-10-19T18:33:21Z",1007,"Likely Voters","Live Phone",40,47,2,5,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276","http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390","Nonpartisan","None","If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1,NA,2,89,44.9438202247191,52.8089887640449,2.24719101123596
"208","--","Quinnipiac",2016-10-17,"2016-10-18","2016-10-19T18:33:21Z",1007,"Likely Voters","Live Phone",44,50,1,6,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276","http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390","Nonpartisan","None","If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2,NA,1,95,46.3157894736842,52.6315789473684,1.05263157894737
"212","--","YouGov/Economist",2016-10-15,"2016-10-18","2016-10-19T20:57:51Z",1032,"Likely Voters","Internet",38,42,4,10,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280","https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,4,84,45.2380952380952,50,4.76190476190476
"216","--","YouGov/Economist",2016-10-15,"2016-10-18","2016-10-19T20:57:51Z",1032,"Likely Voters","Internet",43,47,8,2,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280","https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/","Nonpartisan","None","",2,NA,8,98,43.8775510204082,47.9591836734694,8.16326530612245
"220","--","FOX",2016-10-15,"2016-10-17","2016-10-18T22:15:44Z",912,"Likely Voters","Live Phone",39,45,5,6,"http://elections.huffingtonpost.com/pollster/polls/fox-26259","http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/","Nonpartisan","None","",1,NA,5,89,43.8202247191011,50.561797752809,5.61797752808989
"224","--","FOX",2016-10-15,"2016-10-17","2016-10-18T22:15:44Z",912,"Likely Voters","Live Phone",42,49,1,8,"http://elections.huffingtonpost.com/pollster/polls/fox-26259","http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/","Nonpartisan","None","",2,NA,1,92,45.6521739130435,53.2608695652174,1.08695652173913
"228","--","Bloomberg/Selzer",2016-10-14,"2016-10-17","2016-10-19T12:20:19Z",1006,"Likely Voters","Live Phone",41,50,4,5,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26261","https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rSBkM2tk5hcI/v0","Nonpartisan","None","If the general election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote? ",1,NA,4,95,43.1578947368421,52.6315789473684,4.21052631578947
"232","--","Bloomberg/Selzer",2016-10-14,"2016-10-17","2016-10-19T12:20:19Z",1006,"Likely Voters","Live Phone",38,47,3,5,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26261","https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rSBkM2tk5hcI/v0","Nonpartisan","None","If the general election were held today, and the candidates were Hillary Clinton for the Democrats, Donald Trump for the Republicans, Gary Johnson for the Libertarian Party, and Jill Stein for the Green Party, for whom would you vote? ",2,NA,3,88,43.1818181818182,53.4090909090909,3.40909090909091
"233","--","Ipsos/Reuters",2016-10-13,"2016-10-17","2016-10-19T13:30:33Z",1190,"Likely Voters","Internet",39,43,8,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266","http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1,NA,8,90,43.3333333333333,47.7777777777778,8.88888888888889
"237","--","Ipsos/Reuters",2016-10-13,"2016-10-17","2016-10-19T13:30:33Z",1190,"Likely Voters","Internet",38,42,4,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266","http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,4,84,45.2380952380952,50,4.76190476190476
