G.A.B. Canvass Reporting System,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Ward by Ward Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2014 GENERAL ELECTION,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
GOVERNOR/LIEUTENANT GOVERNOR,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Total Votes Cast,DEM,REP,IND,IND,,IND,REP,CON,IND,IND,REP,
,CITY OF KAUKAUNA WARD 11,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF KIEL WARD 7,102,39,58,0,5,,0,0,0,0,0,0,0
,CITY OF MENASHA Wards 16 - 20,"1,183",476,697,1,9,,0,0,0,0,0,0,0
,CITY OF NEW HOLSTEIN Wards 1-5,"1,427",523,886,4,14,,0,0,0,0,0,0,0
,County Totals:,"21,614","7,285","14,086",88,155,,0,0,0,0,0,0,0
CHIPPEWA ,TOWN OF ANSON WARDS 1-3,954,364,581,3,6,,0,0,0,0,0,0,0
,TOWN OF ANSON WARD 4,2,0,2,0,0,,0,0,0,0,0,0,0
,TOWN OF ARTHUR Ward 1,289,90,197,0,2,,0,0,0,0,0,0,0
,TOWN OF AUBURN Ward 1,289,116,167,2,4,,0,0,0,0,0,0,0
,TOWN OF BIRCH CREEK Ward 1,266,71,194,0,1,,0,0,0,0,0,0,0
,TOWN OF BLOOMER Wards 1 - 2,454,132,315,2,5,,0,0,0,0,0,0,0
,TOWN OF CLEVELAND Ward 1,342,109,229,1,3,,0,0,0,0,0,0,0
,TOWN OF COLBURN Ward 1,325,95,227,2,1,,0,0,0,0,0,0,0
,TOWN OF COOKS VALLEY Ward 1,278,80,197,0,1,,0,0,0,0,0,0,0
,TOWN OF DELMAR Ward 1,368,125,240,1,2,,0,0,0,0,0,0,0
,TOWN OF EAGLE POINT Wards 1 - 5 & 5S,"1,531",577,941,7,6,,0,0,0,0,0,0,0
,TOWN OF EDSON Wards 1 - 2 & 2 S,329,140,185,1,3,,0,0,0,0,0,0,0
,TOWN OF ESTELLA Ward 1,162,51,110,1,0,,0,0,0,0,0,0,0
,TOWN OF GOETZ Wards 1-2,325,160,160,4,1,,0,0,0,0,0,0,0
,TOWN OF GOETZ Ward 3,1,0,1,0,0,,0,0,0,0,0,0,0
,TOWN OF HALLIE Ward 1,96,51,43,2,0,,0,0,0,0,0,0,0
,TOWN OF HOWARD Ward 1,344,141,194,6,3,,0,0,0,0,0,0,0
,TOWN OF LAFAYETTE Wards 1 - 9,"2,799","1,187","1,584",7,21,,0,0,0,0,0,0,0
,TOWN OF LAKE HOLCOMBE Wards 1 - 2,458,168,285,1,4,,0,0,0,0,0,0,0
,TOWN OF RUBY Ward 1,182,59,119,2,2,,0,0,0,0,0,0,0
,TOWN OF SAMPSON Ward 1,393,122,265,0,6,,0,0,0,0,0,0,0
,TOWN OF SIGEL Wards 1 - 2,391,184,204,1,2,,0,0,0,0,0,0,0
,TOWN OF TILDEN Wards 1 - 3,691,267,419,2,3,,0,0,0,0,0,0,0
,TOWN OF WHEATON Wards 1 - 3,"1,260",549,689,15,7,,0,0,0,0,0,0,0
,TOWN OF WOODMOHR Wards 1 - 2,430,144,281,1,4,,0,0,0,0,0,0,0
,VILLAGE OF BOYD Ward 1,221,105,112,2,2,,0,0,0,0,0,0,0
,VILLAGE OF CADOTT Wards 1 - 3,477,235,230,4,8,,0,0,0,0,0,0,0
,VILLAGE OF LAKE HALLIE Wards 1 - 8,"2,578","1,163","1,379",17,19,,0,0,0,0,0,0,0
,VILLAGE OF NEW AUBURN Ward 1,145,48,95,0,2,,0,0,0,0,0,0,0
,CITY OF BLOOMER WARDS 1 - 4,"1,296",482,804,5,5,,0,0,0,0,0,0,0
,CITY OF CHIPPEWA FALLS WARD 1,687,337,332,9,9,,0,0,0,0,0,0,0
,CITY OF CHIPPEWA FALLS WARD 2,770,378,374,10,8,,0,0,0,0,0,0,0
,CITY OF CHIPPEWA FALLS WARD 3,905,449,448,3,5,,0,0,0,0,0,0,0
,CITY OF CHIPPEWA FALLS WARD 4,613,320,277,9,7,,0,0,0,0,0,0,0
,CITY OF CHIPPEWA FALLS WARD 5,552,301,232,7,12,,0,0,0,0,0,0,0
,CITY OF CHIPPEWA FALLS WARD 6,641,335,293,9,4,,0,0,0,0,0,0,0
,CITY OF CHIPPEWA FALLS WARD 7,727,380,341,2,4,,0,0,0,0,0,0,0
,CITY OF CHIPPEWA FALLS WARD 7A,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF CORNELL WARDS 1 - 4,530,216,305,2,7,,0,0,0,0,0,0,0
,CITY OF EAU CLAIRE WARD 16,654,343,299,3,9,,0,0,0,0,0,0,0
,CITY OF EAU CLAIRE WARD 40,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF EAU CLAIRE WARD 41,34,19,14,0,1,,0,0,0,0,0,0,0
,"CITY OF STANLEY Wards 1 - 4, 6 - 7",717,309,401,0,7,,0,0,0,0,0,0,0
,County Totals:,"24,506","10,402","13,765",143,196,,0,0,0,0,0,0,0
CLARK ,TOWN OF BEAVER WARD 1,240,49,189,1,1,,0,0,0,0,0,0,0
,TOWN OF BUTLER WARD 1,36,13,23,0,0,,0,0,0,0,0,0,0
,"TOWN OF COLBY WARDS 1, 2 & 3",236,66,167,2,1,,0,0,0,0,0,0,0
,TOWN OF DEWHURST WARD 1,164,65,97,0,2,,0,0,0,0,0,0,0
,TOWN OF EATON WARD 1 & 2,207,52,154,1,0,,0,0,0,0,0,0,0
,TOWN OF FOSTER WARD 1,69,20,49,0,0,,0,0,0,0,0,0,0
,TOWN OF FREMONT WARD 1 & 2,416,102,311,0,3,,0,0,0,0,0,0,0
,TOWN OF GRANT WARD 1 & 2,327,108,213,1,5,,0,0,0,0,0,0,0
,TOWN OF GREEN GROVE WARD 1 & 2,175,60,114,0,1,,0,0,0,0,0,0,0
,TOWN OF HENDREN WARD 1,176,62,111,3,0,,0,0,0,0,0,0,0
,TOWN OF HEWETT WARD 1 & 2,152,63,87,0,2,,0,0,0,0,0,0,0
,TOWN OF HIXON WARD 1 & 2,197,86,107,2,2,,0,0,0,0,0,0,0
,TOWN OF HOARD WARD 1 & 2,200,61,137,2,0,,0,0,0,0,0,0,0
,TOWN OF LEVIS WARD 1 & 2,184,60,120,1,3,,0,0,0,0,0,0,0
,TOWN OF LONGWOOD WARD 1 & 2,195,68,122,2,3,,0,0,0,0,0,0,0
,TOWN OF LOYAL WARD 1 & 2,221,53,167,0,1,,0,0,0,0,0,0,0
,TOWN OF LYNN WARD 1 & 2,212,65,143,2,2,,0,0,0,0,0,0,0
,TOWN OF MAYVILLE WARD 1 & 2,290,61,224,0,5,,0,0,0,0,0,0,0
,TOWN OF MEAD WARD 1,115,36,78,0,1,,0,0,0,0,0,0,0
,TOWN OF MENTOR WARD 1,205,92,110,1,2,,0,0,0,0,0,0,0
,TOWN OF PINE VALLEY WARD 1 & 2,536,186,345,3,2,,0,0,0,0,0,0,0
,TOWN OF RESEBURG WARD 1 & 2,143,63,80,0,0,,0,0,0,0,0,0,0
,TOWN OF SEIF WARD 1,94,38,56,0,0,,0,0,0,0,0,0,0
,TOWN OF SHERMAN WARD 1 & 2,280,54,225,0,1,,0,0,0,0,0,0,0
,TOWN OF SHERWOOD WARD 1,119,67,51,0,1,,0,0,0,0,0,0,0
,TOWN OF THORP WARD 1,226,78,144,2,2,,0,0,0,0,0,0,0
,TOWN OF UNITY WARD 1,256,70,183,0,3,,0,0,0,0,0,0,0
,TOWN OF WARNER WARD 1 & 2,224,62,162,0,0,,0,0,0,0,0,0,0
,TOWN OF WASHBURN WARD 1,127,38,87,0,2,,0,0,0,0,0,0,0
,TOWN OF WESTON WARD 1 & 2,274,84,183,2,5,,0,0,0,0,0,0,0
,TOWN OF WITHEE WARD 1,248,76,167,2,3,,0,0,0,0,0,0,0
,TOWN OF WORDEN WARD 1,184,53,131,0,0,,0,0,0,0,0,0,0
,TOWN OF YORK WARD 1 & 2,303,94,202,1,6,,0,0,0,0,0,0,0
,VILLAGE OF CURTISS WARD 1,39,4,35,0,0,,0,0,0,0,0,0,0
,VILLAGE OF DORCHESTER WARD 1,239,81,157,0,1,,0,0,0,0,0,0,0
,VILLAGE OF GRANTON WARD 1,143,51,88,3,1,,0,0,0,0,0,0,0
,VILLAGE OF UNITY WARD 2,49,9,40,0,0,,0,0,0,0,0,0,0
,VILLAGE OF WITHEE WARD 1,194,80,110,3,1,,0,0,0,0,0,0,0
,CITY OF ABBOTSFORD WARDS 2 - 5,512,166,343,1,2,,0,0,0,0,0,0,0
,CITY OF COLBY WARDS 2 - 4,405,130,269,2,4,,0,0,0,0,0,0,0
,CITY OF GREENWOOD WARDS 1 - 2,421,176,240,1,4,,0,0,0,0,0,0,0
,CITY OF LOYAL WARDS 1 - 2,478,139,332,4,3,,0,0,0,0,0,0,0
,CITY OF NEILLSVILLE WARD 1,170,63,106,0,1,,0,0,0,0,0,0,0
,CITY OF NEILLSVILLE WARD 2,258,107,147,1,3,,0,0,0,0,0,0,0
,CITY OF NEILLSVILLE WARD 3,239,113,125,1,0,,0,0,0,0,0,0,0
,CITY OF NEILLSVILLE WARD 4,145,54,91,0,0,,0,0,0,0,0,0,0
,CITY OF NEILLSVILLE WARD 5,107,42,64,0,1,,0,0,0,0,0,0,0
,"CITY OF OWEN WARD 1, 2 & 3",342,172,165,2,3,,0,0,0,0,0,0,0
,CITY OF STANLEY WARD 5,2,1,1,0,0,,0,0,0,0,0,0,0
,"CITY OF THORP WARD 1, 2, 3,& 4",617,255,357,3,2,,0,0,0,0,0,0,0
,County Totals:,"11,391","3,848","7,409",49,85,,0,0,0,0,0,0,0
COLUMBIA ,TOWN OF ARLINGTON WARD 1,417,218,190,3,6,,0,0,0,0,0,0,0
,TOWN OF CALEDONIA WARDS 1 & 2,748,381,354,3,10,,0,0,0,0,0,0,0
,TOWN OF COLUMBUS WARD 1,328,120,200,1,7,,0,0,0,0,0,0,0
,TOWN OF COURTLAND WARD 1,228,73,154,0,0,,0,0,0,0,0,0,1
,TOWN OF DEKORRA Wards 1 - 3,"1,200",604,582,8,6,,0,0,0,0,0,0,0
,TOWN OF FORT WINNEBAGO WARD 1,457,208,243,0,6,,0,0,0,0,0,0,0
,TOWN OF FOUNTAIN PRAIRIE WARDS 1 - 2,428,193,229,1,5,,0,0,0,0,0,0,0
,TOWN OF HAMPDEN WARD 1,303,133,167,2,1,,0,0,0,0,0,0,0
,TOWN OF LEEDS WARDS 1 & 2,433,198,224,2,7,,1,0,0,0,0,0,1
,TOWN OF LEWISTON WARDS 1 & 2,564,278,277,3,5,,0,0,0,0,0,0,1
,TOWN OF LODI WARDS 1 - 5,"1,718",802,889,11,15,,0,0,0,0,0,0,1
,TOWN OF LOWVILLE WARDS 1 & 2,567,267,293,4,3,,0,0,0,0,0,0,0
,TOWN OF MARCELLON WARDS 1 & 2,457,196,254,3,4,,0,0,0,0,0,0,0
,TOWN OF NEWPORT WARD 1,328,142,180,2,3,,0,0,0,0,0,0,1
,TOWN OF OTSEGO WARD 1,326,146,177,1,1,,0,0,0,0,0,0,1
,TOWN OF PACIFIC WARDS 1 - 4,"1,368",673,686,1,5,,0,0,0,0,0,0,3
,TOWN OF RANDOLPH WARD 1,376,76,299,0,1,,0,0,0,0,0,0,0
,TOWN OF SCOTT WARD 1,307,107,195,0,5,,0,0,0,0,0,0,0
,TOWN OF SPRINGVALE WARDS 1 & 2,265,120,144,0,1,,0,0,0,0,0,0,0
,TOWN OF WEST POINT WARDS 1 - 3,"1,074",541,525,2,6,,0,0,0,0,0,0,0
,TOWN OF WYOCENA WARDS 1 & 2,808,405,391,3,9,,0,0,0,0,0,0,0
,VILLAGE OF ARLINGTON WARD 1,374,184,187,1,2,,0,0,0,0,0,0,0
,VILLAGE OF CAMBRIA WARD 1,281,143,137,0,1,,0,0,0,0,0,0,0
,VILLAGE OF DOYLESTOWN WARD 1,114,66,45,2,1,,0,0,0,0,0,0,0
,VILLAGE OF FALL RIVER WARDS 1 & 2,620,330,285,1,3,,0,0,0,0,0,0,1
,VILLAGE OF FRIESLAND WARD 1,145,26,115,1,3,,0,0,0,0,0,0,0
,VILLAGE OF PARDEEVILLE Wards 1-3,848,439,399,1,8,,0,0,0,0,0,0,1
,VILLAGE OF POYNETTE WARDS 1-4,"1,009",588,408,4,9,,0,0,0,0,0,0,0
,VILLAGE OF RANDOLPH WARD 3,188,49,137,1,1,,0,0,0,0,0,0,0
,VILLAGE OF RIO Ward 1 - 2,437,248,177,3,7,,0,0,0,0,0,0,2
,VILLAGE OF WYOCENA WARD 1,293,151,134,3,5,,0,0,0,0,0,0,0
,CITY OF COLUMBUS Wards 1-8,"2,186","1,173",977,10,25,,0,0,0,0,0,0,1
,CITY OF COLUMBUS Ward 10,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF LODI WARDS 1 - 6,"1,453",875,562,5,10,,0,0,0,0,0,0,1
,"CITY OF PORTAGE Wards 1,9,10","1,073",607,451,6,8,,0,0,0,0,0,0,1
,"CITY OF PORTAGE Wards 2,3,5","1,064",676,372,4,11,,0,0,0,0,0,0,1
,"CITY OF PORTAGE Wards 4,6,7,8","1,026",620,393,8,5,,0,0,0,0,0,0,0
,CITY OF WISCONSIN DELLS WARDS 1 - 3 & 6,889,471,405,1,12,,0,0,0,0,0,0,0
,County Totals:,"24,700","12,527","11,837",101,217,,1,0,0,0,0,0,17
CRAWFORD ,TOWN OF BRIDGEPORT WARD 1,460,182,276,1,1,,0,0,0,0,0,0,0
,TOWN OF CLAYTON WARDS 1-3,387,219,163,1,4,,0,0,0,0,0,0,0
,TOWN OF EASTMAN WARDS 1-2,315,118,193,2,2,,0,0,0,0,0,0,0
,TOWN OF FREEMAN WARD 1,322,170,147,1,4,,0,0,0,0,0,0,0
,TOWN OF HANEY WARD 1,155,96,58,0,1,,0,0,0,0,0,0,0
,TOWN OF MARIETTA WARD 1,224,111,111,0,2,,0,0,0,0,0,0,0
,TOWN OF PRAIRIE DU CHIEN WARD 1-2,376,150,222,1,3,,0,0,0,0,0,0,0
,TOWN OF SCOTT WARD 1,210,115,95,0,0,,0,0,0,0,0,0,0
,TOWN OF SENECA WARD 1,375,179,192,2,2,,0,0,0,0,0,0,0
,TOWN OF UTICA WARD 1,291,169,121,0,1,,0,0,0,0,0,0,0
,TOWN OF WAUZEKA WARD 1-2,167,76,89,2,0,,0,0,0,0,0,0,0
,VILLAGE OF BELL CENTER WARD 1,48,30,18,0,0,,0,0,0,0,0,0,0
,VILLAGE OF DE SOTO WARD 2,40,21,19,0,0,,0,0,0,0,0,0,0
,VILLAGE OF EASTMAN WARD 1,144,70,72,1,1,,0,0,0,0,0,0,0
,VILLAGE OF FERRYVILLE WARD 1,104,54,49,0,1,,0,0,0,0,0,0,0
,VILLAGE OF GAYS MILLS WARD 1,199,120,76,0,3,,0,0,0,0,0,0,0
,VILLAGE OF LYNXVILLE WARD 1,58,29,28,1,0,,0,0,0,0,0,0,0
,VILLAGE OF MT. STERLING WARD 1,75,44,28,1,2,,0,0,0,0,0,0,0
,VILLAGE OF SOLDIERS GROVE WARD 1,201,122,77,1,1,,0,0,0,0,0,0,0
,VILLAGE OF STEUBEN WARD 1,39,26,12,0,1,,0,0,0,0,0,0,0
,VILLAGE OF WAUZEKA WARD 1,234,136,91,2,5,,0,0,0,0,0,0,0
,CITY OF PRAIRIE DU CHIEN Ward 1,321,164,154,0,3,,0,0,0,0,0,0,0
,"CITY OF PRAIRIE DU CHIEN Wards 2, 7",337,187,142,5,3,,0,0,0,0,0,0,0
,CITY OF PRAIRIE DU CHIEN Ward 3,248,127,120,0,1,,0,0,0,0,0,0,0
,CITY OF PRAIRIE DU CHIEN Ward 4,296,163,126,4,3,,0,0,0,0,0,0,0
,CITY OF PRAIRIE DU CHIEN Ward 5,309,176,129,1,3,,0,0,0,0,0,0,0
,CITY OF PRAIRIE DU CHIEN Ward 6,338,171,166,0,1,,0,0,0,0,0,0,0
,County Totals:,"6,273","3,225","2,974",26,48,,0,0,0,0,0,0,0
DANE ,TOWN OF ALBION Wards 1 - 2,911,556,342,4,9,,0,0,0,0,0,0,0
,TOWN OF BERRY WARDS 1-2,675,349,318,2,5,,0,0,0,0,0,0,1
,TOWN OF BLACK EARTH Ward 1,299,157,141,0,1,,0,0,0,0,0,0,0
,TOWN OF BLOOMING GROVE Wards 1 - 3,942,649,278,2,13,,0,0,0,0,0,0,0
,TOWN OF BLUE MOUNDS WARD 1,506,270,233,1,2,,0,0,0,0,0,0,0
,TOWN OF BRISTOL WARDS 1-4,"2,051",984,"1,043",7,16,,0,0,0,0,0,0,1
,TOWN OF BURKE Wards 1-4,"1,693",933,747,4,9,,0,0,0,0,0,0,0
,TOWN OF CHRISTIANA WARDS 1-2,632,322,297,7,5,,0,0,0,0,0,0,1
,"TOWN OF COTTAGE GROVE Wards 1, 2, 4, 5, 7","1,297",735,546,1,15,,0,0,0,0,0,0,0
,"TOWN OF COTTAGE GROVE Wards 3, 6",780,454,316,3,7,,0,0,0,0,0,0,0
,TOWN OF CROSS PLAINS WARDS 1-2,855,464,385,1,4,,0,0,0,1,0,0,0
,TOWN OF CROSS PLAINS WARD 3,0,0,0,0,0,,0,0,0,0,0,0,0
,TOWN OF DANE WARD 1,488,212,272,0,4,,0,0,0,0,0,0,0
,TOWN OF DEERFIELD WARD 1-2,792,419,366,4,3,,0,0,0,0,0,0,0
,"TOWN OF DUNKIRK Wards 1,3,5",683,401,280,1,1,,0,0,0,0,0,0,0
,"TOWN OF DUNKIRK Wards 2,4,6",374,228,137,4,5,,0,0,0,0,0,0,0
,TOWN OF DUNN WARDS 1-7,"2,905","1,771","1,104",9,20,,0,0,0,0,0,0,1
,TOWN OF MADISON WARD 1,299,264,33,0,1,,1,0,0,0,0,0,0
,TOWN OF MADISON WARDS 2 - 9,"1,549","1,331",196,7,15,,0,0,0,0,0,0,0
,TOWN OF MAZOMANIE Wards 1-2,585,335,244,1,4,,0,0,0,0,0,0,1
,TOWN OF MEDINA WARDS 1-2,684,358,318,1,7,,0,0,0,0,0,0,0
,TOWN OF MIDDLETON WARDS 1- 8,"3,572","1,823","1,729",4,15,,0,0,0,0,0,0,1
,TOWN OF MONTROSE WARDS 1 - 2,632,394,234,0,4,,0,0,0,0,0,0,0
,TOWN OF OREGON Wards 1-4,"1,910","1,121",764,7,18,,0,0,0,0,0,0,0
,TOWN OF PERRY WARD 1,419,249,166,2,2,,0,0,0,0,0,0,0
,TOWN OF PLEASANT SPRINGS WARDS 1-4,"1,802",990,801,3,7,,0,0,0,0,0,0,1
,TOWN OF PRIMROSE WARD 1,395,254,135,0,6,,0,0,0,0,0,0,0
,TOWN OF ROXBURY WARD 1-2,928,474,447,4,3,,0,0,0,0,0,0,0
,TOWN OF RUTLAND WARDS 1-2,"1,116",666,438,1,11,,0,0,0,0,0,0,0
,TOWN OF SPRINGDALE WARD 1-2,"1,112",605,502,2,2,,0,0,0,0,0,0,1
,TOWN OF SPRINGFIELD WARDS 1-3,"1,420",676,737,2,5,,0,0,0,0,0,0,0
,TOWN OF SUN PRAIRIE WARDS 1-3,"1,176",661,506,4,5,,0,0,0,0,0,0,0
,TOWN OF VERMONT WARD 1,509,324,183,1,1,,0,0,0,0,0,0,0
,TOWN OF VERONA Ward 1,382,196,183,0,2,,0,0,0,0,0,0,1
,TOWN OF VERONA Ward 2-4,765,444,306,2,13,,0,0,0,0,0,0,0
,TOWN OF VIENNA Wards 1 and 2,787,360,418,2,6,,0,0,0,0,0,0,1
,TOWN OF WESTPORT WARDS 1 - 5,"2,500","1,407","1,076",6,8,,0,1,0,0,0,0,2
,TOWN OF WINDSOR Wards 1-2,354,188,161,1,4,,0,0,0,0,0,0,0
,TOWN OF WINDSOR Wards 3-5,"1,082",526,549,1,6,,0,0,0,0,0,0,0
,TOWN OF WINDSOR Wards 6-10,"1,861","1,084",760,4,12,,0,0,0,0,0,0,1
,TOWN OF YORK WARD 1,368,183,183,1,0,,0,0,0,0,0,0,1
,VILLAGE OF BELLEVILLE WARD 1-2,852,570,271,3,8,,0,0,0,0,0,0,0
,VILLAGE OF BLACK EARTH Wards 1 - 2,704,443,251,2,6,,0,0,0,1,0,0,1
,VILLAGE OF BLUE MOUNDS WARD 1,435,268,159,4,4,,0,0,0,0,0,0,0
,VILLAGE OF BROOKLYN WARD 1,412,272,129,3,7,,0,0,0,0,0,0,1
,VILLAGE OF CAMBRIDGE WARDS 2-3,715,411,295,3,5,,1,0,0,0,0,0,0
,VILLAGE OF COTTAGE GROVE WARDS 1-10,"3,019","1,787","1,199",2,29,,0,0,0,0,0,0,2
,VILLAGE OF CROSS PLAINS WARDS 1-4,"1,832","1,072",731,6,21,,1,0,0,0,0,0,1
,VILLAGE OF DANE Ward 1,463,215,243,3,2,,0,0,0,0,0,0,0
,VILLAGE OF DEERFIELD Wards 1 - 3,"1,077",641,421,3,11,,0,0,0,0,0,0,1
,"VILLAGE OF DEFOREST WARD 1, 3-6, 15","1,851","1,056",774,3,18,,0,0,0,0,0,0,0
,VILLAGE OF DEFOREST WARD 2,272,165,100,5,2,,0,0,0,0,0,0,0
,"VILLAGE OF DEFOREST WARD 7-10, 12","1,470",895,556,7,12,,0,0,0,0,0,0,0
,VILLAGE OF DEFOREST WARD 11,427,259,162,1,4,,0,0,0,0,0,0,1
,VILLAGE OF DEFOREST WARD 13,0,0,0,0,0,,0,0,0,0,0,0,0
,"VILLAGE OF DEFOREST WARD 14, 16",0,0,0,0,0,,0,0,0,0,0,0,0
,VILLAGE OF MAPLE BLUFF WARDS 1-2,955,589,361,1,3,,0,0,0,0,0,0,1
,VILLAGE OF MARSHALL WARDS 1-5,"1,471",812,639,4,16,,0,0,0,0,0,0,0
,VILLAGE OF MAZOMANIE WARDS 1-3,798,510,275,3,10,,0,0,0,0,0,0,0
,VILLAGE OF MCFARLAND WARDS 1-10,"4,110","2,587","1,485",9,29,,0,0,0,0,0,0,0
,VILLAGE OF MOUNT HOREB WARDS 1-4,"1,644","1,024",597,4,17,,0,0,0,0,0,0,2
,VILLAGE OF MOUNT HOREB WARDS 5-9,"1,815","1,144",645,2,20,,0,0,0,0,0,0,4
,"VILLAGE OF OREGON WARD 1, 5, 6 & 11","1,631","1,083",532,6,9,,0,0,0,0,0,0,1
,"VILLAGE OF OREGON WARD 2, 3, 4 & 12","1,599","1,032",550,3,13,,0,0,0,0,0,0,1
,VILLAGE OF OREGON WARD 7 - 10,"1,852","1,084",751,2,13,,1,0,0,0,0,0,1
,VILLAGE OF ROCKDALE WARD 1,88,58,29,1,0,,0,0,0,0,0,0,0
,VILLAGE OF SHOREWOOD HILLS Wards 1 - 2,"1,205","1,014",181,0,10,,0,0,0,0,0,0,0
,VILLAGE OF WAUNAKEE Wards 1 - 5,"3,198","1,719","1,450",4,23,,0,0,0,1,0,0,1
,VILLAGE OF WAUNAKEE Wards 6 - 11,"3,121","1,622","1,473",3,22,,0,0,0,0,0,0,1
,CITY OF EDGERTON WARD 7,39,22,15,2,0,,0,0,0,0,0,0,0
,CITY OF FITCHBURG WARDS 1 -  4,"1,966","1,528",410,6,21,,0,0,0,0,0,0,1
,CITY OF FITCHBURG WARDS 5 - 9,"3,708","2,452","1,202",4,44,,0,0,0,1,0,0,5
,CITY OF FITCHBURG WARDS 10 -13,"1,726","1,297",407,5,16,,0,0,0,0,0,0,1
,CITY OF FITCHBURG WARD 14,629,429,195,0,3,,0,0,0,0,0,0,2
,"CITY OF FITCHBURG WARDS 15, 18, 19","2,142","1,358",761,3,19,,0,0,0,0,0,0,1
,"CITY OF FITCHBURG WARDS 16, 17","1,042",689,344,3,5,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 1,"1,079",736,331,4,8,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 2,825,626,181,2,15,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 3,685,488,191,0,5,,1,0,0,0,0,0,0
,CITY OF MADISON Ward 4,507,358,141,4,3,,1,0,0,0,0,0,0
,CITY OF MADISON Ward 5,826,591,226,2,6,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 6,"1,485","1,168",296,3,18,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 7,842,574,258,3,6,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 8,"1,356",960,386,3,7,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 9,"1,565","1,116",428,3,16,,0,0,0,0,0,0,2
,CITY OF MADISON Ward 10,"1,310",933,361,4,9,,1,0,0,0,0,0,2
,CITY OF MADISON Ward 11,576,468,104,0,3,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 12,"1,466","1,148",301,2,9,,0,0,0,1,0,0,5
,CITY OF MADISON Ward 13,426,351,71,0,3,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 14,405,340,62,0,3,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 15,914,782,122,1,9,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 16,"2,002","1,685",288,11,17,,0,0,0,1,0,0,0
,CITY OF MADISON Ward 17,614,476,129,2,7,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 18,638,536,94,0,7,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 19,583,480,89,4,7,,0,0,0,0,0,0,3
,CITY OF MADISON Ward 20,140,115,22,1,2,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 21,682,534,143,0,5,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 22,"1,049",778,261,1,8,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 23,437,319,111,0,5,,1,0,0,0,0,0,1
,CITY OF MADISON Ward 24,543,370,167,0,5,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 25,"1,502","1,183",306,2,11,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 26,900,674,222,1,3,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 27,6,6,0,0,0,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 28,953,842,95,3,13,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 29,"2,131","2,000",113,3,14,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 30,802,697,91,4,10,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 31,914,776,130,2,6,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 32,579,485,88,0,5,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 33,635,522,100,1,12,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 34,725,613,104,2,5,,1,0,0,0,0,0,0
,CITY OF MADISON Ward 35,873,727,124,3,17,,0,0,0,2,0,0,0
,CITY OF MADISON Ward 36,992,747,236,3,4,,0,0,0,0,0,0,2
,CITY OF MADISON Ward 37,"1,284","1,063",198,2,20,,0,0,0,0,0,0,1
,CITY OF MADISON Ward 38,"2,246","1,610",615,2,18,,1,0,0,0,0,0,0
,CITY OF MADISON Ward 39,"1,286","1,190",82,5,7,,2,0,0,0,0,0,0
,CITY OF MADISON Ward 40,"2,112","2,004",88,2,13,,3,0,0,0,0,0,2
,CITY OF MADISON Ward 41,"2,135","2,027",91,3,12,,1,0,0,0,0,0,1
,CITY OF MADISON Ward 42,"2,127","2,038",70,2,13,,2,0,0,0,0,0,2
,CITY OF MADISON Ward 43,282,248,32,0,2,,0,0,0,0,0,0,0
,CITY OF MADISON Ward 44,"1,387","1,272",91,2,17,,2,0,0,0,0,0,3
,CITY OF MADISON Ward 45,"2,253","2,064",156,6,24,,2,0,1,0,0,0,0
,CITY OF MADISON Ward 46,"1,613","1,406",173,3,25,,2,0,0,1,0,0,3
,CITY OF MADISON Ward 47,"1,030",668,342,1,19,,0,0,0,0,0,0,0
